,FIPS,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
636,55109,"St. Croix County, Wisconsin",89694,44329,45365,5186,5332,7711,6248,4702,9900,12443,12815,7731,5134,7732,3480,1280,39.7,22503,70084,67191,64433,15332,12492,67191,33077,34114,12492,5873,6619,89694,87315,2379,87315,85019,274,289,209,N,N,N,N,937,N,N,N,N,N,N,N,0,N,N,N,N,876,2379,966,516,417,0,89694,87379,1240,744,1688,N,1022,89694,2191,N,N,N,N,87503,84001,274,209,900,0,86,2033,22,2011,36308
637,1003,"Baldwin County, Alabama",218022,105437,112585,10878,9445,18093,13489,10426,23498,25990,30117,16569,15074,27152,13464,3827,44.0,47156,176222,170866,163886,53676,44443,170866,81046,89820,44443,20457,23986,218022,214558,3464,214558,187759,20554,446,1276,N,N,N,N,2338,N,N,N,N,N,N,N,45,N,N,N,N,2586,3464,227,2100,739,0,218022,191157,20781,3442,3143,N,2798,218022,10132,5148,1543,321,3120,207890,180926,20328,1209,2338,45,148,2896,127,2769,116632
638,1077,"Lauderdale County, Alabama",92387,45646,46741,4920,4433,5483,6003,7145,11317,10100,11718,7136,5713,10360,5897,2162,41.1,17876,76012,74511,69546,22017,18419,74511,35246,39265,18419,8073,10346,92387,91238,1149,91238,80452,9614,234,89,N,N,N,N,667,N,N,N,N,N,N,N,133,N,N,N,N,283,1149,160,714,151,0,92387,81601,9825,803,869,N,356,92387,2644,N,N,N,N,89743,78080,9614,89,667,133,84,1076,0,1076,45468
639,1083,"Limestone County, Alabama",96174,49198,46976,4340,6117,7848,6963,3940,12815,13419,13074,7025,5538,9066,4233,1796,38.8,22441,76535,73733,69443,17622,15095,73733,36795,36938,15095,6814,8281,96174,94527,1647,94527,75365,13504,464,702,N,N,N,N,1377,N,N,N,N,N,N,N,0,N,N,N,N,3579,1647,N,N,N,N,96174,76850,14044,1454,1840,N,3687,96174,5910,N,N,N,N,90264,73199,13444,702,1377,0,3,1539,0,1539,36535
640,5051,"Garland County, Arkansas",99154,47098,52056,5450,5166,5553,6330,5163,11871,10266,11569,6035,8760,12687,7348,2956,44.6,19787,81395,79367,75100,28063,22991,79367,37585,41782,22991,10248,12743,99154,95621,3533,95621,85417,7374,1044,1004,N,N,N,N,1048,N,N,N,N,N,N,N,0,N,N,N,N,778,3533,2386,502,131,0,99154,88950,9850,1596,1179,N,1292,99154,5811,N,N,N,N,93343,81108,7262,906,1048,0,0,3019,0,3019,51025
641,5125,"Saline County, Arkansas",121421,59537,61884,7170,7177,8610,8261,6649,15268,16141,15601,8175,6576,12750,6895,2148,39.2,28207,96973,93214,88419,25563,21793,93214,45289,47925,21793,9991,11802,121421,119271,2150,119271,106756,9542,844,321,N,N,N,N,1495,N,N,N,N,N,N,N,481,N,N,N,N,676,2150,N,N,N,N,121421,108906,9861,1464,1924,N,974,121421,6030,N,N,N,N,115391,101869,9542,190,1495,481,56,1758,0,1758,49326
642,8069,"Larimer County, Colorado",350518,174084,176434,18305,17871,20629,25509,35528,52464,43058,38390,21485,22277,34255,15220,5527,36.4,68998,288748,281520,260362,67584,55002,281520,139260,142260,55002,25162,29840,350518,337842,12676,337842,320513,3523,736,1972,N,N,N,N,7779,2187,1389,743,527,1033,741,1159,214,N,N,N,N,3841,12676,2114,3597,3260,262,350518,331801,6442,6779,12195,1179,5786,350518,40855,30533,1220,470,8632,309663,288081,3222,1276,7686,214,898,8286,213,8073,151840
643,12001,"Alachua County, Florida",269956,131429,138527,13669,15311,12223,22665,38724,44174,31361,24784,15551,13767,22670,10292,4765,31.7,48712,226370,221244,196814,46052,37727,221244,105945,115299,37727,16643,21084,269956,260417,9539,260417,186822,52720,1816,970,N,N,N,N,17015,4846,4045,2444,401,1321,936,3022,284,N,N,N,N,2606,9539,3967,368,2082,515,269956,195104,58710,2084,19926,482,4033,269956,27741,1964,8956,6341,10480,242215,163687,52182,970,17015,284,364,7713,131,7582,118966
644,12015,"Charlotte County, Florida",184998,90140,94858,6143,5872,6174,7101,6788,14005,12187,20309,14541,17557,39338,24071,10912,59.8,22207,165477,162791,157562,85186,74321,162791,78415,84376,74321,35863,38458,184998,181253,3745,181253,167034,9781,988,224,N,N,N,N,2517,N,N,N,N,N,N,N,215,N,N,N,N,1482,3745,1769,483,702,0,184998,170263,12199,840,3219,N,1998,184998,13711,4139,4622,788,4162,171287,154240,9781,224,2517,215,1087,3223,0,3223,105164
645,12057,"Hillsborough County, Florida",1436888,702808,734080,88861,87049,94239,90550,91735,219630,195587,191024,90443,81962,122675,58889,24244,37.1,323828,1151547,1113060,1058836,253118,205808,1113060,536663,576397,205808,90655,115153,1436888,1373267,63621,1373267,1003558,241095,6857,3754,N,N,N,N,58301,26984,9585,5303,896,2561,5315,7657,388,N,N,N,N,66171,63621,26413,4761,11091,1108,1436888,1058709,275018,11938,76920,3685,78915,1436888,420114,78259,128858,104292,108705,1016774,689662,224445,2684,57782,388,5340,36473,2316,34157,590847
646,12069,"Lake County, Florida",356495,171434,185061,16995,17791,21237,19561,16831,38675,37950,43467,23140,25724,51370,34672,9082,47.3,68110,296495,288385,277982,109322,95124,288385,137369,151016,95124,43451,51673,356495,347137,9358,347137,293920,41098,3794,1760,N,N,N,N,6928,3314,428,1140,364,680,446,556,155,N,N,N,N,3276,9358,4228,784,1656,51,356495,302269,46028,2912,9542,N,4640,356495,57208,16946,22114,2922,15226,299287,246727,36337,1668,6403,155,1084,6913,0,6913,160472
647,12083,"Marion County, Florida",359977,171353,188624,17346,18358,18735,20504,17332,35714,35651,41766,25523,25024,55734,36135,12155,49.1,65788,302081,294189,282145,120229,104024,294189,138829,155360,104024,47785,56239,359977,350749,9228,350749,294540,43923,2193,1019,N,N,N,N,4898,1996,407,538,193,725,0,1039,173,N,N,N,N,6196,9228,4286,1553,2291,0,359977,303306,48567,2785,7899,593,6559,359977,49093,9987,24781,4453,9872,310884,252199,43491,1009,4898,142,815,8330,72,8258,170513
648,12091,"Okaloosa County, Florida",207269,104314,102955,13849,11846,14495,11176,13697,32246,24865,23973,14826,12191,20721,10756,2628,36.8,46397,165566,160872,153043,40735,34105,160872,81075,79797,34105,15613,18492,207269,198262,9007,198262,162777,20465,1908,572,N,N,N,N,7062,446,1478,2884,324,727,221,982,401,N,N,N,N,6985,9007,2763,2030,2195,0,207269,171321,24099,2773,9990,1581,7521,207269,20092,6322,6011,1697,6062,187177,150946,20137,257,7062,374,668,7733,230,7503,97971
649,12097,"Osceola County, Florida",367990,179155,188835,23336,24289,26498,26974,24345,51701,53959,49085,18763,20613,30076,13549,4802,35.7,89970,288757,278020,262877,58414,48427,278020,135418,142602,48427,21498,26929,367990,351318,16672,351318,261233,43509,3762,1172,N,N,N,N,11147,2279,1745,3953,150,120,870,2030,16,N,N,N,N,34241,16672,6409,1461,1606,1536,367990,274090,54309,5292,13492,790,37812,367990,203445,12472,123897,10218,56858,164545,111496,35084,300,9681,16,1904,6064,795,5269,153495
650,12117,"Seminole County, Florida",467832,225955,241877,24699,25682,29961,28311,28377,67891,65496,64067,30266,30348,42822,21420,8492,39.2,98391,381304,369441,354027,88933,72734,369441,176048,193393,72734,31386,41348,467832,454730,13102,454730,346992,57125,2633,1127,N,N,N,N,22199,9345,3405,2463,646,1696,1362,3282,273,N,N,N,N,27014,13102,4704,1298,2484,83,467832,358241,63787,3174,27125,1352,29134,467832,102835,6183,42497,10474,43681,364997,277494,53665,914,22007,273,1126,9518,668,8850,192255
651,12127,"Volusia County, Florida",547538,267254,280284,25808,24717,29431,29606,31560,64654,57382,66708,42866,41062,75141,37603,21000,46.6,96391,464214,451147,430638,157034,133744,451147,217546,233601,133744,60839,72905,547538,539018,8520,539018,441141,60845,2505,2441,N,N,N,N,10098,3448,383,1539,965,1036,1628,1099,120,N,N,N,N,24373,8520,3370,1099,2437,42,547538,449106,64907,3832,12964,499,25330,547538,79547,13508,38290,4716,23033,467991,387351,57858,2341,10015,120,2611,7695,119,7576,262107
652,13059,"Clarke County, Georgia",127330,61122,66208,6509,5814,5939,14484,23729,19451,14898,11284,4588,5611,9267,4011,1745,28.2,21439,108297,105891,89333,18683,15023,105891,49764,56127,15023,6792,8231,127330,123657,3673,123657,80444,35535,1331,311,N,N,N,N,4947,1078,889,683,35,517,337,1408,166,N,N,N,N,2254,3673,1445,448,1182,0,127330,84100,37208,922,6211,N,2410,127330,13832,8583,411,246,4592,113498,69658,34650,29,4921,166,540,3534,17,3517,53144
653,13073,"Columbia County, Georgia",154291,75105,79186,9637,10299,12729,11203,9254,20257,20285,21242,9188,8868,14134,5020,2175,36.2,39146,119501,115145,107713,25754,21329,115145,55686,59459,21329,9807,11522,154291,148440,5851,148440,112921,26416,2254,0,N,N,N,N,7116,2171,1403,663,59,1780,500,540,0,N,N,N,N,1987,5851,2988,881,1300,0,154291,118469,29895,1156,8503,N,2346,154291,10596,5123,2042,66,3365,143695,104994,26219,0,6624,0,497,5361,104,5257,58740
654,13095,"Dougherty County, Georgia",91243,42037,49206,5817,6515,5579,8438,8326,10927,11132,9597,5776,5237,8281,3631,1987,35.0,21221,72097,70022,63867,16467,13899,70022,30978,39044,13899,5700,8199,91243,88838,2405,88838,22804,63283,1637,494,N,N,N,N,372,N,N,N,N,N,N,N,128,N,N,N,N,1757,2405,N,N,N,N,91243,25117,65518,754,N,N,1759,91243,2671,N,N,N,N,88572,22225,63030,463,354,23,74,2403,0,2403,40590
655,13151,"Henry County, Georgia",230220,109288,120932,13198,17262,16884,16867,16684,26580,34172,34801,14768,12748,16799,6008,3449,37.6,58951,179510,171269,163347,33098,26256,171269,79264,92005,26256,11510,14746,230220,221193,9027,221193,105190,104658,2713,170,N,N,N,N,7868,N,N,N,N,N,N,N,0,N,N,N,N,3307,9027,3406,210,1379,1059,230220,110622,110673,2487,10886,N,4444,230220,16494,N,N,N,N,213726,95960,103136,0,7711,0,247,6672,89,6583,82826
656,13153,"Houston County, Georgia",155469,77540,77929,9556,10569,12277,10106,8946,22995,20977,22318,10612,8754,11255,5072,2032,36.1,38789,121401,116680,110859,22893,18359,116680,57241,59439,18359,7476,10883,155469,151711,3758,151711,91416,51094,1781,640,N,N,N,N,5559,N,N,N,N,N,N,N,70,N,N,N,N,2932,3758,N,N,N,N,155469,94873,52493,866,6208,N,4747,155469,10449,N,N,N,N,145020,86390,50350,640,5559,70,4,2007,64,1943,63959
657,13313,"Whitfield County, Georgia",104062,51621,52441,6819,7316,7417,9101,6314,12933,14020,13536,6552,5466,8814,4130,1644,37.0,27387,80621,76675,72076,17912,14588,76675,37383,39292,14588,6846,7742,104062,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,104062,94992,5700,N,863,N,3339,104062,37387,N,N,N,N,66675,N,N,N,N,N,N,N,N,N,40145
658,16019,"Bonneville County, Idaho",116854,58838,58016,9248,10063,10993,8390,6943,15978,14906,12246,7106,5935,8907,3744,2395,33.4,36116,84177,80738,76928,18536,15046,80738,40158,40580,15046,6886,8160,116854,112781,4073,112781,104226,387,536,534,N,N,N,N,1256,N,N,N,N,N,N,N,0,N,N,N,N,6378,4073,140,957,1334,0,116854,108299,631,1491,3142,590,7430,116854,15493,N,N,N,N,101361,96633,40,534,1183,0,0,2971,0,2971,43773
659,17119,"Madison County, Illinois",264461,129143,135318,15104,16820,15617,16539,15448,35137,32103,33937,20143,17855,25559,14808,5391,40.1,57464,213551,206997,197665,55872,45758,206997,99164,107833,45758,19838,25920,264461,258565,5896,258565,229879,22876,1328,668,N,N,N,N,2508,N,N,N,N,N,N,N,27,N,N,N,N,2607,5896,3094,776,758,88,264461,235397,26496,1592,4044,N,2989,264461,8942,5794,532,264,2352,255519,224109,22802,601,2439,27,54,5487,0,5487,119625
660,17183,"Vermilion County, Illinois",76806,38315,38491,5274,3985,5846,4740,4618,8832,8542,9253,6021,4539,8280,4679,2197,40.4,18046,60826,58760,55964,17802,15156,58760,29252,29508,15156,6929,8227,76806,74983,1823,74983,62290,10903,733,111,N,N,N,N,797,N,N,N,N,N,N,N,152,N,N,N,N,730,1823,N,N,N,N,76806,64029,11932,327,965,N,1270,76806,3999,N,N,N,N,72807,59791,10762,111,797,45,0,1301,64,1237,36125
661,17197,"Will County, Illinois",692310,343985,348325,40491,41935,56044,52084,44783,82261,93467,103525,45325,41966,55014,24406,11009,38.1,171783,541119,520527,492077,112536,90429,520527,256192,264335,90429,40372,50057,692310,665219,27091,665219,508964,76324,3045,3843,N,N,N,N,35847,13752,3570,7577,183,2157,1015,7593,455,N,N,N,N,39786,27091,8646,2190,8955,1677,692310,533099,88174,8719,45616,560,44507,692310,123504,103936,8407,1183,9978,568806,435023,74585,372,35634,328,1279,21585,740,20845,245197
662,18043,"Floyd County, Indiana",77781,37644,40137,4429,4562,5099,5523,4397,9966,9952,9843,6497,5079,7549,3201,1684,39.5,17558,62381,60223,57348,15636,12434,60223,29053,31170,12434,5219,7215,77781,75867,1914,75867,70351,4075,636,174,N,N,N,N,871,N,N,N,N,N,N,N,0,N,N,N,N,396,1914,N,N,N,N,77781,72113,5669,275,1154,N,N,77781,2616,N,N,N,N,75165,68217,4014,174,871,0,0,1889,0,1889,33022
663,18105,"Monroe County, Indiana",146917,72119,74798,6183,6252,6241,17834,26157,21135,15416,13610,6918,8125,11357,4465,3224,29.4,22965,126440,123952,102517,22730,19046,123952,60742,63210,19046,8195,10851,146917,142101,4816,142101,125701,4366,725,800,N,N,N,N,10317,2374,4539,1054,117,1575,0,658,0,N,N,N,N,917,4816,2447,200,1493,272,146917,130066,7223,1430,12076,N,917,146917,5145,2673,355,22,2095,141772,122536,4289,458,10317,0,0,4172,0,4172,62067
664,18141,"St. Joseph County, Indiana",270771,131804,138967,17716,16988,18756,19996,19841,36085,31554,32235,16541,17899,24807,11722,6631,37.0,64262,213187,206509,191486,53125,43160,206509,99192,107317,43160,18968,24192,270771,260416,10355,260416,209274,36168,1994,1294,N,N,N,N,6770,1197,2067,552,307,505,888,1254,146,N,N,N,N,6764,10355,4908,1221,1411,38,270771,218869,41824,2856,9127,567,8639,270771,24136,18239,604,453,4840,246635,194779,35075,662,6523,146,966,8484,225,8259,117089
665,19163,"Scott County, Iowa",173283,85093,88190,11549,11179,12115,10955,10068,22531,22182,22021,11541,11551,15956,8491,3144,38.3,41322,136226,131961,125021,34322,27591,131961,63979,67982,27591,12044,15547,173283,165814,7469,165814,147632,11733,1706,491,N,N,N,N,4702,909,49,371,0,541,1783,1049,175,N,N,N,N,1081,7469,4655,903,1052,33,173283,154545,16965,1618,6364,329,1184,173283,11879,N,N,N,N,161404,137937,11642,205,4702,175,84,6659,0,6659,74655
666,19169,"Story County, Iowa",98105,50223,47882,4854,4953,3928,12560,20385,13442,9751,7753,5039,3878,6531,3626,1405,26.4,16321,83876,81784,67493,13598,11562,81784,42108,39676,11562,5178,6384,98105,94682,3423,94682,83589,1259,795,93,N,N,N,N,8376,1286,5090,618,21,81,626,654,0,N,N,N,N,1365,3423,1770,315,838,304,98105,86708,3343,712,9224,N,1551,98105,3486,2709,153,0,624,94619,81506,1249,93,8278,0,256,3237,0,3237,40766
667,21093,"Hardin County, Kentucky",110356,55818,54538,7070,6901,8778,7040,7556,15539,13374,14316,6657,7280,9340,4885,1620,36.6,27112,86188,83244,79326,19360,15845,83244,41209,42035,15845,6850,8995,110356,105231,5125,105231,86565,12289,1237,901,N,N,N,N,2503,N,N,N,N,N,N,N,403,N,N,N,N,2570,5125,2716,459,968,256,110356,91218,15764,1616,3729,403,3174,110356,6641,N,N,N,N,103715,83467,12137,301,2413,403,777,4217,0,4217,47058
668,22071,"Orleans Parish, Louisiana",391006,185255,205751,23003,19199,23532,21560,24441,69532,53523,46427,27705,24552,35816,15826,5890,37.3,78124,320960,312882,296820,72993,57532,312882,145707,167175,57532,24734,32798,391006,382878,8128,382878,133177,231314,1771,706,N,N,N,N,10870,970,2365,803,0,57,5565,1110,0,N,N,N,N,6811,8128,3138,1159,1112,235,391006,140101,235836,2427,12607,314,8515,391006,21962,5927,830,1548,13657,369044,119239,229793,516,10854,0,2433,6209,109,6100,191620
669,22109,"Terrebonne Parish, Louisiana",111021,53314,57707,6997,8367,8988,5918,7606,15020,14566,13192,7331,6394,10490,4716,1436,36.1,28293,85510,82728,80026,20401,16642,82728,39069,43659,16642,7113,9529,111021,107557,3464,107557,78252,20567,1217,6792,N,N,N,N,1373,N,N,N,N,N,N,N,31,N,N,N,N,542,3464,N,N,N,N,111021,81173,22918,8109,1556,N,780,111021,5625,N,N,N,N,105396,73879,20396,6421,1373,31,92,3204,51,3153,45709
670,23003,"Aroostook County, Maine",67111,32867,34244,3410,3182,3662,3829,3405,6407,6706,9202,4938,6177,9245,4126,2822,48.5,12567,56592,54544,52402,20089,16193,54544,26630,27914,16193,7423,8770,67111,65604,1507,65604,63699,279,234,1397,N,N,N,N,219,N,N,N,N,N,N,N,10,N,N,N,N,0,1507,627,435,37,0,67111,65175,971,1928,494,N,223,67111,887,N,N,N,N,66224,63050,279,1397,219,10,0,1269,0,1269,39986
671,23019,"Penobscot County, Maine",151096,75100,75996,6767,7455,7541,10404,10860,19635,17658,19998,11762,11255,16205,7926,3630,42.2,26744,127364,124352,117123,33882,27761,124352,61337,63015,27761,12598,15163,151096,148726,2370,148726,143056,1690,407,2037,N,N,N,N,1688,N,N,N,N,N,N,N,0,N,N,N,N,255,2370,453,707,629,237,151096,145171,2578,3213,2351,N,N,151096,2115,N,N,N,N,148981,141518,1552,2037,1591,0,0,2283,0,2283,76144
672,24005,"Baltimore County, Maryland",828431,392736,435695,48855,47474,52529,52396,50076,113916,101379,105655,56593,57016,79614,42568,20360,39.5,178822,668802,649609,616193,176888,142542,649609,301648,347961,142542,59856,82686,828431,800921,27510,800921,490687,240297,3878,1833,N,N,N,N,50320,14302,7850,7189,290,5178,2006,13505,4785,N,N,N,N,12999,27510,10892,3289,5892,483,828431,514401,256152,8413,59250,5770,15438,828431,46831,13631,8778,367,24055,781600,467765,237552,1542,50139,336,1375,22891,456,22435,337245
673,24015,"Cecil County, Maryland",102826,50795,52031,5670,7442,5775,6830,6263,12399,12087,15012,6361,8783,10255,4055,1894,41.3,23118,82700,79708,76399,21866,16204,79708,39062,40646,16204,7619,8585,102826,99946,2880,99946,90629,7325,985,33,N,N,N,N,1403,N,N,N,N,N,N,N,0,N,N,N,N,556,2880,N,N,N,N,102826,92942,9304,585,2363,N,885,102826,4698,1483,1999,308,908,98128,87131,7015,33,1403,0,155,2391,50,2341,42674
674,24037,"St. Mary's County, Maryland",112664,55523,57141,5828,5778,10463,8912,8435,13189,14535,16634,7112,6772,8696,5178,1132,37.5,27201,88694,85463,79732,18702,15006,85463,41977,43486,15006,6818,8188,112664,108622,4042,108622,86881,17155,1131,89,N,N,N,N,2693,N,N,N,N,N,N,N,0,N,N,N,N,1804,4042,1571,660,1634,27,112664,90861,18788,776,4362,N,1919,112664,5995,2239,192,90,3474,106669,82345,16934,89,2693,0,752,3856,115,3741,45998
675,24043,"Washington County, Maryland",150926,77920,73006,8304,8269,10673,8495,9488,20066,18604,21438,8382,11141,14612,8703,2751,39.6,32970,121988,117956,112556,31559,26066,117956,59894,58062,26066,11364,14702,150926,145870,5056,145870,124032,16959,1887,184,N,N,N,N,2931,N,N,N,N,N,N,N,843,N,N,N,N,921,5056,3285,96,702,72,150926,128696,20862,532,3865,906,1432,150926,8144,2028,1345,128,4643,142782,118045,16868,117,2931,718,0,4103,0,4103,61621
676,25001,"Barnstable County, Massachusetts",213413,101183,112230,7195,8560,10308,10727,10027,20128,17952,25620,18769,18674,37322,20461,7670,53.8,32580,185817,180833,175153,77074,65453,180833,84572,96261,65453,28524,36929,213413,210442,2971,210442,195181,8036,711,1538,N,N,N,N,3229,N,N,N,N,N,N,N,95,N,N,N,N,2363,2971,721,772,891,53,213413,197916,8909,2613,4151,N,2857,213413,6833,957,1907,226,3743,206580,190122,7781,1469,3229,95,1505,2379,178,2201,164329
677,25021,"Norfolk County, Massachusetts",705388,338835,366553,37698,38945,43305,45466,43776,91031,88890,98848,51971,46500,66183,34259,18516,40.7,147526,576828,557862,533525,146246,118958,557862,263909,293953,118958,50510,68448,705388,689556,15832,689556,539996,53112,1845,1209,N,N,N,N,83337,20340,38049,3708,1560,4468,11079,4133,75,N,N,N,N,11827,15832,3677,896,6777,505,705388,553294,59210,3270,91730,643,14052,705388,33646,2108,8399,1701,21438,671742,521928,49862,1017,82567,40,3260,13068,512,12556,280289
678,26111,"Midland County, Michigan",83209,40637,42572,4836,4836,5401,5245,4522,10323,9572,11299,5463,6173,8670,4600,2269,41.8,18229,67552,64980,62351,19060,15539,64980,31533,33447,15539,6698,8841,83209,81913,1296,81913,77869,1229,461,250,N,N,N,N,2101,N,N,N,N,N,N,N,34,N,N,N,N,430,1296,N,N,N,N,83209,79165,1606,753,2194,N,430,83209,2320,N,N,N,N,80889,75920,1223,250,2101,0,180,1215,0,1215,37115
679,26115,"Monroe County, Michigan",150439,74423,76016,7826,9054,9186,9447,8564,18192,17043,20307,12889,10388,16071,7734,3738,42.5,32182,122210,118257,113112,33635,27543,118257,57979,60278,27543,12295,15248,150439,146389,4050,146389,141477,3117,1014,85,N,N,N,N,645,N,N,N,N,N,N,N,0,N,N,N,N,1065,4050,2023,1138,809,0,150439,145527,5220,1223,1534,N,1094,150439,5503,N,N,N,N,144936,137030,3059,85,645,0,96,4021,0,4021,64803
680,26125,"Oakland County, Michigan",1259201,616837,642364,68953,68448,77673,76317,74811,167506,157317,176613,90759,89218,124807,59341,27438,40.8,264031,1028049,995170,953484,262825,211586,995170,481945,513225,211586,92675,118911,1259201,1227720,31481,1227720,940933,175057,2603,2940,N,N,N,N,98366,50962,17256,5870,6254,7253,1718,9053,379,N,N,N,N,10045,31481,8591,4860,10689,1002,1259201,969071,187650,10649,111661,1056,13161,1259201,52939,34532,6097,1217,11093,1206262,900521,174071,2118,98085,285,2028,29154,1720,27434,542836
681,27145,"Stearns County, Minnesota",159256,80139,79117,10194,9661,10979,13140,16551,19267,18021,18515,9762,9171,13349,7148,3498,34.9,36702,126432,122554,110478,29454,23995,122554,61386,61168,23995,11034,12961,159256,156243,3013,156243,138505,11438,952,158,N,N,N,N,2985,N,N,N,N,N,N,N,0,N,N,N,N,3157,3013,998,232,1442,0,159256,141349,12577,390,4446,N,3427,159256,5508,N,N,N,N,153748,136154,11438,130,2985,0,315,2726,0,2726,65280
682,27163,"Washington County, Minnesota",259201,128302,130899,15599,17708,18772,17115,13374,30280,36496,34925,20607,15601,23389,11160,4175,39.6,63648,203198,195553,187296,48279,38724,195553,95883,99670,38724,17566,21158,259201,251566,7635,251566,220135,13137,1170,923,N,N,N,N,15443,2727,1724,1101,400,646,721,8124,60,N,N,N,N,1868,7635,1731,1868,2341,363,259201,226472,15891,3220,18618,N,2648,259201,11127,6794,600,133,3600,248074,212905,12989,533,15346,0,263,6038,322,5716,99481
683,34001,"Atlantic County, New Jersey",265429,129633,135796,14350,16128,15915,16710,19372,29001,30194,36266,21900,18035,27356,15134,5068,41.9,56422,216076,209007,198739,58152,47558,209007,99950,109057,47558,21163,26395,265429,254799,10630,254799,173409,37050,2463,557,N,N,N,N,21421,7687,3344,3474,73,2555,1599,2689,255,N,N,N,N,22107,10630,5158,499,1995,344,265429,181880,43985,1930,25462,583,22847,265429,51019,12001,17056,786,21176,214410,148343,35186,492,21112,174,583,8520,331,8189,128408
684,34023,"Middlesex County, New Jersey",829685,409784,419901,47910,48470,52306,54013,54125,112507,114184,113665,57657,50710,71032,34948,18158,38.7,179932,670392,649753,611906,152996,124138,649753,317810,331943,124138,54138,70000,829685,803108,26577,803108,468466,84157,3078,2911,N,N,N,N,202159,138289,26406,14643,1752,8494,1605,10970,616,N,N,N,N,44799,26577,8012,287,6066,219,829685,489060,96254,5267,212950,1123,54559,829685,179145,31860,47778,6519,92988,650540,348093,78464,1799,201694,616,3006,16868,3385,13483,302255
685,34027,"Morris County, New Jersey",494228,241619,252609,24723,25514,33044,32692,30923,53395,61017,75741,37920,34945,46320,25557,12437,42.7,104082,404878,390146,373653,105001,84314,390146,189256,200890,84314,37207,47107,494228,481943,12285,481943,403898,17669,1081,833,N,N,N,N,51943,26818,10636,5008,242,2942,2231,4066,140,N,N,N,N,7460,12285,3268,582,4741,37,494228,415386,21994,2300,57651,513,10037,494228,67765,6193,14257,3679,43636,426463,348635,16562,426,51676,102,423,8639,1071,7568,194256
686,34033,"Salem County, New Jersey",62607,30819,31788,3082,3597,4570,3595,3338,7665,7451,8318,4330,4926,6759,3545,1431,41.6,13607,50712,49000,47495,14388,11735,49000,23375,25625,11735,5380,6355,62607,61634,973,61634,49612,9394,709,346,N,N,N,N,450,N,N,N,N,N,N,N,0,N,N,N,N,1832,973,N,N,N,N,62607,50431,9911,443,809,N,1986,62607,5938,N,N,N,N,56669,46245,8842,346,450,0,20,766,57,709,27608
