,FIPS,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
166,33017,"Strafford County, New Hampshire",130090,63074,67016,6443,6780,6184,12971,12659,16833,14463,16634,9402,8539,11333,5385,2464,37.3,24199,108422,105891,92917,23621,19182,105891,51010,54881,19182,8484,10698,130090,126681,3409,126681,120443,934,477,201,N,N,N,N,4606,N,N,N,N,N,N,N,180,N,N,N,N,317,3409,1448,778,801,0,130090,123852,2515,1112,5407,N,372,130090,3352,536,1503,342,971,126738,117734,926,201,4551,180,0,3146,55,3091,54311
167,34005,"Burlington County, New Jersey",445384,218445,226939,22749,25820,27135,26693,27921,55410,56268,62765,34159,31189,42934,22611,9730,41.7,92802,363363,352582,339288,93533,75275,352582,171850,180732,75275,32653,42622,445384,427778,17606,427778,317611,76289,2556,347,N,N,N,N,20861,9917,3068,1277,264,1482,1519,3334,603,N,N,N,N,12067,17606,5742,1640,5486,319,445384,332098,85733,2839,28846,N,14321,445384,37100,3881,17992,987,14240,408284,296319,73477,251,20706,310,2550,14671,196,14475,179900
168,34007,"Camden County, New Jersey",507078,243014,264064,30826,29629,34785,30844,30320,70544,64583,67559,35681,33067,46138,23966,9136,38.8,114758,405626,392320,374067,97826,79240,392320,185798,206522,79240,33625,45615,507078,490956,16122,490956,311840,102304,2940,609,N,N,N,N,30542,7311,6993,7080,106,1906,3060,4086,63,N,N,N,N,45598,16122,5644,1057,1861,333,507078,322858,113603,3063,33869,613,50868,507078,87433,12694,48806,1582,24351,419645,283484,95647,270,30388,0,2115,7741,179,7562,206109
169,34013,"Essex County, New Jersey",799767,384965,414802,52554,53595,51936,50440,50926,110255,111910,111582,50504,47533,61942,30948,15642,37.8,188978,630633,610789,580368,138956,108532,610789,288582,322207,108532,44356,64176,799767,780755,19012,780755,327776,318855,5154,1076,N,N,N,N,44447,12463,10734,11412,318,3140,915,5465,301,N,N,N,N,88300,19012,4702,559,4353,1151,799767,341686,328783,3921,51643,1561,92679,799767,188318,6438,49646,7136,125098,611449,237411,307128,485,44199,60,10749,11417,1123,10294,318814
170,34021,"Mercer County, New Jersey",369811,180597,189214,20928,19894,23839,26639,29475,46290,46817,51373,25524,23031,32615,16193,7193,38.9,78695,300103,291116,274364,68076,56001,291116,140654,150462,56001,23863,32138,369811,362018,7793,362018,226971,75902,1752,630,N,N,N,N,41990,23407,8576,2526,497,2747,849,3388,111,N,N,N,N,16414,7793,2003,205,2770,242,369811,233988,78700,1630,45186,N,18197,369811,67082,6664,17372,1734,41312,302729,180440,74077,34,41920,111,131,6016,479,5537,145132
171,35035,"Otero County, New Mexico",66781,34882,31899,4054,5004,4131,4535,4367,10030,7901,7108,4554,4375,6506,3387,829,36.2,15459,53166,51322,48715,13847,10722,51322,26992,24330,10722,5497,5225,66781,64616,2165,64616,53505,2225,912,4380,N,N,N,N,751,N,N,N,N,N,N,N,462,N,N,N,N,3293,2165,N,N,N,N,66781,55536,2966,5286,1255,833,3436,66781,25857,N,N,N,N,40924,32240,1921,3928,751,462,62,1560,0,1560,31843
172,36067,"Onondaga County, New York",461809,222736,239073,26513,29196,24961,33371,32733,60838,51934,58434,31972,32990,44565,22284,12018,39.3,98023,375891,363786,340293,98103,78867,363786,173021,190765,78867,34336,44531,461809,446588,15221,446588,367730,55880,1967,3251,N,N,N,N,15963,3649,3775,777,73,1506,2330,3853,74,N,N,N,N,3690,15221,5149,2677,4351,381,461809,381687,62806,7702,21256,234,4708,461809,23429,1996,12504,2158,6771,438380,353347,53225,2701,15880,74,439,12714,394,12320,209344
173,36069,"Ontario County, New York",109864,53729,56135,5547,6387,6062,6856,7042,12114,12076,15508,8104,8523,12678,6322,2645,43.7,22309,89843,87555,83364,26280,21645,87555,42135,45420,21645,9557,12088,109864,107480,2384,107480,101177,2638,818,230,N,N,N,N,1317,N,N,N,N,N,N,N,0,N,N,N,N,2118,2384,1535,278,306,0,109864,103561,4276,508,1623,N,2383,109864,5517,1234,2786,249,1248,104347,98391,2199,230,1317,0,337,1873,40,1833,51224
174,36083,"Rensselaer County, New York",159442,78766,80676,8115,8189,9280,11542,11114,22408,18678,20559,11897,11103,16007,6818,3732,39.4,31179,132146,128263,120608,33797,26557,128263,62774,65489,26557,11847,14710,159442,153056,6386,153056,136797,10611,1068,192,N,N,N,N,4342,N,N,N,N,N,N,N,0,N,N,N,N,1114,6386,3689,539,799,448,159442,142380,15432,1657,5290,N,1486,159442,8342,481,5175,477,2209,151100,131779,9662,192,4342,0,194,4931,108,4823,73266
175,36113,"Warren County, New York",64265,31907,32358,2946,3974,2187,3834,3034,7316,7081,8857,4399,6276,8507,3593,2261,47.1,11357,54356,52908,50870,18449,14361,52908,25946,26962,14361,6624,7737,64265,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,64265,61665,964,N,1366,N,429,64265,1741,N,N,N,N,62524,N,N,N,N,N,N,N,N,N,40207
176,36117,"Wayne County, New York",90064,44790,45274,5067,4586,6461,5011,4799,10314,9704,12297,7606,6927,9930,5252,2110,44.0,19313,72934,70751,68117,21205,17292,70751,34911,35840,17292,7978,9314,90064,87694,2370,87694,84119,2042,570,7,N,N,N,N,640,N,N,N,N,N,N,N,0,N,N,N,N,886,2370,1501,516,177,133,90064,86340,3676,672,817,N,913,90064,4029,N,N,N,N,86035,80904,2042,7,640,0,99,2343,0,2343,41788
177,37057,"Davidson County, North Carolina",166614,81141,85473,9183,10053,10867,9596,9029,19836,20018,24049,11096,12849,18009,9393,2636,42.2,36641,135115,129973,125695,38104,30038,129973,63018,66955,30038,13576,16462,166614,163420,3194,163420,141780,15428,940,275,N,N,N,N,2864,N,N,N,N,N,N,N,0,N,N,N,N,3073,3194,875,975,218,47,166614,144374,16922,1596,3610,N,3355,166614,12183,8461,1340,100,2282,154431,132699,15289,275,2673,0,535,2960,107,2853,75593
178,37069,"Franklin County, North Carolina",67560,32424,35136,3766,3131,5259,3758,3630,8682,8159,9379,5707,4456,7716,2967,950,40.6,14621,54313,52939,50720,14266,11633,52939,25765,27174,11633,5084,6549,67560,65676,1884,65676,44940,16790,956,148,N,N,N,N,460,N,N,N,N,N,N,N,0,N,N,N,N,3338,1884,N,N,N,N,67560,46233,18319,N,602,N,4078,67560,5763,N,N,N,N,61797,42810,16766,148,435,0,78,1560,527,1033,29018
179,37071,"Gaston County, North Carolina",222846,107209,115637,13196,14980,13170,14294,12823,29309,27999,32289,15362,14035,21405,10339,3645,40.2,50165,178929,172681,164559,44127,35389,172681,81886,90795,35389,14823,20566,222846,216070,6776,216070,170312,37011,1655,529,N,N,N,N,3628,454,300,358,46,584,631,1255,104,N,N,N,N,4486,6776,1727,1382,655,987,222846,175659,41523,4093,5071,N,4819,222846,16180,8825,2406,203,4746,206666,159867,36764,363,3573,104,242,5753,26,5727,93885
180,37129,"New Hanover County, North Carolina",232274,112021,120253,9765,12821,12679,14972,22465,31629,28018,28715,15441,14290,25026,11501,4952,39.3,41986,194880,190288,177345,51066,41479,190288,89531,100757,41479,17983,23496,232274,227767,4507,227767,188476,32739,1845,515,N,N,N,N,3650,451,1242,520,261,379,0,797,0,N,N,N,N,2387,4507,1271,1291,1050,6,232274,192578,34905,2302,5099,N,2387,232274,13024,4980,3099,779,4166,219250,179260,31482,374,3612,0,414,4108,0,4108,113231
181,37161,"Rutherford County, North Carolina",66826,31983,34843,3488,3711,3363,5086,3425,6990,7328,8748,4380,6249,8191,4586,1281,45.0,13782,55558,53044,50396,17310,14058,53044,24959,28085,14058,6497,7561,66826,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,66826,57548,7602,665,N,N,2102,66826,3049,N,N,N,N,63777,N,N,N,N,N,N,N,N,N,34473
182,37171,"Surry County, North Carolina",71948,35224,36724,3365,4310,4658,4563,4147,8280,7526,10467,4288,5278,8344,4758,1964,44.2,15196,58278,56752,54113,18137,15066,56752,27345,29407,15066,6816,8250,71948,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,71948,66362,3172,N,N,N,1896,71948,7764,N,N,N,N,64184,N,N,N,N,N,N,N,N,N,34263
183,39081,"Jefferson County, Ohio",65767,32354,33413,3125,2722,4229,3709,5051,6985,6799,8558,4764,5368,8211,4728,1518,45.2,12485,54805,53282,51077,18221,14457,53282,25525,27757,14457,6384,8073,65767,64748,1019,64748,60032,3163,1019,44,N,N,N,N,1119,N,N,N,N,N,N,N,0,N,N,N,N,390,1019,N,N,N,N,65767,61051,3882,197,1351,N,390,65767,999,N,N,N,N,64768,59289,3163,44,1119,0,165,988,0,988,32470
184,39089,"Licking County, Ohio",175769,85511,90258,10977,11625,11106,11926,10560,20615,21057,24424,13202,11544,16778,8435,3520,39.8,40809,139166,134960,127964,34838,28733,134960,64847,70113,28733,12717,16016,175769,171663,4106,171663,159316,7207,936,313,N,N,N,N,3682,N,N,N,N,N,N,N,76,N,N,N,N,1069,4106,1460,1181,283,368,175769,162387,9623,1862,4632,N,1148,175769,3495,N,N,N,N,172274,157117,6895,96,3682,76,724,3684,79,3605,71052
185,39169,"Wayne County, Ohio",115967,57444,58523,7309,7846,8132,8204,7764,13619,12469,13762,8253,8345,11401,6497,2366,38.9,28092,91122,87875,82355,25288,20264,87875,43085,44790,20264,9188,11076,115967,114329,1638,114329,110011,3167,811,91,N,N,N,N,241,N,N,N,N,N,N,N,0,N,N,N,N,819,1638,N,N,N,N,115967,111606,3992,297,848,N,819,115967,2421,N,N,N,N,113546,108363,3167,91,241,0,324,1360,0,1360,46732
186,41019,"Douglas County, Oregon",110283,54333,55950,5396,5832,6266,6123,4930,11894,11727,12987,8205,8999,16235,9408,2281,47.0,21351,92283,88932,85941,33418,27924,88932,43586,45346,27924,13248,14676,110283,105724,4559,105724,100815,165,194,2149,N,N,N,N,1381,N,N,N,N,N,N,N,3,N,N,N,N,1211,4559,774,1736,502,0,110283,105374,939,4355,2155,427,2062,110283,6651,N,N,N,N,103632,96434,165,1920,1381,3,111,3618,0,3618,50564
187,41029,"Jackson County, Oregon",219564,106611,112953,11707,12768,12355,11581,13224,27960,24249,26291,14299,16441,29037,13570,6082,42.9,44571,180233,174993,167736,58597,48689,174993,84226,90767,48689,21920,26769,219564,212368,7196,212368,200335,2167,486,2877,N,N,N,N,3567,N,N,N,N,N,N,N,699,N,N,N,N,2723,7196,901,3350,1930,0,219564,207280,3226,6412,5789,818,3529,219564,29042,23013,804,244,4981,190522,176438,2119,2774,3567,699,104,4821,78,4743,96251
188,42055,"Franklin County, Pennsylvania",154835,75735,79100,9135,8383,11370,9461,7580,19914,18472,19929,10219,10429,16513,9494,3936,40.7,34503,124906,120332,114827,35729,29943,120332,57900,62432,29943,13409,16534,154835,149420,5415,149420,143190,4897,1315,66,N,N,N,N,671,N,N,N,N,N,N,N,0,N,N,N,N,596,5415,1877,689,777,676,154835,147106,7729,1479,2347,N,1521,154835,9133,N,N,N,N,145702,135752,4176,19,671,0,288,4796,226,4570,65799
189,42063,"Indiana County, Pennsylvania",84501,42527,41974,3941,4042,4181,7232,9427,8925,8075,9760,6239,6056,9219,4999,2405,40.6,14818,71293,69683,61911,20275,16623,69683,34858,34825,16623,7505,9118,84501,82689,1812,82689,80084,1433,447,41,N,N,N,N,847,N,N,N,N,N,N,N,37,N,N,N,N,247,1812,967,69,213,478,84501,81418,2914,624,1060,N,296,84501,1126,N,N,N,N,83375,79232,1420,12,847,37,96,1731,49,1682,39008
190,42085,"Mercer County, Pennsylvania",110683,55089,55594,5254,5342,6709,7471,7252,11569,12015,14174,8490,8417,13190,6790,4010,44.8,21247,92056,89436,84175,28942,23990,89436,43832,45604,23990,10534,13456,110683,108519,2164,108519,100638,6307,752,189,N,N,N,N,943,N,N,N,N,N,N,N,0,N,N,N,N,442,2164,1214,291,245,37,110683,102765,7840,794,1225,N,735,110683,1723,N,N,N,N,108960,99660,6241,189,887,0,112,1871,0,1871,52310
191,42091,"Montgomery County, Pennsylvania",828604,403331,425273,45476,48703,52127,51080,47230,103721,103730,112393,61764,55223,80682,44517,21958,41.2,178132,670601,650472,622735,180471,147157,650472,312286,338186,147157,63475,83682,828604,806149,22455,806149,650976,75819,2654,627,N,N,N,N,65612,23962,12788,2100,704,12232,4943,8883,299,N,N,N,N,12816,22455,10068,1756,5071,350,828604,670567,89297,3797,72567,953,15578,828604,44104,12823,12136,1352,17793,784500,622324,74245,414,65393,86,2118,19920,1209,18711,336194
192,42111,"Somerset County, Pennsylvania",73952,38433,35519,3355,3749,3536,3798,3710,8361,8899,10298,5609,6112,9063,5486,1976,46.8,13094,62793,60858,58688,19909,16525,60858,31709,29149,16525,7526,8999,73952,72747,1205,72747,70202,1944,464,39,N,N,N,N,200,N,N,N,N,N,N,N,0,N,N,N,N,362,1205,N,N,N,N,73952,71170,2326,705,441,N,460,73952,1147,N,N,N,N,72805,N,N,N,N,N,N,N,N,N,38500
193,42133,"York County, Pennsylvania",448273,221982,226291,25480,26742,29242,28956,25909,54554,53971,61573,31323,32385,45351,23095,9692,40.9,98940,361664,349333,333978,98574,78138,349333,170878,178455,78138,35141,42997,448273,434514,13759,434514,393886,24439,3185,979,N,N,N,N,7293,1420,2520,599,0,720,322,1712,271,N,N,N,N,7646,13759,6342,1278,911,699,448273,406613,34783,5854,8606,N,8700,448273,35450,8579,18061,445,8365,412823,370962,21021,536,7184,90,632,12398,283,12115,184880
194,44007,"Providence County, Rhode Island",636084,309606,326478,36317,37533,33482,44202,46738,97462,78855,81505,40724,41883,54020,28037,15326,37.4,129957,522947,506127,475664,119773,97383,506127,243246,262881,97383,41545,55838,636084,613375,22709,613375,467713,63073,3976,2124,N,N,N,N,26537,4751,6264,990,400,1201,1850,11081,197,N,N,N,N,53731,22709,7398,2744,4452,777,636084,486778,74140,6997,32246,1357,59547,636084,148999,6878,46042,411,95668,487085,382460,54752,1380,25851,197,7242,15203,1117,14086,266575
195,45007,"Anderson County, South Carolina",200482,97343,103139,12116,11980,13391,13362,12510,24051,23769,26237,14649,12487,21431,11481,3018,40.6,45426,160267,155056,146595,43767,35930,155056,73557,81499,35930,16015,19915,200482,193219,7263,193219,158917,29898,1621,79,N,N,N,N,1131,N,N,N,N,N,N,N,132,N,N,N,N,3062,7263,3952,990,1220,184,200482,165407,34501,1543,2508,N,3494,200482,7866,4051,379,0,3436,192616,154143,29734,79,1131,132,694,6703,0,6703,88997
196,45013,"Beaufort County, South Carolina",188715,91097,97618,9604,9722,10095,11231,12727,20276,19864,17880,13637,12144,30321,16938,4276,45.5,35251,157704,153464,145994,59904,51535,153464,74203,79261,51535,23959,27576,188715,184645,4070,184645,139511,33104,1454,682,N,N,N,N,2194,N,N,N,N,N,N,N,248,N,N,N,N,8906,4070,1773,0,717,0,188715,143497,35650,1698,3257,N,9385,188715,21060,11086,3635,32,6307,167655,127820,33002,423,2194,248,765,3203,144,3059,101255
197,46099,"Minnehaha County, South Dakota",192876,98105,94771,14477,13540,13550,12267,11500,29376,25601,23435,12302,11474,15728,5864,3762,35.7,49051,148819,143825,136845,31781,25354,143825,72675,71150,25354,11336,14018,192876,187357,5519,187357,164076,12368,1372,4251,N,N,N,N,5248,1779,183,53,0,415,64,2754,0,N,N,N,N,1414,5519,2255,2265,333,241,192876,169233,15160,7156,5581,N,1561,192876,9719,6455,479,0,2785,183157,157021,12368,3805,5195,0,30,4738,0,4738,84009
198,47125,"Montgomery County, Tennessee",205950,102794,103156,16887,15059,14845,14033,17345,38964,26979,23224,10474,9559,10473,5800,2308,30.9,54940,156335,151010,142588,24042,18581,151010,74498,76512,18581,8766,9815,205950,197598,8352,197598,142322,43001,1799,1577,N,N,N,N,4967,N,N,N,N,N,N,N,1072,N,N,N,N,4659,8352,2876,603,1672,315,205950,148931,47486,2542,8159,2676,5419,205950,21138,8980,7911,1231,3016,184812,128042,41951,1393,4967,483,1811,6165,0,6165,82596
199,47149,"Rutherford County, Tennessee",324890,159823,165067,21268,24617,21008,23561,29552,47444,46442,42260,19239,15954,21357,9554,2634,33.8,79886,254455,245004,228578,41476,33545,245004,119027,125977,33545,14456,19089,324890,314621,10269,314621,245749,49658,2254,1505,N,N,N,N,11120,413,1953,409,874,295,252,6924,0,N,N,N,N,6589,10269,4918,559,1536,403,324890,254218,56621,2467,13494,N,8604,324890,27457,13495,3303,285,10374,297433,226978,48729,1505,11120,0,368,8733,105,8628,121829
200,47165,"Sumner County, Tennessee",187149,92547,94602,11452,12890,12364,11365,9746,22876,24774,26917,13642,11744,17579,8341,3459,40.2,43916,147772,143233,137058,36509,29379,143233,68916,74317,29379,12891,16488,187149,181636,5513,181636,161546,13152,1489,665,N,N,N,N,2434,648,378,201,437,314,297,159,494,N,N,N,N,3345,5513,1764,663,558,547,187149,165881,16304,2313,3500,946,4296,187149,9497,5740,1178,0,2579,177652,156513,12947,606,2434,0,246,4906,461,4445,73709
201,47187,"Williamson County, Tennessee",231729,114088,117641,13150,17887,19962,18489,10904,21055,35202,34914,16326,13057,19230,9567,1986,39.5,63088,176453,168641,159328,38120,30783,168641,81824,86817,30783,14358,16425,231729,226175,5554,226175,204326,10219,762,1245,N,N,N,N,9958,N,N,N,N,N,N,N,0,N,N,N,N,427,5554,1129,334,2569,0,231729,209594,11481,N,13092,880,998,231729,11283,5228,211,917,4927,220446,195319,10219,32,9958,0,0,4918,61,4857,85031
202,48135,"Ector County, Texas",162124,82718,79406,15107,13768,12735,12427,11107,26971,20845,17565,8053,8375,9074,4836,1261,30.9,48934,117708,113190,106766,19713,15171,113190,57779,55411,15171,6732,8439,162124,157965,4159,157965,125268,8257,1460,925,N,N,N,N,2276,N,N,N,N,N,N,N,109,N,N,N,N,21130,4159,1924,206,100,0,162124,129137,10181,1131,2376,N,23059,162124,99444,N,N,N,N,62680,50801,7526,865,1844,0,674,970,109,861,58685
203,48183,"Gregg County, Texas",123707,59025,64682,8692,7129,10770,8661,8395,16601,15002,14023,7918,7542,10948,5199,2827,35.5,31716,95713,91991,86939,23153,18974,91991,43665,48326,18974,8204,10770,123707,121530,2177,121530,93250,25568,1001,275,N,N,N,N,1525,N,N,N,N,N,N,N,363,N,N,N,N,549,2177,645,713,533,29,123707,95202,26438,1017,2058,N,806,123707,23738,20479,1898,163,1198,99969,70625,25568,149,1525,363,0,1739,196,1543,52093
204,48251,"Johnson County, Texas",171361,85556,85805,11798,13633,11465,11716,10153,20822,23214,23012,13082,8793,14267,7872,1534,37.0,44421,132376,126940,120989,28998,23673,126940,62996,63944,23673,10862,12811,171361,167542,3819,167542,154440,6372,984,436,N,N,N,N,2039,N,N,N,N,N,N,N,0,N,N,N,N,4255,3819,N,N,N,N,171361,158255,8243,1904,2867,N,4453,171361,37728,34815,1156,0,1757,133633,121933,6372,384,1777,0,0,3167,4,3163,62798
205,48309,"McLennan County, Texas",254607,124231,130376,17669,15495,19110,20979,26264,33860,30179,25985,14155,14329,21315,10808,4459,32.9,63033,199014,191574,176495,45747,36582,191574,91831,99743,36582,16008,20574,254607,249417,5190,249417,202647,37263,1280,797,N,N,N,N,4501,501,984,175,302,586,1884,69,28,N,N,N,N,4181,5190,1811,1328,750,0,254607,207089,39658,2394,5797,N,4818,254607,68058,59924,1414,712,6008,186549,141515,36078,506,4463,0,106,3881,238,3643,102458
206,48347,"Nacogdoches County, Texas",65711,32131,33580,4236,4486,4011,7128,7668,7132,7177,7003,4072,3248,5704,2979,867,31.8,15350,51893,50361,43748,10819,9550,50361,23944,26417,9550,4396,5154,65711,64034,1677,64034,49757,11019,1161,498,N,N,N,N,1019,N,N,N,N,N,N,N,71,N,N,N,N,1670,1677,N,N,N,N,65711,51434,11820,1093,1132,N,1852,65711,12964,N,N,N,N,52747,38688,10942,306,1019,71,226,1495,0,1495,28482
207,48397,"Rockwall County, Texas",100657,48922,51735,5910,8056,8445,6805,4659,11622,17706,13464,6861,4847,7624,3424,1234,38.3,27170,76544,73487,69834,15499,12282,73487,35075,38412,12282,5648,6634,100657,97316,3341,97316,84966,6688,799,455,N,N,N,N,2115,N,N,N,N,N,N,N,0,N,N,N,N,3092,3341,217,406,1364,0,100657,87990,7159,962,3949,N,3993,100657,18129,14633,1787,0,1709,82528,70718,6688,455,2115,0,0,2552,317,2235,35832
208,48409,"San Patricio County, Texas",66893,34023,32870,4713,5032,4901,4916,5036,7909,8569,7780,4252,3750,6051,3141,843,36.7,17745,51109,49148,46550,12239,10035,49148,24643,24505,10035,4617,5418,66893,65685,1208,65685,61983,1093,479,0,N,N,N,N,521,N,N,N,N,N,N,N,223,N,N,N,N,1865,1208,N,N,N,N,66893,62973,1316,344,988,N,2090,66893,39058,N,N,N,N,27835,25276,1093,0,466,223,0,777,0,777,28478
209,48423,"Smith County, Texas",230221,111659,118562,15867,15539,15783,16419,15704,30454,27334,27210,13807,14516,21696,12721,3171,36.7,56559,179671,173662,164160,45631,37588,173662,81805,91857,37588,16443,21145,230221,224705,5516,224705,176394,39113,2090,1010,N,N,N,N,4321,N,N,N,N,N,N,N,227,N,N,N,N,3640,5516,2505,597,216,1337,230221,180294,43412,3144,4559,N,4301,230221,45738,40464,691,150,4433,184483,136016,38249,909,4321,227,523,4238,0,4238,91101
210,48439,"Tarrant County, Texas",2084931,1019965,1064966,146527,151171,158481,148172,139251,311489,284950,270585,125116,113713,144190,64286,27000,34.6,548633,1600241,1536298,1450797,299033,235476,1536298,741082,795216,235476,103006,132470,2084931,2012455,72476,2012455,1364270,346559,5684,15792,N,N,N,N,116257,21355,10334,7160,1289,6637,35897,33585,3301,N,N,N,N,166276,72476,23413,10956,15692,1568,2084931,1429107,379904,33139,137017,6630,178152,2084931,609236,507925,19052,8538,73721,1475695,954513,339708,6935,115172,2968,3879,52520,1241,51279,779037
211,48469,"Victoria County, Texas",92035,44268,47767,6137,5051,8223,6963,5423,12215,10972,10950,5455,5711,8370,4754,1811,36.4,23694,70496,68341,64520,18921,14935,68341,32858,35483,14935,6465,8470,92035,88909,3126,88909,80205,5534,611,167,N,N,N,N,1285,N,N,N,N,N,N,N,24,N,N,N,N,1694,3126,2248,540,61,0,92035,83267,7782,771,1346,N,1971,92035,43614,N,N,N,N,48421,40678,5234,41,1285,0,106,1077,0,1077,37079
212,49049,"Utah County, Utah",622213,314444,307769,58510,55715,60820,59045,78557,88756,79771,51427,21585,19961,28779,14808,4479,24.9,207710,436007,414503,377622,60904,48066,414503,207627,206876,48066,22241,25825,622213,601596,20617,601596,566165,3569,1073,2898,N,N,N,N,9186,859,2673,858,711,1070,1054,1961,6221,403,0,1670,4148,13557,20617,2745,2705,7438,905,622213,584647,7858,6784,19116,10624,15656,622213,74595,45044,1960,496,27095,547618,509049,3328,1579,9072,6097,825,17668,723,16945,180020
213,51069,"Frederick County, Virginia",88355,44753,43602,4626,5927,6316,5866,4490,10297,11333,12223,6006,6110,8804,4624,1733,40.6,20659,69962,67696,65275,18559,15161,67696,33729,33967,15161,7122,8039,88355,86393,1962,86393,79864,4033,1176,0,N,N,N,N,1653,N,N,N,N,N,N,N,165,N,N,N,N,678,1962,N,N,N,N,88355,81513,5552,187,2414,N,991,88355,8046,2379,1502,0,4165,80309,72998,3924,0,1603,165,0,1619,0,1619,34842
214,51179,"Stafford County, Virginia",149960,75079,74881,9905,10288,11967,11148,10612,19751,21521,21531,10371,7460,10389,4275,742,35.8,39247,115104,110713,104881,19555,15406,110713,55577,55136,15406,7180,8226,149960,141893,8067,141893,97976,26907,1961,245,N,N,N,N,5958,1589,505,1007,96,1477,268,1016,0,N,N,N,N,10807,8067,3002,836,1693,251,149960,104820,31974,2149,8327,N,11476,149960,20361,4983,3499,526,11353,129599,90521,26529,245,5741,0,248,6315,83,6232,50458
215,51510,"Alexandria city, Virginia",160530,77087,83443,11064,8233,6350,7042,7056,33437,31188,20085,8299,8181,11544,5035,3016,36.5,29435,133272,131095,126712,23911,19595,131095,62052,69043,19595,8595,11000,160530,151838,8692,151838,100922,36569,2477,0,N,N,N,N,9090,1624,1103,1723,329,1872,896,1543,82,N,N,N,N,5175,8692,2151,0,3292,44,160530,107953,40474,529,14875,350,6270,160530,26887,1958,2130,434,22365,133643,82842,34330,0,9068,82,224,7097,276,6821,76527
