FIPS,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
22045,2,2,1,"28,639","26,964","1,675",5.8,"$42,909 ",89.4
22047,2,2,1,"14,190","13,312",878,6.2,"$47,917 ",99.8
22049,6,6,0,"6,839","6,524",315,4.6,"$40,828 ",85.0
22051,1,1,1,"215,064","205,660","9,404",4.4,"$50,871 ",105.9
22053,6,6,0,"13,510","12,873",637,4.7,"$44,492 ",92.7
22055,2,2,1,"113,337","108,265","5,072",4.5,"$57,821 ",120.4
22057,3,2,1,"41,816","39,835","1,981",4.7,"$52,651 ",109.6
22059,6,6,0,"6,289","6,013",276,4.4,"$45,742 ",95.3
22061,4,5,0,"21,791","20,653","1,138",5.2,"$36,525 ",76.1
22063,2,2,1,"67,916","65,165","2,751",4.1,"$63,088 ",131.4
22065,7,9,0,"3,627","3,326",301,8.3,"$28,452 ",59.2
22067,6,5,0,"10,193","9,360",833,8.2,"$34,023 ",70.9
22069,6,5,0,"16,527","15,566",961,5.8,"$36,298 ",75.6
22071,1,1,1,"178,845","169,891","8,954",5.0,"$38,855 ",80.9
22073,3,2,1,"70,364","66,703","3,661",5.2,"$44,371 ",92.4
22075,1,1,1,"9,992","9,530",462,4.6,"$58,643 ",122.1
22077,2,2,1,"9,999","9,463",536,5.4,"$46,603 ",97.0
22079,3,2,1,"55,281","52,346","2,935",5.3,"$48,116 ",100.2
22081,8,7,0,"4,033","3,854",179,4.4,"$36,865 ",76.8
22083,6,6,0,"8,318","7,799",519,6.2,"$35,103 ",73.1
22085,6,6,0,"9,009","8,542",467,5.2,"$36,423 ",75.8
22087,1,1,1,"19,519","18,541",978,5.0,"$43,983 ",91.6
22089,1,1,1,"24,916","23,822","1,094",4.4,"$67,585 ",140.7
22091,2,2,1,"4,329","4,045",284,6.6,"$38,699 ",80.6
22093,1,1,1,"9,327","8,751",576,6.2,"$53,903 ",112.2
22095,1,1,1,"19,641","18,524","1,117",5.7,"$50,830 ",105.8
22097,4,5,0,"31,933","29,941","1,992",6.2,"$36,624 ",76.3
22099,2,2,1,"22,399","21,226","1,173",5.2,"$46,229 ",96.3
22101,4,5,0,"20,103","18,778","1,325",6.6,"$39,764 ",82.8
22103,1,1,1,"117,656","112,728","4,928",4.2,"$67,054 ",139.6
22105,3,2,1,"54,353","51,374","2,979",5.5,"$47,128 ",98.1
22107,9,10,0,"1,460","1,347",113,7.7,"$28,962 ",60.3
22109,3,2,1,"46,432","44,109","2,323",5.0,"$51,665 ",107.6
22111,3,2,1,"9,153","8,634",519,5.7,"$43,584 ",90.8
22113,2,2,1,"24,196","22,920","1,276",5.3,"$48,263 ",100.5
22115,5,8,0,"16,040","14,983","1,057",6.6,"$47,664 ",99.3
22117,6,3,0,"16,835","15,867",968,5.7,"$36,850 ",76.7
22119,2,2,1,"14,668","13,771",897,6.1,"$35,070 ",73.0
22121,2,2,1,"13,528","12,927",601,4.4,"$58,205 ",121.2
22123,9,10,0,"3,890","3,532",358,9.2,"$39,332 ",81.9
22125,2,2,1,"5,334","5,122",212,4.0,"$60,296 ",125.6
22127,6,6,0,"4,925","4,616",309,6.3,"$40,133 ",83.6
23001,3,2,1,"55,449","53,621","1,828",3.3,"$49,935 ",89.8
23003,7,11,0,"31,085","29,589","1,496",4.8,"$39,450 ",71.0
23005,2,2,1,"165,409","160,973","4,436",2.7,"$71,586 ",128.8
23007,6,6,0,"14,471","13,890",581,4.0,"$49,561 ",89.2
23009,6,6,0,"29,407","28,291","1,116",3.8,"$52,148 ",93.8
23011,4,5,0,"62,541","60,517","2,024",3.2,"$52,154 ",93.8
23013,7,11,0,"20,584","19,921",663,3.2,"$56,678 ",102.0
23015,8,7,0,"16,988","16,420",568,3.3,"$56,211 ",101.1
23017,6,6,0,"26,683","25,618","1,065",4.0,"$44,243 ",79.6
23019,3,2,1,"77,127","74,207","2,920",3.8,"$47,840 ",86.1
23021,8,6,0,"7,467","7,156",311,4.2,"$40,066 ",72.1
23023,2,2,1,"19,440","18,913",527,2.7,"$65,969 ",118.7
23025,6,6,0,"22,888","21,787","1,101",4.8,"$43,755 ",78.7
23027,6,6,0,"21,250","20,501",749,3.5,"$49,482 ",89.0
23029,7,11,0,"13,961","13,274",687,4.9,"$39,522 ",71.1
23031,2,2,1,"113,999","110,544","3,455",3.0,"$65,984 ",118.7
24001,3,2,1,"31,984","30,220","1,764",5.5,"$43,535 ",52.4
24003,1,1,1,"309,603","299,260","10,343",3.3,"$97,051 ",116.8
24005,1,1,1,"450,366","432,164","18,202",4.0,"$75,836 ",91.3
24009,1,1,1,"49,121","47,382","1,739",3.5,"$106,270 ",127.9
24011,6,4,0,"18,028","17,340",688,3.8,"$56,627 ",68.2
24013,1,1,1,"94,339","91,277","3,062",3.2,"$95,956 ",115.5
24015,1,1,1,"52,632","50,315","2,317",4.4,"$72,739 ",87.6
24017,1,1,1,"85,104","81,805","3,299",3.9,"$92,616 ",111.5
24019,6,5,0,"15,347","14,548",799,5.2,"$48,682 ",58.6
24021,1,1,1,"130,831","126,233","4,598",3.5,"$95,196 ",114.6
24023,6,7,0,"15,410","14,673",737,4.8,"$49,147 ",59.2
24025,1,1,1,"138,162","133,157","5,005",3.6,"$87,959 ",105.9
24027,1,1,1,"183,889","178,360","5,529",3.0,"$116,719 ",140.5
24029,6,4,0,"10,254","9,810",444,4.3,"$55,514 ",66.8
24031,1,1,1,"554,989","537,429","17,560",3.2,"$107,758 ",129.7
24033,1,1,1,"504,423","483,850","20,573",4.1,"$82,445 ",99.2
24035,1,1,1,"27,379","26,462",917,3.3,"$93,751 ",112.8
24037,3,2,1,"55,295","53,193","2,102",3.8,"$89,964 ",108.3
24039,2,2,1,"9,353","8,709",644,6.9,"$42,098 ",50.7
24041,6,3,0,"19,562","18,829",733,3.7,"$64,245 ",77.3
24043,2,2,1,"74,742","71,493","3,249",4.3,"$62,556 ",75.3
24045,2,2,1,"51,041","48,365","2,676",5.2,"$54,313 ",65.4
24047,2,2,1,"25,525","23,475","2,050",8.0,"$59,266 ",71.3
24510,1,1,1,"289,758","273,304","16,454",5.7,"$50,501 ",60.8
25001,3,2,1,"116,225","111,251","4,974",4.3,"$69,001 ",86.4
25003,3,2,1,"66,109","63,440","2,669",4.0,"$58,375 ",73.1
25005,1,1,1,"302,918","289,955","12,963",4.3,"$66,005 ",82.7
25007,7,8,0,"9,780","9,331",449,4.6,"$70,224 ",88.0
25009,1,1,1,"429,887","415,184","14,703",3.4,"$76,373 ",95.7
25011,4,5,0,"41,365","40,115","1,250",3.0,"$58,992 ",73.9
25013,2,2,1,"231,265","220,606","10,659",4.6,"$52,682 ",66.0
25015,2,2,1,"91,522","88,754","2,768",3.0,"$74,456 ",93.3
25017,1,1,1,"923,768","898,786","24,982",2.7,"$100,374 ",125.8
25019,7,11,0,"7,526","7,194",332,4.4,"$97,525 ",122.2
25021,1,1,1,"393,159","381,505","11,654",3.0,"$100,184 ",125.5
25023,1,1,1,"284,938","274,968","9,970",3.5,"$89,678 ",112.4
25025,1,1,1,"456,319","442,599","13,720",3.0,"$68,743 ",86.1
25027,2,2,1,"450,670","434,714","15,956",3.5,"$71,767 ",89.9
26001,9,10,0,"3,830","3,578",252,6.6,"$39,862 ",70.4
26003,7,10,0,"3,243","2,989",254,7.8,"$47,441 ",83.8
26005,4,5,0,"62,239","60,206","2,033",3.3,"$62,247 ",109.9
26007,7,8,0,"13,459","12,775",684,5.1,"$42,792 ",75.6
26009,9,10,0,"10,111","9,543",568,5.6,"$56,456 ",99.7
26011,8,7,0,"5,974","5,549",425,7.1,"$42,540 ",75.1
26013,9,10,0,"3,176","2,982",194,6.1,"$43,435 ",76.7
26015,2,2,1,"31,664","30,585","1,079",3.4,"$64,121 ",113.2
26017,3,2,1,"50,352","47,942","2,410",4.8,"$50,576 ",89.3
26019,9,8,0,"8,790","8,306",484,5.5,"$51,905 ",91.6
26021,3,2,1,"73,328","70,176","3,152",4.3,"$51,509 ",90.9
26023,6,5,0,"19,641","18,921",720,3.7,"$50,477 ",89.1
26025,3,2,1,"62,865","60,219","2,646",4.2,"$48,413 ",85.5
26027,2,2,1,"24,378","23,386",992,4.1,"$55,978 ",98.8
26029,7,11,0,"13,128","12,506",622,4.7,"$54,491 ",96.2
26031,7,11,0,"10,682","9,699",983,9.2,"$48,589 ",85.8
26033,7,8,0,"16,312","15,231","1,081",6.6,"$47,380 ",83.7
26035,6,6,0,"11,843","11,122",721,6.1,"$39,394 ",69.6
26037,2,2,1,"41,047","39,744","1,303",3.2,"$70,967 ",125.3
26039,7,12,0,"5,512","5,181",331,6.0,"$46,930 ",82.9
26041,5,8,0,"17,030","16,125",905,5.3,"$49,292 ",87.0
26043,7,8,0,"12,449","11,970",479,3.8,"$52,348 ",92.4
26045,2,2,1,"56,986","55,009","1,977",3.5,"$66,716 ",117.8
26047,7,11,0,"17,604","16,567","1,037",5.9,"$58,891 ",104.0
26049,2,2,1,"181,781","172,887","8,894",4.9,"$48,370 ",85.4
26051,6,6,0,"9,952","9,392",560,5.6,"$44,635 ",78.8
26053,7,11,0,"6,207","5,890",317,5.1,"$39,934 ",70.5
26055,5,8,0,"49,157","47,346","1,811",3.7,"$64,591 ",114.0
26057,6,5,0,"17,766","16,934",832,4.7,"$48,988 ",86.5
26059,6,5,0,"20,738","19,904",834,4.0,"$50,388 ",89.0
26061,5,8,0,"16,179","15,355",824,5.1,"$42,282 ",74.7
26063,7,11,0,"15,826","15,097",729,4.6,"$45,817 ",80.9
26065,2,2,1,"150,474","144,991","5,483",3.6,"$52,837 ",93.3
26067,4,5,0,"30,119","29,082","1,037",3.4,"$61,667 ",108.9
26069,7,11,0,"10,076","9,434",642,6.4,"$41,256 ",72.8
26071,7,9,0,"5,147","4,860",287,5.6,"$40,959 ",72.3
26073,4,5,0,"34,817","33,454","1,363",3.9,"$47,056 ",83.1
26075,3,2,1,"74,281","71,351","2,930",3.9,"$52,047 ",91.9
26077,2,2,1,"132,886","128,349","4,537",3.4,"$55,881 ",98.7
26079,7,8,0,"7,816","7,358",458,5.9,"$46,068 ",81.3
26081,2,2,1,"358,900","348,246","10,654",3.0,"$61,675 ",108.9
26083,9,8,0,882,821,61,6.9,"$51,641 ",91.2
26085,9,10,0,"3,666","3,414",252,6.9,"$36,044 ",63.6
26087,1,1,1,"41,369","39,232","2,137",5.2,"$65,209 ",115.1
26089,9,8,0,"10,533","10,088",445,4.2,"$67,349 ",118.9
26091,4,5,0,"46,956","45,038","1,918",4.1,"$55,762 ",98.4
26093,1,1,1,"102,785","99,402","3,383",3.3,"$84,048 ",148.4
26095,7,10,0,"2,417","2,267",150,6.2,"$43,196 ",76.3
26097,7,10,0,"5,129","4,634",495,9.7,"$46,645 ",82.4
26099,1,1,1,"445,483","427,445","18,038",4.0,"$62,191 ",109.8
26101,7,9,0,"10,454","9,854",600,5.7,"$47,401 ",83.7
26103,5,8,0,"32,422","30,839","1,583",4.9,"$54,093 ",95.5
26105,7,8,0,"13,835","13,159",676,4.9,"$51,083 ",90.2
26107,6,5,0,"18,562","17,642",920,5.0,"$45,804 ",80.9
26109,7,8,0,"11,019","10,573",446,4.0,"$46,486 ",82.1
26111,3,2,1,"40,611","38,993","1,618",4.0,"$58,057 ",102.5
26113,9,8,0,"7,067","6,712",355,5.0,"$48,413 ",85.5
26115,3,2,1,"75,765","72,596","3,169",4.2,"$62,522 ",110.4
26117,2,2,1,"28,474","27,270","1,204",4.2,"$50,396 ",89.0
26119,9,10,0,"3,037","2,775",262,8.6,"$40,650 ",71.8
26121,3,2,1,"78,196","74,639","3,557",4.5,"$49,960 ",88.2
26123,6,6,0,"23,333","22,321","1,012",4.3,"$48,860 ",86.3
26125,1,1,1,"670,739","648,277","22,462",3.3,"$80,319 ",141.8
26127,6,7,0,"12,456","11,696",760,6.1,"$50,374 ",88.9
26129,9,11,0,"8,137","7,567",570,7.0,"$41,201 ",72.7
26131,9,10,0,"2,110","1,945",165,7.8,"$40,798 ",72.0
26133,9,10,0,"10,884","10,401",483,4.4,"$45,607 ",80.5
26135,9,12,0,"2,976","2,785",191,6.4,"$38,927 ",68.7
26137,7,11,0,"11,584","10,978",606,5.2,"$51,292 ",90.6
26139,2,2,1,"160,101","155,593","4,508",2.8,"$70,420 ",124.3
26141,7,9,0,"5,114","4,707",407,8.0,"$45,502 ",80.3
26143,7,11,0,"7,814","7,206",608,7.8,"$38,613 ",68.2
26145,3,2,1,"86,849","82,697","4,152",4.8,"$48,805 ",86.2
26147,1,1,1,"75,778","72,183","3,595",4.7,"$56,557 ",99.9
26149,4,5,0,"28,268","27,213","1,055",3.7,"$52,689 ",93.0
26151,6,4,0,"19,579","18,575","1,004",5.1,"$46,184 ",81.5
26153,7,9,0,"3,387","3,145",242,7.1,"$44,887 ",79.2
26155,4,3,0,"33,151","31,719","1,432",4.3,"$54,149 ",95.6
26157,6,4,0,"23,860","22,556","1,304",5.5,"$51,113 ",90.2
26159,2,2,1,"35,681","33,955","1,726",4.8,"$57,363 ",101.3
26161,2,2,1,"194,621","188,693","5,928",3.0,"$72,267 ",127.6
26163,1,1,1,"794,466","752,926","41,540",5.2,"$46,440 ",82.0
26165,7,8,0,"14,766","14,078",688,4.7,"$46,396 ",81.9
27001,8,4,0,"7,162","6,760",402,5.6,"$44,016 ",62.6
27003,1,1,1,"196,586","191,154","5,432",2.8,"$82,284 ",117.1
27005,6,6,0,"18,591","17,930",661,3.6,"$59,440 ",84.6
27007,7,8,0,"24,088","23,100",988,4.1,"$47,073 ",67.0
27009,3,2,1,"21,666","20,909",757,3.5,"$61,341 ",87.3
27011,9,12,0,"2,517","2,421",96,3.8,"$51,058 ",72.6
27013,3,2,1,"40,277","39,266","1,011",2.5,"$58,132 ",82.7
27015,6,5,0,"14,535","14,047",488,3.4,"$60,626 ",86.2
27017,2,2,1,"17,655","16,926",729,4.1,"$60,412 ",85.9
27019,1,1,1,"57,859","56,437","1,422",2.5,"$104,248 ",148.3
27021,9,8,0,"14,333","13,602",731,5.1,"$48,651 ",69.2
27023,7,9,0,"6,887","6,667",220,3.2,"$53,540 ",76.2
27025,1,1,1,"29,662","28,665",997,3.4,"$82,814 ",117.8
27027,3,2,1,"35,791","34,766","1,025",2.9,"$65,914 ",93.8
27029,8,7,0,"4,475","4,111",364,8.1,"$51,475 ",73.2
27031,9,12,0,"3,029","2,924",105,3.5,"$54,465 ",77.5
27033,7,9,0,"5,826","5,619",207,3.6,"$51,788 ",73.7
27035,4,3,0,"32,232","30,968","1,264",3.9,"$53,481 ",76.1
27037,1,1,1,"239,835","233,744","6,091",2.5,"$86,403 ",122.9
27039,3,2,1,"11,834","11,482",352,3.0,"$75,955 ",108.1
27041,6,5,0,"20,604","20,023",581,2.8,"$60,979 ",86.7
27043,6,6,0,"7,006","6,763",243,3.5,"$52,560 ",74.8
27045,3,2,1,"11,534","11,177",357,3.1,"$58,761 ",83.6
27047,7,8,0,"16,044","15,532",512,3.2,"$52,010 ",74.0
27049,4,3,0,"26,823","26,086",737,2.7,"$67,039 ",95.4
27051,9,10,0,"3,303","3,172",131,4.0,"$54,917 ",78.1
27053,1,1,1,"703,310","685,853","17,457",2.5,"$76,067 ",108.2
27055,3,2,1,"10,460","10,161",299,2.9,"$59,613 ",84.8
27057,7,9,0,"9,851","9,361",490,5.0,"$55,687 ",79.2
27059,1,1,1,"21,134","20,346",788,3.7,"$73,468 ",104.5
27061,6,6,0,"21,820","20,645","1,175",5.4,"$53,143 ",75.6
27063,7,9,0,"5,733","5,566",167,2.9,"$57,786 ",82.2
27065,6,4,0,"8,934","8,445",489,5.5,"$56,950 ",81.0
27067,4,5,0,"24,821","24,095",726,2.9,"$60,579 ",86.2
27069,9,12,0,"2,346","2,277",69,2.9,"$54,438 ",77.4
27071,6,6,0,"5,956","5,594",362,6.1,"$46,281 ",65.8
27073,9,12,0,"3,528","3,400",128,3.6,"$52,445 ",74.6
27075,6,6,0,"5,478","5,306",172,3.1,"$61,015 ",86.8
27077,9,12,0,"2,405","2,314",91,3.8,"$52,058 ",74.1
27079,1,1,1,"15,962","15,300",662,4.1,"$67,269 ",95.7
27081,9,10,0,"3,269","3,171",98,3.0,"$51,305 ",73.0
27083,7,8,0,"14,818","14,392",426,2.9,"$57,690 ",82.1
27085,6,3,0,"19,500","18,890",610,3.1,"$61,959 ",88.1
27087,8,7,0,"2,329","2,223",106,4.6,"$43,162 ",61.4
27089,8,7,0,"5,440","5,125",315,5.8,"$58,105 ",82.7
27091,7,11,0,"10,303","9,980",323,3.1,"$50,821 ",72.3
27093,6,4,0,"13,143","12,685",458,3.5,"$66,557 ",94.7
27095,1,1,1,"12,788","12,169",619,4.8,"$53,289 ",75.8
27097,6,4,0,"17,576","16,753",823,4.7,"$57,471 ",81.8
27099,4,5,0,"20,450","19,903",547,2.7,"$53,387 ",75.9
27101,9,10,0,"4,906","4,724",182,3.7,"$59,938 ",85.3
27103,3,2,1,"20,756","20,300",456,2.2,"$66,209 ",94.2
27105,7,8,0,"11,284","10,988",296,2.6,"$55,766 ",79.3
27107,8,7,0,"3,379","3,234",145,4.3,"$48,799 ",69.4
27109,3,2,1,"87,757","85,748","2,009",2.3,"$76,001 ",108.1
27111,6,5,0,"31,441","30,313","1,128",3.6,"$53,778 ",76.5
27113,6,6,0,"8,797","8,428",369,4.2,"$57,494 ",81.8
27115,6,4,0,"14,850","14,130",720,4.8,"$50,387 ",71.7
27117,6,6,0,"4,971","4,828",143,2.9,"$55,378 ",78.8
27119,3,2,1,"16,786","16,171",615,3.7,"$60,180 ",85.6
27121,8,6,0,"6,431","6,265",166,2.6,"$60,975 ",86.7
27123,1,1,1,"288,814","281,072","7,742",2.7,"$62,937 ",89.5
27125,8,7,0,"2,231","2,116",115,5.2,"$54,412 ",77.4
27127,7,9,0,"7,614","7,340",274,3.6,"$56,760 ",80.7
27129,8,4,0,"8,787","8,442",345,3.9,"$59,787 ",85.1
27131,4,3,0,"36,852","35,832","1,020",2.8,"$67,024 ",95.3
27133,6,6,0,"5,726","5,594",132,2.3,"$63,503 ",90.3
27135,7,11,0,"7,989","7,724",265,3.3,"$60,239 ",85.7
27137,2,2,1,"101,957","98,202","3,755",3.7,"$53,833 ",76.6
27139,1,1,1,"82,820","80,758","2,062",2.5,"$101,427 ",144.3
27141,1,1,1,"51,700","50,069","1,631",3.2,"$81,850 ",116.4
27143,1,1,1,"8,473","8,205",268,3.2,"$66,209 ",94.2
27145,3,2,1,"89,884","87,241","2,643",2.9,"$60,843 ",86.6
27147,5,8,0,"20,563","19,958",605,2.9,"$65,323 ",92.9
27149,7,11,0,"5,457","5,328",129,2.4,"$61,929 ",88.1
27151,7,9,0,"5,037","4,853",184,3.7,"$51,552 ",73.3
27153,6,6,0,"13,587","13,062",525,3.9,"$58,113 ",82.7
27155,9,12,0,"1,760","1,703",57,3.2,"$49,773 ",70.8
27157,3,2,1,"12,295","11,934",361,2.9,"$63,633 ",90.5
27159,7,9,0,"5,917","5,611",306,5.2,"$46,312 ",65.9
27161,6,4,0,"9,002","8,636",366,4.1,"$58,335 ",83.0
27163,1,1,1,"141,974","138,416","3,558",2.5,"$95,840 ",136.3
27165,6,6,0,"6,509","6,284",225,3.5,"$51,962 ",73.9
27167,6,5,0,"3,558","3,451",107,3.0,"$61,387 ",87.3
27169,4,5,0,"28,804","28,051",753,2.6,"$56,076 ",79.8
27171,1,1,1,"74,674","72,455","2,219",3.0,"$87,377 ",124.3
27173,9,9,0,"5,379","5,218",161,3.0,"$56,528 ",80.4
28001,5,8,0,"11,202","10,506",696,6.2,"$33,392 ",74.6
28003,7,8,0,"16,123","15,456",667,4.1,"$40,010 ",89.4
28005,8,5,0,"4,470","4,200",270,6.0,"$38,092 ",85.1
28007,6,6,0,"6,927","6,534",393,5.7,"$36,761 ",82.2
28009,1,1,1,"3,078","2,907",171,5.6,"$35,184 ",78.6
28011,7,8,0,"12,472","11,708",764,6.1,"$33,116 ",74.0
28013,9,10,0,"5,976","5,719",257,4.3,"$39,176 ",87.6
28015,9,8,0,"3,593","3,397",196,5.5,"$42,588 ",95.2
28017,7,9,0,"7,036","6,687",349,5.0,"$37,429 ",83.7
28019,9,10,0,"3,792","3,610",182,4.8,"$38,479 ",86.0
28021,8,5,0,"2,952","2,681",271,9.2,"$29,631 ",66.2
28023,9,8,0,"5,938","5,604",334,5.6,"$41,495 ",92.7
28025,7,9,0,"7,826","7,356",470,6.0,"$38,121 ",85.2
28027,7,8,0,"8,680","8,088",592,6.8,"$29,380 ",65.7
28029,2,2,1,"11,251","10,637",614,5.5,"$38,664 ",86.4
28031,8,6,0,"8,288","7,926",362,4.4,"$36,083 ",80.7
28033,1,1,1,"89,980","86,596","3,384",3.8,"$68,126 ",152.3
28035,3,2,1,"33,763","32,269","1,494",4.4,"$39,061 ",87.3
28037,9,10,0,"2,766","2,599",167,6.0,"$39,508 ",88.3
28039,6,6,0,"8,892","8,327",565,6.4,"$47,246 ",105.6
28041,8,7,0,"4,289","4,025",264,6.2,"$42,022 ",93.9
28043,7,8,0,"9,591","9,181",410,4.3,"$39,633 ",88.6
28045,2,2,1,"18,839","17,902",937,5.0,"$49,843 ",111.4
28047,2,2,1,"86,579","82,662","3,917",4.5,"$45,355 ",101.4
28049,2,2,1,"109,294","104,257","5,037",4.6,"$44,776 ",100.1
28051,6,6,0,"5,700","5,193",507,8.9,"$26,449 ",59.1
28053,6,7,0,"2,306","2,113",193,8.4,"$28,542 ",63.8
28055,8,7,0,378,344,34,9.0,"$26,936 ",60.2
28057,7,8,0,"10,302","9,883",419,4.1,"$45,720 ",102.2
28059,2,2,1,"58,725","55,479","3,246",5.5,"$51,771 ",115.7
28061,9,8,0,"6,106","5,749",357,5.8,"$36,987 ",82.7
28063,8,7,0,"1,998","1,733",265,13.3,"$28,024 ",62.6
28065,8,7,0,"4,113","3,838",275,6.7,"$31,739 ",70.9
28067,4,5,0,"25,613","24,391","1,222",4.8,"$42,435 ",94.8
28069,9,8,0,"3,454","3,198",256,7.4,"$33,437 ",74.7
28071,4,3,0,"28,216","27,121","1,095",3.9,"$49,381 ",110.4
28073,3,2,1,"30,510","29,401","1,109",3.6,"$58,377 ",130.5
28075,5,8,0,"30,550","29,012","1,538",5.0,"$40,077 ",89.6
28077,8,7,0,"4,605","4,331",274,6.0,"$40,510 ",90.5
28079,6,6,0,"7,927","7,538",389,4.9,"$37,212 ",83.2
28081,5,8,0,"40,297","38,731","1,566",3.9,"$51,088 ",114.2
28083,5,8,0,"10,251","9,559",692,6.8,"$29,244 ",65.4
28085,6,5,0,"14,663","13,972",691,4.7,"$43,478 ",97.2
28087,5,8,0,"25,329","24,110","1,219",4.8,"$44,348 ",99.1
28089,2,2,1,"53,303","51,353","1,950",3.7,"$75,740 ",169.3
28091,6,6,0,"10,130","9,609",521,5.1,"$36,408 ",81.4
28093,1,1,1,"14,591","13,861",730,5.0,"$40,285 ",90.0
28095,7,9,0,"15,351","14,597",754,4.9,"$44,681 ",99.9
28097,7,9,0,"4,047","3,834",213,5.3,"$36,311 ",81.2
28099,7,9,0,"10,307","9,797",510,4.9,"$36,236 ",81.0
28101,7,9,0,"8,422","8,012",410,4.9,"$40,792 ",91.2
28103,7,9,0,"3,845","3,586",259,6.7,"$32,167 ",71.9
28105,5,8,0,"22,521","21,460","1,061",4.7,"$39,130 ",87.5
28107,6,4,0,"12,970","12,200",770,5.9,"$39,198 ",87.6
28109,6,3,0,"23,312","22,214","1,098",4.7,"$45,268 ",101.2
28111,3,2,1,"4,355","4,100",255,5.9,"$39,687 ",88.7
28113,6,5,0,"14,572","13,739",833,5.7,"$33,983 ",76.0
28115,7,8,0,"14,423","13,864",559,3.9,"$44,297 ",99.0
28117,7,9,0,"11,207","10,722",485,4.3,"$41,281 ",92.3
28119,6,4,0,"2,432","2,248",184,7.6,"$27,767 ",62.1
28121,2,2,1,"76,149","73,554","2,595",3.4,"$66,296 ",148.2
28123,6,6,0,"13,152","12,637",515,3.9,"$38,034 ",85.0
28125,8,7,0,"1,686","1,568",118,7.0,"$28,887 ",64.6
28127,2,2,1,"10,931","10,439",492,4.5,"$38,173 ",85.3
28129,8,7,0,"6,752","6,456",296,4.4,"$46,764 ",104.5
28131,6,6,0,"6,791","6,422",369,5.4,"$44,622 ",99.7
28133,7,8,0,"7,837","7,226",611,7.8,"$31,329 ",70.0
28135,7,9,0,"5,399","5,114",285,5.3,"$32,692 ",73.1
28137,1,1,1,"12,259","11,659",600,4.9,"$48,082 ",107.5
28139,6,4,0,"9,443","9,033",410,4.3,"$39,833 ",89.0
28141,8,6,0,"8,461","8,068",393,4.6,"$41,455 ",92.7
28143,1,1,1,"4,477","4,240",237,5.3,"$33,143 ",74.1
28145,6,4,0,"14,034","13,540",494,3.5,"$46,600 ",104.2
28147,9,10,0,"5,024","4,699",325,6.5,"$33,566 ",75.0
28149,4,5,0,"20,405","19,292","1,113",5.5,"$46,049 ",102.9
28151,5,8,0,"16,727","15,547","1,180",7.1,"$33,991 ",76.0
28153,7,9,0,"7,506","7,103",403,5.4,"$37,401 ",83.6
28155,9,10,0,"3,907","3,713",194,5.0,"$43,349 ",96.9
28157,8,7,0,"2,765","2,530",235,8.5,"$29,900 ",66.8
28159,7,9,0,"7,407","6,994",413,5.6,"$39,498 ",88.3
28161,7,9,0,"5,119","4,865",254,5.0,"$39,551 ",88.4
28163,2,2,1,"9,073","8,570",503,5.5,"$33,111 ",74.0
29001,7,8,0,"10,672","10,297",375,3.5,"$40,395 ",74.2
29003,3,2,1,"9,685","9,427",258,2.7,"$57,459 ",105.6
29005,9,10,0,"2,771","2,702",69,2.5,"$49,122 ",90.3
29007,6,5,0,"10,804","10,470",334,3.1,"$44,340 ",81.5
29009,6,6,0,"15,592","15,129",463,3.0,"$42,457 ",78.0
29011,6,6,0,"5,181","5,021",160,3.1,"$41,583 ",76.4
29013,1,1,1,"7,960","7,657",303,3.8,"$45,955 ",84.5
29015,7,10,0,"7,143","6,820",323,4.5,"$40,025 ",73.6
29017,3,2,1,"5,498","5,300",198,3.6,"$44,233 ",81.3
29019,3,2,1,"97,114","94,908","2,206",2.3,"$55,136 ",101.3
29021,3,2,1,"44,570","43,251","1,319",3.0,"$52,506 ",96.5
29023,5,8,0,"18,127","17,297",830,4.6,"$38,067 ",70.0
29025,1,1,1,"4,404","4,266",138,3.1,"$47,591 ",87.5
29027,3,2,1,"21,087","20,469",618,2.9,"$53,970 ",99.2
29029,7,9,0,"18,578","17,795",783,4.2,"$48,580 ",89.3
29031,3,2,1,"40,008","38,906","1,102",2.8,"$51,962 ",95.5
29033,6,4,0,"4,683","4,536",147,3.1,"$47,049 ",86.5
29035,9,10,0,"2,513","2,384",129,5.1,"$34,134 ",62.7
29037,1,1,1,"54,386","52,726","1,660",3.1,"$71,374 ",131.2
29039,6,6,0,"5,691","5,495",196,3.4,"$37,288 ",68.5
29041,9,10,0,"3,760","3,655",105,2.8,"$48,421 ",89.0
29043,2,2,1,"43,619","42,495","1,124",2.6,"$58,057 ",106.7
29045,9,8,0,"3,187","3,064",123,3.9,"$46,832 ",86.1
29047,1,1,1,"134,903","130,999","3,904",2.9,"$68,943 ",126.7
29049,1,1,1,"10,852","10,510",342,3.2,"$58,641 ",107.8
29051,3,2,1,"38,229","37,273",956,2.5,"$62,817 ",115.4
29053,6,6,0,"7,424","7,194",230,3.1,"$52,513 ",96.5
29055,6,4,0,"10,832","10,407",425,3.9,"$42,774 ",78.6
29057,8,7,0,"3,576","3,479",97,2.7,"$41,381 ",76.1
29059,2,2,1,"6,966","6,693",273,3.9,"$38,765 ",71.2
