FIPS,03/29/20_grocery,03/29/20_parks,03/29/20_residential,03/29/20_transit,03/29/20_workplaces,03/29/20retail,04/05/20_grocery,04/05/20_parks,04/05/20_residential,04/05/20_transit,04/05/20_workplaces,04/05/20retail,04/11/20_grocery,04/11/20_parks,04/11/20_residential,04/11/20_transit,04/11/20_workplaces,04/11/20retail
20161,-34.0,-50.0,20.0,,-38.0,-58.0,-32.0,-50.0,25.0,,-40.0,-55.0,-32.0,-50.0,25.0,-53.0,-38.0,-55.0
20167,-2.0,,,,-17.0,-66.0,-24.0,,,,-23.0,-56.0,-24.0,,,,-34.0,-56.0
20169,-16.0,-7.0,11.0,-11.0,-21.0,-27.0,-32.0,-7.0,18.0,-24.0,-30.0,-48.0,-21.0,-7.0,17.0,-23.0,-36.0,-45.0
20171,,,,,-19.0,-53.0,,,,,-28.0,-53.0,,,,,-33.0,-53.0
20173,-16.0,76.0,9.0,-37.0,-34.0,-38.0,-16.0,5.0,10.0,-44.0,-36.0,-45.0,-3.0,40.0,11.0,-30.0,-35.0,-42.0
20175,-1.0,,-1.0,-11.0,-14.0,-24.0,-21.0,,-1.0,-17.0,-20.0,-37.0,-21.0,,-1.0,-19.0,-17.0,-39.0
20177,-16.0,55.0,10.0,13.0,-30.0,-37.0,-16.0,25.0,10.0,12.0,-30.0,-39.0,-2.0,104.0,11.0,26.0,-32.0,-39.0
20181,,,,,,-18.0,,,,,-32.0,-31.0,,,,,-34.0,-31.0
20189,,,,,,-62.0,,,,,,-62.0,,,,,-49.0,-62.0
20191,10.0,,1.0,,-30.0,-26.0,17.0,,1.0,,-35.0,-28.0,17.0,,1.0,,-24.0,-28.0
20193,,,,-2.0,-25.0,-31.0,-22.0,,,-7.0,-25.0,-44.0,-22.0,,,-4.0,-25.0,-44.0
20195,-14.0,,,,,,-27.0,,,,,,-27.0,,,,,
20197,,,,,-32.0,,,,,,-42.0,,,,,,-46.0,
20201,,,,,-16.0,,,,,,-31.0,,,,,,-38.0,
20205,2.0,,,,-26.0,-18.0,-9.0,,,,-40.0,-56.0,-9.0,,,,-42.0,-56.0
20209,-10.0,53.0,9.0,-5.0,-33.0,-43.0,-9.0,68.0,10.0,-15.0,-37.0,-45.0,-8.0,49.0,11.0,-9.0,-33.0,-45.0
21001,-16.0,,,,-39.0,-22.0,6.0,,,,-43.0,-28.0,6.0,,,,-52.0,-28.0
21003,0.0,,,,-24.0,-17.0,7.0,,,,-33.0,-9.0,7.0,,,,-28.0,-9.0
21005,-5.0,,-1.0,,-27.0,-26.0,-3.0,,-1.0,,-33.0,-21.0,-3.0,,-1.0,,-34.0,-21.0
21007,,,,,-24.0,,,,,,-30.0,,,,,,-41.0,
21009,-9.0,,7.0,,-28.0,-31.0,11.0,,7.0,,-35.0,-28.0,12.0,,7.0,,-27.0,-36.0
21011,-9.0,,,,-34.0,,-11.0,,,,-38.0,,-11.0,,,,-48.0,
21013,-12.0,,,,-25.0,-28.0,-3.0,,,,-15.0,-40.0,-3.0,,,,-21.0,-40.0
21015,-16.0,53.0,9.0,-54.0,-37.0,-44.0,-20.0,47.0,11.0,-60.0,-35.0,-49.0,-5.0,31.0,12.0,-58.0,-39.0,-46.0
21017,-25.0,,,,-29.0,-19.0,-13.0,,,,-35.0,-17.0,-13.0,,,,-25.0,-17.0
21019,-11.0,,15.0,-18.0,-27.0,-44.0,-8.0,,14.0,-24.0,-30.0,-47.0,1.0,,13.0,-40.0,-30.0,-48.0
21021,-15.0,,,,-38.0,-40.0,-11.0,,,,-42.0,-37.0,-11.0,,,,-28.0,-41.0
21023,,,,,-33.0,,,,,,-29.0,,,,,,-47.0,
21025,,,,,-33.0,-14.0,,,,,-36.0,-11.0,,,,,-42.0,-11.0
21027,7.0,,,,-21.0,-7.0,19.0,,,,-29.0,5.0,19.0,,,,-31.0,5.0
21029,-10.0,,18.0,-26.0,-35.0,-36.0,-6.0,,18.0,-29.0,-35.0,-37.0,8.0,,21.0,-31.0,-32.0,-35.0
21031,4.0,,,,-33.0,-39.0,15.0,,,,-37.0,8.0,15.0,,,,-52.0,8.0
21033,10.0,,,,-30.0,-20.0,-2.0,,,,-26.0,-31.0,-2.0,,,,-40.0,-31.0
21035,-10.0,,10.0,,-34.0,-39.0,-11.0,,10.0,,-33.0,-45.0,-11.0,,10.0,,-34.0,-47.0
21037,-4.0,,13.0,,-38.0,-42.0,-11.0,,13.0,,-43.0,-48.0,4.0,,13.0,,-41.0,-46.0
21039,,,,,,,,,,,-39.0,,,,,,-42.0,
21041,-18.0,,,,-9.0,-20.0,-10.0,,,,-27.0,-20.0,-10.0,,,,-13.0,-20.0
21043,-6.0,,,-13.0,-15.0,-26.0,-1.0,,,-22.0,-13.0,-24.0,-1.0,,,-19.0,-21.0,-24.0
21045,5.0,,,,-38.0,0.0,15.0,,,,-43.0,7.0,15.0,,,,-49.0,7.0
21047,-11.0,,16.0,-17.0,-36.0,-21.0,-1.0,,18.0,-24.0,-32.0,-27.0,4.0,,21.0,-25.0,-28.0,-30.0
21049,-8.0,,12.0,,-34.0,-27.0,-4.0,,12.0,,-36.0,-27.0,-16.0,,12.0,,-33.0,-32.0
21051,-12.0,,,,-24.0,-2.0,2.0,,,,-22.0,8.0,2.0,,,,-36.0,8.0
21053,,,,,-29.0,,,,,,-26.0,,,,,,-33.0,
21055,-2.0,,,,-25.0,-37.0,6.0,,,,-30.0,-19.0,6.0,,,,-46.0,-19.0
21059,-16.0,39.0,8.0,,-28.0,-43.0,-6.0,34.0,9.0,,-31.0,-48.0,0.0,26.0,11.0,,-29.0,-48.0
21061,,,,,-35.0,,,,,,-38.0,,,,,,-50.0,
21065,-11.0,,,,-34.0,-26.0,-4.0,,,,-35.0,-15.0,-4.0,,,,-48.0,-15.0
21067,-12.0,57.0,10.0,-46.0,-39.0,-45.0,-7.0,21.0,11.0,-44.0,-42.0,-46.0,-1.0,5.0,12.0,-33.0,-40.0,-49.0
21069,0.0,,,,-39.0,-10.0,13.0,,,,-40.0,-7.0,13.0,,,,-46.0,-7.0
21071,-6.0,,,,-25.0,-22.0,-5.0,,,,-9.0,-17.0,-5.0,,,,-17.0,-17.0
21073,-15.0,,18.0,,-36.0,-32.0,-7.0,,20.0,,-39.0,-35.0,-3.0,,24.0,,-37.0,-35.0
21075,-12.0,,,,-22.0,-16.0,6.0,,,,-32.0,-24.0,6.0,,,,-44.0,-24.0
21077,58.0,,,-89.0,-34.0,-6.0,58.0,,,-89.0,-30.0,-6.0,58.0,,,-89.0,-46.0,
21079,9.0,,,,-34.0,-49.0,19.0,,,,-34.0,-10.0,19.0,,,,-33.0,-10.0
21081,-10.0,,1.0,,-42.0,-27.0,-7.0,,1.0,,-39.0,-30.0,-7.0,,1.0,,-38.0,-26.0
21083,-6.0,,10.0,,-32.0,-21.0,4.0,,10.0,,-29.0,-30.0,4.0,,10.0,,-26.0,-25.0
21085,8.0,,,,-36.0,-13.0,24.0,,,,-33.0,-12.0,24.0,,,,-32.0,-12.0
21087,,,,,-30.0,,,,,,-37.0,,,,,,-48.0,
21089,-5.0,,1.0,,-23.0,-33.0,7.0,,1.0,,-32.0,-31.0,7.0,,1.0,,-28.0,-31.0
21091,,,,,-32.0,,,,,,-41.0,,,,,,-49.0,
21093,-16.0,,8.0,-34.0,-38.0,-39.0,-11.0,,9.0,-29.0,-40.0,-40.0,-2.0,,11.0,-32.0,-38.0,-42.0
21095,3.0,,,,-4.0,-14.0,15.0,,,,-11.0,-10.0,15.0,,,,-13.0,-10.0
21097,-49.0,,,,-33.0,86.0,-14.0,,,,-37.0,-17.0,-14.0,,,,-24.0,-17.0
21099,3.0,,,-15.0,-30.0,10.0,14.0,,,-18.0,-33.0,2.0,14.0,,,-38.0,-16.0,2.0
21101,23.0,,16.0,,-30.0,-21.0,65.0,,15.0,,-35.0,-42.0,55.0,,19.0,,-29.0,-39.0
21103,1.0,,,-26.0,-42.0,-35.0,23.0,,,-23.0,-35.0,-37.0,23.0,,,-35.0,-41.0,-37.0
21107,-18.0,,15.0,-37.0,-31.0,-35.0,-20.0,,16.0,-41.0,-34.0,-34.0,-3.0,,16.0,-40.0,-26.0,-38.0
21109,,,,,-38.0,,,,,,-48.0,,,,,,-46.0,
21111,-10.0,83.0,10.0,-37.0,-38.0,-44.0,-6.0,71.0,10.0,-36.0,-39.0,-44.0,5.0,104.0,12.0,-27.0,-40.0,-44.0
21113,-24.0,,17.0,-7.0,-39.0,-38.0,-19.0,,17.0,-8.0,-37.0,-37.0,-9.0,,20.0,-15.0,-28.0,-40.0
21115,-17.0,,,,-22.0,-22.0,62.0,,,,-16.0,-40.0,62.0,,,,-30.0,-40.0
21117,-8.0,108.0,10.0,-2.0,-35.0,-35.0,-9.0,49.0,11.0,-4.0,-39.0,-42.0,3.0,37.0,13.0,-9.0,-37.0,-37.0
21119,,,,,-35.0,,,,,,-32.0,,,,,,-43.0,
21121,-15.0,,,,-24.0,-20.0,13.0,,,,-22.0,-17.0,13.0,,,,-25.0,-23.0
21123,-5.0,,,,-28.0,-26.0,12.0,,,,-25.0,-24.0,12.0,,,,-30.0,-24.0
21125,-14.0,61.0,14.0,-22.0,-30.0,-36.0,-1.0,71.0,15.0,-26.0,-31.0,-40.0,3.0,57.0,17.0,-61.0,-32.0,-41.0
21127,-33.0,,,,-20.0,-28.0,-28.0,,,,-22.0,-28.0,-28.0,,,,-27.0,-28.0
21133,-11.0,,,,-32.0,-12.0,0.0,,,,-34.0,-25.0,0.0,,,,-43.0,-25.0
21135,-14.0,,,,-22.0,,-14.0,,,,-20.0,,-14.0,,,,-37.0,
21137,16.0,,,,-29.0,-12.0,38.0,,,,-31.0,-12.0,38.0,,,,-22.0,-12.0
21139,4.0,,,,-34.0,,17.0,,,,-28.0,,17.0,,,,-37.0,
21141,-5.0,,,,-23.0,-16.0,12.0,,,,-25.0,-17.0,12.0,,,,-27.0,-17.0
21143,,,,,-29.0,-33.0,,,,,-29.0,-43.0,,,,,-47.0,-43.0
21145,-13.0,-24.0,16.0,-15.0,-34.0,-40.0,-9.0,-22.0,16.0,-25.0,-36.0,-46.0,-8.0,-25.0,19.0,-26.0,-30.0,-51.0
21147,5.0,,,,-33.0,-21.0,15.0,,,,-24.0,-14.0,15.0,,,,-39.0,-14.0
21149,,,,,-27.0,,,,,,-29.0,,,,,,-45.0,
21151,-15.0,,8.0,-8.0,-41.0,-40.0,-6.0,,9.0,-24.0,-41.0,-41.0,-3.0,,10.0,-17.0,-39.0,-41.0
21155,-4.0,,,,-34.0,-12.0,3.0,,,,-22.0,-24.0,3.0,,,,-39.0,-24.0
21157,7.0,,9.0,-16.0,-30.0,-24.0,5.0,,9.0,-21.0,-33.0,-32.0,5.0,,9.0,-31.0,-23.0,-33.0
21161,,,,,-20.0,-23.0,,,,,-22.0,-30.0,,,,,-26.0,-26.0
21163,4.0,,8.0,,-29.0,-26.0,8.0,,8.0,,-36.0,-20.0,8.0,,8.0,,-38.0,-20.0
21165,,,,,-38.0,,,,,,-41.0,,,,,,-46.0,
21167,-9.0,,,,-28.0,-25.0,-9.0,,,,-30.0,-26.0,-9.0,,,,-35.0,-26.0
21169,-16.0,,,,-36.0,,-16.0,,,,-36.0,,-16.0,,,,-47.0,
21171,,,,,-33.0,-16.0,,,,,-34.0,-7.0,,,,,-34.0,-7.0
21173,-3.0,,-3.0,-8.0,-23.0,-28.0,10.0,,-3.0,-15.0,-30.0,-23.0,10.0,,-3.0,-22.0,-34.0,-30.0
21175,,,,,-34.0,-59.0,,,,,-34.0,-59.0,,,,,-48.0,-59.0
21177,-2.0,,,,-30.0,-26.0,15.0,,,,-30.0,-27.0,15.0,,,,-25.0,-27.0
21179,-15.0,,17.0,,-35.0,-29.0,-8.0,,17.0,,-36.0,-30.0,5.0,,18.0,,-37.0,-32.0
21181,,,,,-43.0,,,,,,-50.0,,,,,,-45.0,
21183,8.0,,,-34.0,-27.0,-18.0,29.0,,,-48.0,-22.0,-23.0,29.0,,,-45.0,-20.0,-23.0
21185,-6.0,,24.0,,-41.0,-36.0,19.0,,24.0,,-42.0,-36.0,19.0,,25.0,,-30.0,-30.0
21187,,,,,-41.0,,,,,,-44.0,,,,,,-52.0,
21191,-19.0,,,,-35.0,-4.0,-12.0,,,,-22.0,0.0,-12.0,,,,-25.0,0.0
21193,-12.0,,,,-18.0,-30.0,-5.0,,,,-25.0,-37.0,-5.0,,,,-23.0,-37.0
21195,-12.0,,,,-25.0,-35.0,-3.0,,,,-24.0,-42.0,-22.0,,,,-21.0,-46.0
21197,-4.0,,,,-37.0,1.0,-2.0,,,,-35.0,0.0,-2.0,,,,-43.0,0.0
21199,-22.0,,15.0,,-36.0,-34.0,-11.0,,15.0,,-36.0,-37.0,-9.0,,19.0,,-33.0,-39.0
21203,-21.0,,,,-24.0,-53.0,-4.0,,,,-24.0,-43.0,-4.0,,,,-24.0,-43.0
21205,1.0,,,,-28.0,-26.0,8.0,,,,-28.0,-34.0,8.0,,,,-27.0,-30.0
21207,10.0,,,,-32.0,-22.0,23.0,,,,-35.0,-20.0,23.0,,,,-45.0,-20.0
21209,-23.0,,23.0,-25.0,-42.0,-38.0,-22.0,,24.0,-34.0,-43.0,-41.0,-13.0,,27.0,-43.0,-41.0,-39.0
21211,-4.0,,18.0,-35.0,-45.0,-38.0,-2.0,,19.0,-38.0,-44.0,-39.0,11.0,,20.0,-31.0,-43.0,-43.0
21213,-8.0,,,-25.0,-31.0,-22.0,-2.0,,,-38.0,-36.0,-27.0,-2.0,,,-38.0,-38.0,-29.0
21215,6.0,,,,-40.0,-25.0,6.0,,,,-45.0,-20.0,6.0,,,,-31.0,-20.0
21217,-5.0,,,,-22.0,-33.0,28.0,,,,-32.0,-28.0,28.0,,,,-26.0,-28.0
21219,0.0,,,,-32.0,-48.0,15.0,,,,-36.0,-52.0,15.0,,,,-51.0,-52.0
21221,-2.0,,,,-35.0,-27.0,17.0,,,,-41.0,-33.0,17.0,,,,-50.0,-33.0
21223,,,,,-36.0,,,,,,-40.0,,,,,,-50.0,
21225,-10.0,,,,-44.0,-19.0,6.0,,,,-49.0,-23.0,6.0,,,,-56.0,-23.0
21227,-23.0,-26.0,10.0,-22.0,-37.0,-42.0,-19.0,-14.0,10.0,-4.0,-36.0,-42.0,-13.0,-43.0,12.0,-14.0,-37.0,-45.0
21229,,,,,-44.0,-33.0,,,,,-45.0,-29.0,,,,,-59.0,-29.0
21231,-21.0,,,,-29.0,-8.0,-11.0,,,,-30.0,-11.0,-11.0,,,,-32.0,-11.0
21233,-8.0,,,,-25.0,,10.0,,,,-34.0,-34.0,10.0,,,,-34.0,-34.0
21235,3.0,,-3.0,-4.0,-26.0,-33.0,6.0,,-3.0,-13.0,-29.0,-37.0,6.0,,-3.0,-14.0,-27.0,-38.0
21237,,,,,,,,,,,,,,,,,-49.0,
21239,-17.0,,,,-30.0,-33.0,-21.0,,,,-34.0,-26.0,-13.0,,,,-29.0,-26.0
22001,-5.0,,15.0,-36.0,-21.0,-24.0,11.0,,16.0,-46.0,-30.0,-27.0,23.0,,12.0,-52.0,-28.0,-31.0
22003,-19.0,,,,-33.0,-34.0,-10.0,,,,-41.0,-35.0,-10.0,,,,-38.0,-35.0
22005,-21.0,,15.0,,-34.0,-45.0,-7.0,,16.0,,-36.0,-46.0,4.0,,15.0,,-36.0,-46.0
22007,-8.0,,,,-36.0,,-3.0,,,,-27.0,,-3.0,,,,-31.0,
22009,-8.0,,-2.0,,-32.0,-24.0,-1.0,,-2.0,,-33.0,-16.0,5.0,,-2.0,,-27.0,-16.0
22011,-10.0,,3.0,,-31.0,-29.0,-7.0,,3.0,,-35.0,-27.0,-7.0,,3.0,,-33.0,-27.0
22013,-15.0,,,,-32.0,-41.0,-8.0,,,,-34.0,-44.0,-8.0,,,,-40.0,-44.0
22015,-19.0,4.0,12.0,-30.0,-37.0,-49.0,-15.0,-8.0,13.0,-47.0,-39.0,-52.0,-8.0,-13.0,15.0,-53.0,-41.0,-57.0
22017,-9.0,-14.0,10.0,-31.0,-32.0,-36.0,-7.0,-29.0,11.0,-45.0,-37.0,-42.0,0.0,-43.0,13.0,-46.0,-36.0,-42.0
22019,-19.0,-6.0,11.0,-38.0,-34.0,-40.0,-16.0,-18.0,12.0,-46.0,-37.0,-40.0,-9.0,-31.0,14.0,-51.0,-33.0,-42.0
22021,,,,,-29.0,-25.0,,,,,-33.0,-13.0,,,,,-43.0,-13.0
22023,10.0,,,,-17.0,,10.0,,,,-23.0,,10.0,,,,-48.0,
22025,-20.0,,,,-38.0,-64.0,-24.0,,,,-35.0,-64.0,-24.0,,,,-44.0,-64.0
22027,-18.0,,,,-31.0,-49.0,-14.0,,,,-31.0,-41.0,-14.0,,,,-41.0,-41.0
22029,-16.0,,,,-20.0,-23.0,-16.0,,,,-27.0,-24.0,-16.0,,,,-30.0,-24.0
22031,-16.0,,,-35.0,-24.0,-13.0,-12.0,,,-40.0,-31.0,-22.0,-12.0,,,-35.0,-23.0,-22.0
22033,-16.0,-26.0,12.0,-44.0,-34.0,-48.0,-8.0,-20.0,12.0,-46.0,-36.0,-46.0,3.0,-28.0,14.0,-43.0,-36.0,-48.0
22037,-9.0,,,,-35.0,-23.0,-3.0,,,,-36.0,-23.0,-3.0,,,,-58.0,-23.0
22039,-4.0,,,,-25.0,-16.0,1.0,,,,-27.0,-36.0,1.0,,,,-28.0,-36.0
22041,-8.0,,,,-22.0,-28.0,3.0,,,,-26.0,-25.0,3.0,,,,-20.0,-25.0
22043,-13.0,,,,-20.0,,17.0,,,,-33.0,,17.0,,,,-20.0,
22045,-11.0,-30.0,16.0,,-23.0,-26.0,0.0,-34.0,16.0,,-26.0,-24.0,7.0,-28.0,21.0,,-27.0,-27.0
22047,-4.0,,,-43.0,-30.0,-29.0,0.0,,,-45.0,-36.0,-24.0,0.0,,,-49.0,-37.0,-24.0
22049,-8.0,,,,-30.0,-19.0,-5.0,,,,-26.0,-21.0,-5.0,,,,-44.0,-21.0
22051,-20.0,-1.0,14.0,-84.0,-44.0,-49.0,-12.0,-12.0,14.0,-88.0,-44.0,-49.0,-5.0,-35.0,17.0,-85.0,-45.0,-50.0
22053,-12.0,,-1.0,-47.0,-33.0,-40.0,-7.0,,-1.0,-56.0,-29.0,-45.0,-7.0,,-1.0,-53.0,-30.0,-52.0
22055,-22.0,15.0,11.0,-42.0,-31.0,-44.0,-16.0,14.0,11.0,-48.0,-35.0,-45.0,-4.0,-21.0,14.0,-40.0,-36.0,-48.0
22057,-13.0,,12.0,-36.0,-25.0,-23.0,-10.0,,17.0,-48.0,-30.0,-34.0,2.0,,22.0,-54.0,-29.0,-31.0
22059,-9.0,,,,-31.0,-27.0,2.0,,,,-25.0,-36.0,2.0,,,,-41.0,-36.0
22061,-26.0,,9.0,,-38.0,-53.0,-15.0,,9.0,,-40.0,-60.0,2.0,,9.0,-39.0,-33.0,-60.0
22063,-12.0,-13.0,10.0,-16.0,-32.0,-40.0,-3.0,6.0,10.0,-16.0,-34.0,-39.0,9.0,-32.0,12.0,-35.0,-34.0,-37.0
22065,-8.0,,,-37.0,-20.0,-17.0,6.0,,,-47.0,-18.0,-14.0,6.0,,,-50.0,-36.0,-14.0
22067,-8.0,,,,-23.0,-24.0,-9.0,,,,-19.0,-20.0,-9.0,,,,-25.0,-20.0
22069,-24.0,,6.0,,-30.0,-33.0,-16.0,,6.0,,-34.0,-39.0,-16.0,,6.0,,-32.0,-38.0
22071,-35.0,-55.0,16.0,-59.0,-54.0,-71.0,-30.0,-52.0,16.0,-58.0,-54.0,-72.0,-26.0,-62.0,19.0,-56.0,-53.0,-72.0
22073,-15.0,-24.0,9.0,-27.0,-29.0,-41.0,-10.0,-66.0,9.0,-39.0,-28.0,-43.0,-1.0,-7.0,11.0,-38.0,-30.0,-45.0
22075,-21.0,-31.0,,,-25.0,-39.0,-14.0,-31.0,,,-37.0,-35.0,-14.0,-33.0,,,-46.0,-35.0
22077,-12.0,,,,-16.0,-15.0,-3.0,,,,-19.0,-18.0,-3.0,,,,-9.0,-18.0
22079,-15.0,-2.0,10.0,-55.0,-30.0,-40.0,-8.0,-21.0,10.0,-55.0,-29.0,-39.0,0.0,-39.0,11.0,-53.0,-27.0,-39.0
22081,,,,,-26.0,-42.0,,,,,-28.0,-58.0,,,,,-40.0,-58.0
22083,-10.0,,,-25.0,-16.0,-24.0,1.0,,,-29.0,-16.0,-28.0,1.0,,,-36.0,-17.0,-28.0
22085,-6.0,,,,-23.0,-16.0,-15.0,,,,-35.0,-23.0,-15.0,,,,-23.0,-23.0
22087,1.0,-21.0,23.0,,-35.0,-31.0,19.0,-16.0,21.0,,-36.0,-27.0,23.0,-19.0,20.0,,-42.0,-27.0
22089,-13.0,,22.0,-18.0,-35.0,-39.0,-9.0,,23.0,-16.0,-34.0,-40.0,20.0,,24.0,-41.0,-38.0,-45.0
22091,-20.0,,,,-35.0,,-20.0,,,,-33.0,,-20.0,,,,-58.0,
22093,-11.0,,,,-17.0,-46.0,-4.0,,,,-29.0,-13.0,-4.0,,,,-29.0,-13.0
22095,-3.0,-67.0,22.0,-51.0,-37.0,-34.0,-1.0,-62.0,23.0,-39.0,-39.0,-37.0,-1.0,-62.0,21.0,-57.0,-38.0,-37.0
22097,-16.0,,14.0,-40.0,-28.0,-28.0,1.0,,15.0,-50.0,-24.0,-36.0,20.0,,20.0,-38.0,-26.0,-38.0
22099,-14.0,-10.0,19.0,-45.0,-29.0,-34.0,-4.0,-10.0,16.0,-40.0,-31.0,-36.0,14.0,-16.0,15.0,-46.0,-36.0,-41.0
22101,-11.0,,15.0,-43.0,-33.0,-31.0,-3.0,,15.0,-46.0,-31.0,-35.0,-8.0,,13.0,-57.0,-41.0,-34.0
22103,-19.0,3.0,11.0,-21.0,-35.0,-45.0,-13.0,-7.0,12.0,-17.0,-35.0,-46.0,2.0,-15.0,14.0,-32.0,-35.0,-45.0
22105,-6.0,-20.0,10.0,-17.0,-32.0,-35.0,-4.0,-34.0,10.0,-29.0,-33.0,-34.0,5.0,-20.0,13.0,-39.0,-31.0,-31.0
22109,-12.0,25.0,9.0,-42.0,-32.0,-43.0,-6.0,21.0,10.0,-39.0,-33.0,-45.0,0.0,-8.0,14.0,-49.0,-37.0,-47.0
22111,6.0,,,,-31.0,-22.0,13.0,,,,-31.0,-28.0,13.0,,,,-24.0,-28.0
22113,-3.0,,16.0,,-29.0,-21.0,7.0,,16.0,,-27.0,-24.0,12.0,,12.0,,-27.0,-39.0
22115,-21.0,,19.0,,-34.0,-32.0,-9.0,,19.0,,-38.0,-32.0,-10.0,,20.0,,-26.0,-31.0
22117,-1.0,,2.0,,-20.0,-21.0,13.0,,2.0,,-15.0,-28.0,18.0,,2.0,,-22.0,-29.0
22119,-19.0,,13.0,-19.0,-31.0,-27.0,-5.0,,13.0,-36.0,-35.0,-31.0,-9.0,,13.0,-40.0,-35.0,-28.0
22121,1.0,,,-37.0,-36.0,-42.0,15.0,,,-46.0,-34.0,-45.0,15.0,,,-54.0,-34.0,-44.0
22123,-29.0,,,,-22.0,-23.0,-2.0,,,,-29.0,-16.0,-2.0,,,,-47.0,-16.0
22125,-19.0,,,,-45.0,-54.0,-19.0,,,,-43.0,-69.0,-19.0,,,,-60.0,-69.0
22127,0.0,,,,-23.0,-25.0,0.0,,,,-24.0,-18.0,0.0,,,,-41.0,-18.0
23001,-21.0,-26.0,10.0,,-30.0,-49.0,-18.0,24.0,10.0,,-31.0,-49.0,4.0,-33.0,10.0,,-31.0,-41.0
23003,9.0,-4.0,16.0,,-18.0,-28.0,-3.0,-33.0,18.0,,-23.0,-38.0,9.0,-37.0,24.0,,-23.0,-43.0
23005,-36.0,-38.0,13.0,-67.0,-37.0,-60.0,-35.0,28.0,12.0,-67.0,-39.0,-56.0,-22.0,30.0,14.0,-65.0,-40.0,-54.0
23007,-21.0,,0.0,,-32.0,-53.0,-32.0,-42.0,0.0,,-33.0,-54.0,-13.0,-50.0,0.0,,-33.0,-35.0
23009,-1.0,15.0,17.0,,-22.0,-35.0,-9.0,-26.0,23.0,,-29.0,-39.0,-25.0,0.0,18.0,,-27.0,-36.0
23011,-19.0,-37.0,10.0,-53.0,-28.0,-42.0,-20.0,12.0,10.0,-53.0,-33.0,-47.0,2.0,-47.0,8.0,-43.0,-30.0,-38.0
23013,-24.0,,11.0,,-30.0,-35.0,-24.0,,11.0,,-29.0,-44.0,-24.0,,11.0,,-30.0,-38.0
23015,-15.0,,6.0,,-30.0,-54.0,-20.0,,6.0,,-28.0,-52.0,-20.0,,6.0,,-29.0,-52.0
23017,-27.0,-55.0,18.0,,-38.0,-53.0,-21.0,30.0,21.0,,-37.0,-52.0,2.0,-19.0,15.0,,-36.0,-43.0
23019,-14.0,4.0,9.0,-29.0,-31.0,-45.0,-20.0,15.0,9.0,-41.0,-35.0,-49.0,-3.0,-27.0,6.0,-50.0,-33.0,-42.0
23021,-8.0,,,,-14.0,-62.0,-17.0,,,,-19.0,-45.0,-17.0,,,,-28.0,-45.0
23023,-11.0,,13.0,,-34.0,-48.0,-8.0,,13.0,,-32.0,-45.0,-8.0,,13.0,,-36.0,-40.0
23025,-15.0,-9.0,17.0,,-22.0,-29.0,-12.0,0.0,19.0,,-27.0,-36.0,7.0,-31.0,7.0,,-26.0,-30.0
23027,-20.0,,13.0,,-27.0,-44.0,-22.0,,13.0,,-30.0,-43.0,-28.0,,13.0,,-28.0,-43.0
23029,-8.0,,,,-24.0,-42.0,-19.0,,,,-24.0,-50.0,-19.0,,,,-25.0,-50.0
23031,-23.0,-48.0,12.0,-64.0,-36.0,-55.0,-19.0,10.0,11.0,-71.0,-38.0,-50.0,1.0,20.0,13.0,-64.0,-36.0,-42.0
24001,-17.0,-8.0,16.0,-32.0,-31.0,-39.0,-22.0,-33.0,18.0,-44.0,-32.0,-48.0,-6.0,-55.0,20.0,-39.0,-30.0,-41.0
24003,-31.0,33.0,13.0,-76.0,-42.0,-49.0,-33.0,41.0,14.0,-80.0,-45.0,-51.0,-19.0,25.0,15.0,-80.0,-41.0,-47.0
24005,-21.0,10.0,13.0,-39.0,-36.0,-46.0,-17.0,61.0,13.0,-33.0,-39.0,-46.0,0.0,63.0,15.0,-32.0,-37.0,-41.0
24009,-33.0,33.0,23.0,,-39.0,-37.0,-37.0,2.0,26.0,,-43.0,-42.0,-10.0,16.0,28.0,,-36.0,-33.0
24011,-21.0,,15.0,,-28.0,-28.0,-16.0,,18.0,,-31.0,-35.0,-8.0,,17.0,,-28.0,-35.0
24013,-35.0,10.0,12.0,-50.0,-34.0,-43.0,-35.0,57.0,13.0,-55.0,-37.0,-47.0,-15.0,66.0,15.0,-61.0,-36.0,-38.0
24015,-32.0,-34.0,10.0,-57.0,-30.0,-34.0,-29.0,22.0,11.0,-58.0,-32.0,-36.0,-17.0,66.0,12.0,-59.0,-32.0,-23.0
24017,-18.0,-42.0,13.0,-28.0,-39.0,-41.0,-19.0,-42.0,15.0,-34.0,-44.0,-44.0,-7.0,-42.0,15.0,-30.0,-39.0,-38.0
24019,-6.0,,12.0,,-28.0,-29.0,-5.0,,15.0,,-32.0,-34.0,-5.0,,13.0,,-25.0,-25.0
24021,-30.0,19.0,13.0,-35.0,-38.0,-49.0,-31.0,33.0,14.0,-25.0,-41.0,-51.0,-19.0,36.0,15.0,-24.0,-38.0,-48.0
24023,-20.0,,-1.0,-17.0,-37.0,-37.0,-6.0,,-1.0,-29.0,-36.0,-47.0,-6.0,,-1.0,-35.0,-30.0,-42.0
24025,-30.0,50.0,12.0,-62.0,-32.0,-43.0,-32.0,107.0,12.0,-70.0,-36.0,-44.0,-10.0,99.0,14.0,-61.0,-35.0,-39.0
