FIPS,03/29/20_grocery,03/29/20_parks,03/29/20_residential,03/29/20_transit,03/29/20_workplaces,03/29/20retail,04/05/20_grocery,04/05/20_parks,04/05/20_residential,04/05/20_transit,04/05/20_workplaces,04/05/20retail,04/11/20_grocery,04/11/20_parks,04/11/20_residential,04/11/20_transit,04/11/20_workplaces,04/11/20retail
47115,-26.0,29.0,0.0,-16.0,-28.0,-27.0,-30.0,-11.0,0.0,-26.0,-29.0,-40.0,-14.0,10.0,0.0,-28.0,-32.0,-31.0
47117,11.0,,14.0,-34.0,-29.0,-9.0,6.0,,17.0,-50.0,-34.0,-29.0,6.0,,17.0,-47.0,-32.0,-16.0
47119,-15.0,-33.0,9.0,-15.0,-33.0,-30.0,-20.0,-33.0,10.0,-30.0,-37.0,-42.0,-2.0,-33.0,10.0,-34.0,-36.0,-40.0
47121,14.0,,,,-28.0,-12.0,32.0,,,,-30.0,-25.0,32.0,,,,-37.0,-25.0
47123,-7.0,,14.0,,-37.0,-22.0,14.0,,17.0,,-37.0,-29.0,40.0,,15.0,,-30.0,-24.0
47125,-9.0,91.0,8.0,-13.0,-32.0,-33.0,-10.0,23.0,9.0,-23.0,-37.0,-39.0,3.0,58.0,10.0,-24.0,-33.0,-38.0
47127,,,,,-29.0,,,,,,-31.0,,,,,,-52.0,
47129,2.0,,,,-11.0,-5.0,3.0,,,,-30.0,7.0,3.0,,,,-21.0,7.0
47131,14.0,,6.0,,-24.0,-28.0,13.0,,6.0,,-23.0,-35.0,13.0,,6.0,,-28.0,-33.0
47133,6.0,,,,-30.0,-11.0,0.0,,,,-28.0,-23.0,0.0,,,,-25.0,-23.0
47135,,,,,-30.0,-61.0,,,,,-36.0,-59.0,,,,,-50.0,-59.0
47139,9.0,,,,-29.0,-29.0,2.0,,,,-23.0,-41.0,2.0,,,,-31.0,-41.0
47141,-14.0,,6.0,-11.0,-30.0,-25.0,-21.0,,10.0,-27.0,-36.0,-48.0,-10.0,,7.0,-29.0,-28.0,-44.0
47143,-1.0,,11.0,,-26.0,-7.0,-1.0,,11.0,,-29.0,-20.0,8.0,,11.0,,-28.0,-19.0
47145,-6.0,-19.0,13.0,,-27.0,-16.0,1.0,-24.0,15.0,,-34.0,-33.0,10.0,-24.0,17.0,,-27.0,-25.0
47147,6.0,,15.0,-25.0,-36.0,-25.0,6.0,,18.0,-26.0,-37.0,-35.0,16.0,,21.0,-27.0,-34.0,-22.0
47149,-12.0,74.0,10.0,-16.0,-35.0,-35.0,-15.0,52.0,11.0,-27.0,-42.0,-43.0,-2.0,72.0,11.0,-21.0,-34.0,-40.0
47151,3.0,,,,-20.0,-19.0,9.0,,,,-26.0,-28.0,9.0,,,,-19.0,-28.0
47153,11.0,,,,-25.0,-20.0,7.0,,,,-27.0,-35.0,7.0,,,,-25.0,-35.0
47155,-29.0,-55.0,12.0,,-53.0,-64.0,-30.0,-65.0,13.0,,-57.0,-70.0,-27.0,-70.0,13.0,,-57.0,-72.0
47157,-9.0,0.0,10.0,-25.0,-32.0,-36.0,-4.0,-32.0,10.0,-26.0,-35.0,-37.0,4.0,-45.0,11.0,-20.0,-29.0,-38.0
47159,15.0,,,-10.0,-13.0,-17.0,22.0,,,-32.0,-32.0,-30.0,22.0,,,-26.0,-18.0,-30.0
47161,11.0,,,,-23.0,-23.0,15.0,,,,-32.0,-23.0,15.0,,,,-49.0,-23.0
47163,-10.0,-22.0,8.0,-44.0,-30.0,-33.0,-9.0,101.0,8.0,-56.0,-35.0,-38.0,2.0,41.0,8.0,-41.0,-28.0,-37.0
47165,-13.0,112.0,10.0,,-36.0,-35.0,-11.0,57.0,10.0,,-40.0,-43.0,1.0,91.0,11.0,,-35.0,-40.0
47167,1.0,,16.0,,-29.0,-19.0,4.0,,16.0,,-31.0,-30.0,22.0,,20.0,,-21.0,-23.0
47169,11.0,,,,-33.0,-20.0,11.0,,,,-39.0,-37.0,11.0,,,,-52.0,-37.0
47171,3.0,,,,-23.0,-22.0,16.0,,,,-37.0,-25.0,16.0,,,,-28.0,-25.0
47173,6.0,,,,-17.0,-24.0,0.0,,,,-30.0,9.0,0.0,,,,-25.0,9.0
47175,,,,,-32.0,,,,,,-50.0,,,,,,-58.0,
47177,40.0,,13.0,,-33.0,0.0,21.0,,15.0,,-35.0,-26.0,21.0,,14.0,,-24.0,-18.0
47179,-15.0,-25.0,8.0,-8.0,-33.0,-45.0,-18.0,40.0,9.0,-6.0,-36.0,-48.0,-5.0,38.0,9.0,-23.0,-33.0,-50.0
47181,3.0,,,,-28.0,-20.0,16.0,,,,-32.0,-29.0,16.0,,,,-50.0,-29.0
47183,-1.0,,7.0,,-23.0,-27.0,2.0,,7.0,,-26.0,-38.0,2.0,,7.0,,-28.0,-40.0
47185,-16.0,,-1.0,,-44.0,-35.0,19.0,,-1.0,,-32.0,-33.0,19.0,,-1.0,,-19.0,-33.0
47187,-20.0,76.0,12.0,-19.0,-45.0,-46.0,-29.0,27.0,13.0,-33.0,-49.0,-54.0,-8.0,47.0,13.0,-39.0,-37.0,-51.0
47189,-4.0,51.0,10.0,-6.0,-38.0,-34.0,-14.0,55.0,10.0,-27.0,-40.0,-43.0,2.0,22.0,10.0,-28.0,-37.0,-42.0
48001,1.0,,11.0,-17.0,-22.0,-23.0,-6.0,,15.0,-17.0,-26.0,-39.0,-2.0,,16.0,,-24.0,-35.0
48003,-22.0,,,32.0,-33.0,-28.0,-40.0,,,11.0,-31.0,-45.0,-40.0,,,-13.0,-36.0,-45.0
48005,-9.0,-45.0,12.0,-25.0,-25.0,-38.0,-17.0,-52.0,15.0,-40.0,-27.0,-48.0,-4.0,-20.0,13.0,-38.0,-29.0,-46.0
48007,-31.0,-67.0,10.0,,-29.0,-48.0,-35.0,-59.0,10.0,,-34.0,-46.0,-31.0,-57.0,10.0,,-27.0,-45.0
48009,,,,,-27.0,,,,,,-38.0,,,,,,-42.0,
48013,-24.0,,17.0,-65.0,-24.0,-23.0,-19.0,,20.0,-70.0,-27.0,-29.0,-4.0,,22.0,-50.0,-25.0,-22.0
48015,-6.0,,1.0,,-24.0,-32.0,-22.0,,1.0,,-27.0,-37.0,-22.0,,1.0,,-29.0,-33.0
48017,-14.0,,,,-31.0,-29.0,-8.0,,,,-35.0,-24.0,-8.0,,,,-35.0,-24.0
48019,15.0,-36.0,,,-35.0,-25.0,-5.0,-49.0,,,-40.0,-45.0,-5.0,-71.0,,,-30.0,-45.0
48021,-24.0,-14.0,12.0,,-34.0,-32.0,-29.0,-55.0,18.0,,-39.0,-40.0,-21.0,-66.0,16.0,,-36.0,-37.0
48025,-35.0,,-1.0,,-27.0,-46.0,-24.0,,-1.0,,-29.0,-34.0,-8.0,,-1.0,,-26.0,-31.0
48027,-24.0,8.0,10.0,-34.0,-33.0,-37.0,-25.0,-30.0,11.0,-38.0,-36.0,-42.0,-18.0,-25.0,13.0,-43.0,-34.0,-37.0
48029,-23.0,-46.0,13.0,-46.0,-38.0,-47.0,-22.0,-61.0,14.0,-50.0,-40.0,-48.0,-10.0,-73.0,16.0,-43.0,-41.0,-45.0
48031,-10.0,-50.0,,,-39.0,-41.0,-20.0,-56.0,,,-35.0,-67.0,-20.0,-71.0,,,-35.0,-67.0
48035,0.0,,,,-17.0,-26.0,-7.0,,,,-36.0,-37.0,-7.0,,,,-16.0,-37.0
48037,-20.0,-11.0,10.0,-18.0,-32.0,-44.0,-13.0,-26.0,11.0,-24.0,-30.0,-45.0,-12.0,-29.0,13.0,-39.0,-30.0,-47.0
48039,-21.0,9.0,13.0,-24.0,-30.0,-39.0,-19.0,-12.0,13.0,-26.0,-33.0,-41.0,-8.0,-23.0,15.0,-28.0,-32.0,-36.0
48041,-28.0,-37.0,14.0,-60.0,-39.0,-50.0,-29.0,-49.0,16.0,-67.0,-42.0,-51.0,-21.0,-30.0,15.0,-64.0,-35.0,-47.0
48043,-37.0,,,,-28.0,-52.0,-43.0,,,,-39.0,-52.0,-43.0,,,,-50.0,-52.0
48047,-14.0,,,-43.0,-31.0,-53.0,-9.0,,,-42.0,-33.0,-55.0,-9.0,,,-55.0,-44.0,-55.0
48049,-18.0,,12.0,,-21.0,-34.0,-21.0,,18.0,,-28.0,-42.0,-6.0,,16.0,,-23.0,-37.0
48051,0.0,,,,-24.0,-26.0,-10.0,,,,-22.0,-34.0,-10.0,,,,-29.0,-34.0
48053,-15.0,8.0,15.0,,-36.0,-27.0,-26.0,-42.0,19.0,,-37.0,-41.0,-14.0,-62.0,17.0,,-32.0,-36.0
48055,-36.0,,17.0,-35.0,-36.0,-35.0,-41.0,,23.0,-43.0,-37.0,-42.0,-31.0,,23.0,-32.0,-33.0,-36.0
48057,-20.0,,,,-20.0,-35.0,-17.0,-36.0,,,-21.0,-43.0,-17.0,-38.0,,,-20.0,-39.0
48059,-5.0,,,-18.0,-8.0,-26.0,-15.0,,,-28.0,-20.0,-30.0,-15.0,,,-33.0,-20.0,-30.0
48061,-41.0,-70.0,17.0,-62.0,-37.0,-61.0,-46.0,-78.0,19.0,-71.0,-43.0,-68.0,-35.0,-74.0,22.0,-71.0,-42.0,-62.0
48063,-4.0,,,,-13.0,-11.0,-9.0,,,,-22.0,-32.0,-9.0,,,,-35.0,-32.0
48065,-28.0,,,-20.0,-30.0,,-24.0,,,-26.0,-36.0,,-24.0,,,-23.0,-52.0,
48067,4.0,,6.0,-20.0,-23.0,-28.0,-3.0,,6.0,-25.0,-36.0,-36.0,-3.0,,6.0,-28.0,-26.0,-36.0
48069,-14.0,,,,-20.0,,-20.0,,,,-22.0,,-20.0,,,,-31.0,
48071,-19.0,,20.0,-39.0,-27.0,-42.0,-22.0,-55.0,20.0,-54.0,-27.0,-47.0,-2.0,-55.0,20.0,-56.0,-35.0,-43.0
48073,-5.0,,12.0,,-22.0,-22.0,-12.0,,16.0,,-27.0,-28.0,1.0,,17.0,,-29.0,-21.0
48075,-31.0,,,-11.0,-32.0,-25.0,-20.0,,,-15.0,-27.0,-36.0,-20.0,,,-26.0,-41.0,-36.0
48077,,,,-10.0,-24.0,-53.0,,,,-29.0,-33.0,-51.0,,,,-35.0,-38.0,-51.0
48081,-21.0,,,,,,-30.0,,,,,,-30.0,,,,,
48083,-16.0,,,,-20.0,-18.0,-19.0,,,,-35.0,-48.0,-19.0,,,,-35.0,-48.0
48085,-33.0,-11.0,14.0,-37.0,-45.0,-50.0,-34.0,-33.0,15.0,-41.0,-47.0,-55.0,-27.0,-44.0,19.0,-40.0,-44.0,-52.0
48089,-8.0,,,-31.0,-18.0,-36.0,-11.0,,,-45.0,-24.0,-44.0,-11.0,,,-49.0,-15.0,-44.0
48091,-33.0,-30.0,12.0,-10.0,-36.0,-47.0,-35.0,-62.0,14.0,-24.0,-41.0,-51.0,-22.0,-70.0,16.0,-33.0,-38.0,-49.0
48093,-22.0,,,,-25.0,-9.0,-29.0,,,,-22.0,-28.0,-29.0,,,,-40.0,-28.0
48097,-3.0,-8.0,16.0,-33.0,-32.0,-28.0,-10.0,-42.0,20.0,-47.0,-35.0,-41.0,0.0,-38.0,15.0,-47.0,-31.0,-42.0
48099,-18.0,35.0,11.0,,-27.0,-29.0,-17.0,-5.0,15.0,,-32.0,-34.0,0.0,-14.0,13.0,,-32.0,-32.0
48103,-27.0,,,,-37.0,-39.0,-20.0,,,,-37.0,-63.0,-20.0,,,,-53.0,-63.0
48105,-27.0,,,,,,-24.0,,,,,-50.0,-24.0,,,,,-50.0
48107,-15.0,,,,-35.0,,-24.0,,,,-41.0,,-24.0,,,,-52.0,
48109,,,,-30.0,,-46.0,,,,-40.0,,-54.0,,,,-43.0,,-54.0
48111,-12.0,,,,-10.0,-34.0,-21.0,,,,-16.0,-38.0,-21.0,,,,-28.0,-38.0
48113,-21.0,-24.0,14.0,-45.0,-38.0,-45.0,-20.0,-46.0,15.0,-51.0,-42.0,-49.0,-14.0,-56.0,18.0,-48.0,-42.0,-47.0
48115,-10.0,,,,-26.0,-36.0,-9.0,,,,-21.0,-35.0,-9.0,,,,-36.0,-35.0
48117,-12.0,,,-13.0,-18.0,-24.0,-14.0,,,-29.0,-20.0,-26.0,-14.0,,,-41.0,-39.0,-26.0
48119,,,,,-37.0,,,,,,-32.0,,,,,,-42.0,
48121,-27.0,1.0,14.0,-30.0,-42.0,-47.0,-31.0,-31.0,15.0,-38.0,-45.0,-52.0,-22.0,-40.0,19.0,-45.0,-43.0,-48.0
48123,-22.0,,,,-19.0,-30.0,-27.0,,,,-25.0,-38.0,-27.0,,,,-25.0,-38.0
48127,-17.0,,,-34.0,-30.0,-19.0,-24.0,,,-37.0,-38.0,-31.0,-24.0,,,-38.0,-49.0,-31.0
48129,,,,9.0,,,,,,9.0,,,,,,-4.0,,
48131,-28.0,,,,-36.0,-46.0,-30.0,,,,-36.0,-46.0,-30.0,,,,-53.0,-46.0
48133,-15.0,,,-27.0,-28.0,-31.0,-12.0,,,-36.0,-25.0,-42.0,-12.0,,,-38.0,-14.0,-42.0
48135,-5.0,,10.0,-8.0,-24.0,-32.0,-16.0,,13.0,-17.0,-30.0,-44.0,-9.0,,16.0,-23.0,-33.0,-44.0
48139,-18.0,4.0,13.0,-33.0,-34.0,-35.0,-17.0,-20.0,14.0,-38.0,-38.0,-41.0,-3.0,-42.0,17.0,-43.0,-36.0,-39.0
48141,-25.0,-65.0,15.0,-40.0,-37.0,-50.0,-23.0,-78.0,15.0,-44.0,-39.0,-53.0,-14.0,-78.0,19.0,-45.0,-42.0,-51.0
48143,-32.0,,10.0,,-25.0,-47.0,-34.0,,10.0,,-29.0,-50.0,-34.0,,10.0,,-24.0,-43.0
48145,-13.0,,,,-10.0,-19.0,-10.0,,,,-27.0,-16.0,-10.0,,,,-20.0,-16.0
48147,-2.0,,11.0,,-25.0,-11.0,-2.0,,13.0,,-29.0,-27.0,-2.0,,11.0,,-23.0,-23.0
48149,-25.0,,,-33.0,-17.0,-35.0,-31.0,,,-41.0,-28.0,-49.0,-24.0,,,-45.0,-29.0,-52.0
48153,,,,,-28.0,,,,,,-35.0,,,,,,-38.0,
48157,-26.0,-2.0,15.0,-26.0,-41.0,-49.0,-25.0,-22.0,16.0,-37.0,-41.0,-50.0,-13.0,-27.0,18.0,-34.0,-40.0,-46.0
48159,4.0,,,-23.0,-24.0,-33.0,-2.0,,,-27.0,-35.0,-43.0,-2.0,,,-40.0,-41.0,-43.0
48161,-4.0,,,-41.0,-22.0,-52.0,-13.0,,,-48.0,-24.0,-54.0,-13.0,,,-51.0,-22.0,-54.0
48163,-22.0,,,-27.0,-19.0,-21.0,-30.0,,,-45.0,-17.0,-25.0,-30.0,,,-52.0,-22.0,-25.0
48165,-8.0,,,,-20.0,-28.0,-8.0,,,,-31.0,-33.0,-8.0,,,,-17.0,-33.0
48167,-15.0,-29.0,12.0,-57.0,-35.0,-42.0,-16.0,-48.0,13.0,-59.0,-39.0,-46.0,-2.0,-53.0,15.0,-54.0,-37.0,-43.0
48169,-13.0,,,,,-31.0,-28.0,,,,,-40.0,-28.0,,,,,-40.0
48171,-25.0,-38.0,,,-36.0,-46.0,-32.0,-68.0,,,-45.0,-60.0,-32.0,-78.0,,,-37.0,-63.0
48175,-38.0,,,,-32.0,-54.0,-54.0,,,,-34.0,-54.0,-54.0,,,,-43.0,-54.0
48177,-13.0,-19.0,,,-20.0,-30.0,-24.0,-57.0,,,-20.0,-32.0,-24.0,-50.0,,,-23.0,-32.0
48179,-10.0,,,,-26.0,-33.0,-27.0,,,,-35.0,-47.0,-27.0,,,,-32.0,-47.0
48181,-9.0,47.0,9.0,,-29.0,-33.0,-14.0,-8.0,11.0,,-29.0,-41.0,-11.0,-35.0,15.0,,-33.0,-43.0
48183,-21.0,2.0,11.0,,-31.0,-43.0,-15.0,-25.0,11.0,,-34.0,-46.0,-11.0,-30.0,14.0,,-32.0,-46.0
48185,-3.0,,0.0,,-21.0,-17.0,-5.0,,0.0,,-29.0,-28.0,-5.0,,0.0,,-29.0,-28.0
48187,-24.0,-1.0,12.0,-23.0,-37.0,-34.0,-24.0,-31.0,13.0,-32.0,-37.0,-41.0,-12.0,-42.0,16.0,-47.0,-38.0,-40.0
48189,-13.0,,11.0,,-27.0,-29.0,-18.0,,11.0,,-32.0,-39.0,12.0,,11.0,,-25.0,-23.0
48191,,,,-13.0,,,,,,-23.0,,,,,,-20.0,,
48193,-32.0,,,,-22.0,-41.0,-35.0,,,,-28.0,-54.0,-35.0,,,,-37.0,-54.0
48197,-24.0,,,-16.0,,,-24.0,,,-25.0,,,-24.0,,,-21.0,,
48199,-13.0,,16.0,,-32.0,-45.0,-10.0,,20.0,,-36.0,-39.0,5.0,,23.0,,-31.0,-30.0
48201,-23.0,-22.0,14.0,-58.0,-38.0,-46.0,-20.0,-38.0,14.0,-62.0,-40.0,-46.0,-13.0,-62.0,17.0,-56.0,-40.0,-44.0
48203,-7.0,-16.0,15.0,,-31.0,-28.0,-7.0,-36.0,18.0,,-36.0,-38.0,8.0,-46.0,20.0,,-38.0,-35.0
48205,-4.0,,,,,,6.0,,,,,,6.0,,,,,
48207,-22.0,,,,,-16.0,-34.0,,,,,-44.0,-34.0,,,,,-44.0
48209,-22.0,-23.0,13.0,-19.0,-36.0,-46.0,-25.0,-45.0,14.0,-28.0,-39.0,-50.0,-15.0,-44.0,17.0,-31.0,-37.0,-48.0
48213,-3.0,-22.0,9.0,,-28.0,-30.0,-7.0,-41.0,13.0,,-35.0,-39.0,7.0,-29.0,13.0,,-28.0,-33.0
48215,-43.0,-74.0,18.0,-64.0,-43.0,-63.0,-43.0,-78.0,18.0,-68.0,-44.0,-64.0,-30.0,-73.0,21.0,-61.0,-40.0,-57.0
48217,-8.0,,13.0,-41.0,-25.0,-35.0,-17.0,-42.0,18.0,-47.0,-30.0,-43.0,-8.0,-42.0,14.0,-46.0,-27.0,-38.0
48219,-15.0,,-3.0,,-17.0,-23.0,-22.0,,-3.0,,-27.0,-33.0,-22.0,,-3.0,,-21.0,-33.0
48221,-7.0,-36.0,16.0,,-35.0,-34.0,13.0,-53.0,19.0,,-33.0,-47.0,32.0,-60.0,17.0,,-29.0,-40.0
48223,4.0,,11.0,-22.0,-27.0,-31.0,0.0,,17.0,-33.0,-31.0,-44.0,0.0,,12.0,-41.0,-21.0,-36.0
48225,5.0,,,,-21.0,-22.0,4.0,,,,-27.0,-30.0,4.0,,,,-19.0,-30.0
48227,-19.0,,14.0,-32.0,-24.0,-35.0,-24.0,,17.0,-38.0,-27.0,-41.0,-17.0,,15.0,-44.0,-35.0,-34.0
48231,-15.0,-5.0,10.0,-23.0,-33.0,-33.0,-17.0,-52.0,11.0,-31.0,-32.0,-41.0,-12.0,-36.0,14.0,-35.0,-31.0,-36.0
48233,-13.0,,,,-11.0,-19.0,-17.0,,,,-31.0,-31.0,-17.0,,,,-19.0,-31.0
48237,,,,,-26.0,-9.0,,,,,-36.0,-67.0,,,,,-43.0,-67.0
48239,-19.0,,,-44.0,-21.0,-21.0,-16.0,,,-52.0,-33.0,-35.0,-16.0,,,-51.0,-23.0,-35.0
48241,-24.0,25.0,6.0,,-30.0,-36.0,-22.0,13.0,6.0,,-27.0,-38.0,0.0,15.0,6.0,,-21.0,-24.0
48245,-22.0,4.0,12.0,-35.0,-33.0,-49.0,-19.0,-13.0,12.0,-39.0,-35.0,-47.0,-5.0,-20.0,15.0,-39.0,-33.0,-45.0
48247,-29.0,,,,,,-47.0,,,,,,-47.0,,,,,
48249,-22.0,,14.0,,-28.0,-38.0,-19.0,,15.0,,-30.0,-38.0,-1.0,,15.0,,-31.0,-28.0
48251,-18.0,19.0,11.0,,-31.0,-33.0,-22.0,-24.0,13.0,,-36.0,-41.0,-12.0,-28.0,15.0,,-34.0,-35.0
48253,-8.0,,,,-18.0,-36.0,-11.0,,,,-27.0,-33.0,-11.0,,,,-20.0,-33.0
48255,-24.0,,,-46.0,-19.0,-31.0,-22.0,,,-31.0,-21.0,-23.0,-22.0,,,-51.0,-14.0,-23.0
48257,-22.0,-26.0,12.0,-18.0,-38.0,-46.0,-25.0,-34.0,13.0,-29.0,-39.0,-53.0,-14.0,-49.0,17.0,-34.0,-34.0,-40.0
48259,-25.0,-61.0,14.0,-31.0,-38.0,-38.0,-33.0,-61.0,14.0,-46.0,-41.0,-48.0,-19.0,-56.0,14.0,-43.0,-38.0,-45.0
48265,-18.0,19.0,14.0,,-30.0,-32.0,-28.0,-30.0,19.0,,-31.0,-45.0,-14.0,-45.0,18.0,,-28.0,-39.0
48267,,,,-24.0,,-35.0,,,,-32.0,,-51.0,,,,-30.0,,-51.0
48273,-36.0,-71.0,16.0,-56.0,-28.0,-42.0,-35.0,-70.0,16.0,-53.0,-26.0,-41.0,-27.0,-73.0,16.0,-45.0,-31.0,-40.0
48277,-6.0,,12.0,-20.0,-13.0,-24.0,-7.0,,17.0,-40.0,-17.0,-39.0,-8.0,,16.0,-43.0,-22.0,-38.0
48279,-17.0,,,,-22.0,-40.0,-11.0,,,,-24.0,-19.0,-11.0,,,,-22.0,-19.0
48281,-27.0,,,,-38.0,-30.0,-31.0,,,,-38.0,-42.0,-31.0,,,,-30.0,-42.0
48283,-23.0,,,-40.0,,-54.0,-26.0,,,-45.0,,-65.0,-26.0,,,-58.0,,-65.0
48285,-11.0,,,,-18.0,133.0,-16.0,,,,-20.0,-35.0,-16.0,,,,-26.0,-35.0
48287,-37.0,,,,-22.0,-33.0,-41.0,,,,-34.0,-42.0,-41.0,,,,-27.0,-42.0
48289,-23.0,,,-26.0,-32.0,-51.0,-40.0,-33.0,,-36.0,-46.0,-71.0,-40.0,-33.0,,-47.0,-17.0,-71.0
48291,-2.0,,11.0,-14.0,-28.0,-38.0,0.0,,12.0,-30.0,-28.0,-42.0,10.0,,14.0,-27.0,-33.0,-27.0
48293,-15.0,,,,-24.0,-26.0,-23.0,,,,-31.0,-36.0,-23.0,,,,-25.0,-36.0
48297,-35.0,,,-52.0,-39.0,-68.0,-36.0,,,-56.0,-39.0,-73.0,-36.0,,,-59.0,-34.0,-73.0
48299,-3.0,10.0,,,-32.0,-26.0,-24.0,-10.0,,,-34.0,-38.0,-24.0,-24.0,,,-28.0,-38.0
48301,-58.0,,,,,,-49.0,,,,,,-49.0,,,,,
48303,-14.0,17.0,10.0,-36.0,-28.0,-37.0,-19.0,-14.0,12.0,-46.0,-33.0,-44.0,-3.0,34.0,12.0,-31.0,-33.0,-41.0
48305,,,,,-24.0,,,,,,-33.0,,,,,,-49.0,
48307,-10.0,,,,-14.0,-27.0,-22.0,,,,-24.0,-37.0,-22.0,,,,-39.0,-37.0
48309,-22.0,-12.0,10.0,-34.0,-34.0,-43.0,-23.0,-33.0,12.0,-36.0,-36.0,-49.0,-14.0,-31.0,14.0,-42.0,-36.0,-46.0
48311,,,,-50.0,,,,,,-58.0,,,,,,-65.0,,
48313,-63.0,,,,-29.0,-36.0,-68.0,,,,-35.0,-43.0,-59.0,,,,-24.0,-43.0
48315,-12.0,,,,-26.0,-30.0,-4.0,,,,-25.0,-45.0,-4.0,,,,-39.0,-45.0
48317,-13.0,,,,-32.0,-12.0,-14.0,,,,-30.0,-33.0,-14.0,,,,-50.0,-33.0
48321,-16.0,,13.0,,-9.0,-34.0,-26.0,-57.0,15.0,,-13.0,-46.0,-10.0,-57.0,14.0,,-21.0,-35.0
48323,-36.0,-82.0,19.0,-62.0,-36.0,-56.0,-41.0,-86.0,22.0,-68.0,-41.0,-61.0,-33.0,-90.0,27.0,-75.0,-34.0,-57.0
48325,-8.0,-54.0,19.0,-30.0,-30.0,-24.0,-12.0,-41.0,22.0,-38.0,-33.0,-27.0,5.0,-59.0,23.0,-42.0,-33.0,-21.0
48329,-19.0,-45.0,12.0,-24.0,-25.0,-41.0,-20.0,-41.0,13.0,-31.0,-28.0,-48.0,-15.0,-43.0,16.0,-36.0,-32.0,-50.0
48331,-20.0,,,,-27.0,-35.0,-20.0,,,,-35.0,-39.0,-20.0,,,,-31.0,-39.0
48335,-14.0,-70.0,,,-26.0,-35.0,-23.0,-70.0,,,-28.0,-50.0,-23.0,-70.0,,,-33.0,-50.0
48337,-18.0,,,,-30.0,-21.0,-33.0,,,,-35.0,-18.0,-33.0,,,,-24.0,-18.0
48339,-24.0,0.0,13.0,-26.0,-38.0,-47.0,-21.0,-33.0,13.0,-35.0,-39.0,-48.0,-7.0,-33.0,15.0,-41.0,-38.0,-44.0
48341,-12.0,,-1.0,-7.0,-15.0,-27.0,-17.0,,-1.0,-22.0,-18.0,-36.0,-17.0,,-1.0,-29.0,12.0,-33.0
48343,-9.0,,,,-30.0,-15.0,-10.0,,,,-35.0,-32.0,-10.0,,,,-20.0,-32.0
48347,-3.0,-17.0,15.0,-43.0,-24.0,-36.0,-24.0,-8.0,21.0,-52.0,-33.0,-53.0,-12.0,-3.0,22.0,-45.0,-30.0,-42.0
48349,-18.0,-7.0,16.0,-40.0,-32.0,-40.0,10.0,-47.0,18.0,-56.0,-32.0,-55.0,27.0,-36.0,19.0,-58.0,-34.0,-49.0
48351,0.0,,,,-35.0,,-2.0,,,,-40.0,,-2.0,,,,-53.0,
48353,-10.0,,,-31.0,-18.0,-36.0,-12.0,,,-36.0,-19.0,-40.0,-12.0,,,-37.0,-20.0,-35.0
48355,-25.0,-40.0,13.0,-45.0,-34.0,-46.0,-22.0,-38.0,13.0,-43.0,-37.0,-45.0,-9.0,-37.0,14.0,-42.0,-36.0,-43.0
48357,-14.0,,,,-26.0,-44.0,-14.0,,,,-30.0,-41.0,-14.0,,,,-33.0,-41.0
48359,,,,-5.0,,,,,,-16.0,,,,,,-13.0,,
48361,-18.0,-38.0,11.0,-37.0,-32.0,-35.0,-11.0,-36.0,15.0,-44.0,-33.0,-37.0,6.0,-52.0,14.0,-38.0,-30.0,-23.0
48363,-1.0,,8.0,-34.0,-29.0,-19.0,-3.0,,8.0,-58.0,-28.0,-31.0,-3.0,,8.0,-50.0,-29.0,-25.0
48365,0.0,,,-22.0,-28.0,-21.0,-19.0,,,-34.0,-41.0,-38.0,-19.0,,,-53.0,-29.0,-38.0
48367,-15.0,2.0,10.0,-32.0,-35.0,-35.0,-15.0,-30.0,12.0,-34.0,-38.0,-45.0,-6.0,-41.0,14.0,-42.0,-34.0,-39.0
48369,-10.0,,,,-23.0,,-4.0,,,,-21.0,,-4.0,,,,-21.0,
48371,-17.0,,,-22.0,-20.0,-33.0,-28.0,,,-29.0,-24.0,-39.0,-28.0,,,-30.0,-31.0,-39.0
48373,-14.0,-7.0,10.0,-41.0,-36.0,-36.0,-16.0,-38.0,13.0,-50.0,-35.0,-39.0,2.0,-24.0,15.0,-43.0,-29.0,-27.0
48375,-13.0,2.0,9.0,-17.0,-26.0,-41.0,-16.0,-23.0,10.0,-30.0,-31.0,-48.0,-3.0,-4.0,11.0,-25.0,-27.0,-45.0
48377,-38.0,,,,-35.0,-69.0,-42.0,,,,-43.0,-52.0,-42.0,,,,-60.0,-52.0
48379,-8.0,,,,-20.0,-22.0,-25.0,,,,-29.0,-53.0,-25.0,,,,-22.0,-53.0
48381,-17.0,-24.0,9.0,,-30.0,-34.0,-19.0,-44.0,11.0,-25.0,-36.0,-37.0,-4.0,-37.0,11.0,-25.0,-30.0,-36.0
48383,-2.0,,,-15.0,,,-22.0,,,-38.0,,,-22.0,,,-46.0,,
48385,,,,,,,-38.0,,,,,,-38.0,,,,,
48387,16.0,,,,-23.0,-2.0,4.0,,,,-28.0,-54.0,4.0,,,,-37.0,-54.0
48389,-19.0,,,-8.0,-12.0,-39.0,-16.0,,,-20.0,-10.0,-39.0,-26.0,,,-35.0,-17.0,-45.0
48391,-43.0,,,-43.0,-31.0,-67.0,-44.0,,,-52.0,-29.0,-69.0,-44.0,,,-57.0,-44.0,-69.0
