FIPS,Total population,Male,Female,Under 5 years,5 to 9 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),16 years and over,18 years and over,62 years and over,65 years and over,18 years and over!!Male,18 years and over!!Female,65 years and over!!Male,65 years and over!!Female,One race,Two or more races,Exclusively White,Exclusively Black or African American,Margin of Error!!Exclusively Black or African American,Exclusively American Indian and Alaska Native,Exclusively American Indian and Alaska Native!!Cherokee tribal grouping,Exclusively American Indian and Alaska Native!!Chippewa tribal grouping,Exclusively American Indian and Alaska Native!!Navajo tribal grouping,Exclusively American Indian and Alaska Native!!Sioux tribal grouping,Exclusively Asian,Exclusively Asian!!Asian Indian,Exclusively Asian!!Chinese,Exclusively Asian!!Filipino,Exclusively Asian!!Japanese,Exclusively Asian!!Korean,Exclusively Asian!!Vietnamese,Exclusively Asian!!Other Asian,Exclusively Native Hawaiian and Other Pacific Islander,Exclusively Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Exclusively Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Exclusively Native Hawaiian and Other Pacific Islander!!Samoan,Exclusively Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Exclusively Some other race,Interracial White and Black or African American,Interracial White and American Indian and Alaska Native,Interracial White and Asian,Interracial Black or African American and American Indian and Alaska Native,Total White,Total Black or African American,Total American Indian and Alaska Native,Total Asian,Total Native Hawaiian and Other Pacific Islander,Total Some other race,Hispanic or Latino (of any race),Hispanic or Latino (of any race)!!Mexican,Hispanic or Latino (of any race)!!Puerto Rican,Hispanic or Latino (of any race)!!Cuban,Hispanic or Latino (of any race)!!Other Hispanic or Latino,Not Hispanic or Latino,Not Hispanic or Latino!!White alone,Not Hispanic or Latino!!Black or African American alone,Not Hispanic or Latino!!American Indian and Alaska Native alone,Not Hispanic or Latino!!Asian alone,Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino!!Some other race alone,Not Hispanic or Latino!!Two or more races,Not Hispanic or Latino!!Interracial Two races including Some other race,"Not Hispanic or Latino!!Interracial Two races excluding Some other race, and Three or more races",Total housing units
6061,393149,193296,199853,20248,25087,20967,42313,50977,52876,26922,26373,43316,24310,9123,42.3,317755,306027,92532,76749,147757,158270,34453,42296,375039,18110,322796,6738,1119,2028,0,0,0,0,30817,9822,5139,6739,1349,1645,2856,3267,667,0,0,0,0,11993,2471,3540,7641,149,339820,10757,6465,40037,1803,13722,56026,40865,1689,1095,12377,337123,282545,6738,1776,30547,667,755,14095,33,14062,167122
6065,2450758,1221553,1229205,158411,168165,168706,342125,314730,305460,151371,129839,200679,109456,42890,35.8,1907979,1834631,430696,353025,906995,927636,161202,191823,2347316,103442,1486443,160065,5285,17330,1153,147,333,712,163182,10961,25063,68163,6459,11719,18044,22773,7783,1179,2005,933,3666,512513,18401,13459,23200,876,1572247,190762,38186,200493,16901,545759,1214445,1085836,15658,8542,104409,1236313,844367,150753,11569,158705,6288,7506,57125,3841,53284,848646
6067,1540975,752842,788133,98854,97945,96515,241376,205883,191894,95497,93133,128232,61706,27506,36.4,1215153,1177064,272495,217444,567437,609627,93987,123457,1424700,116275,874105,152261,4606,11548,572,0,723,42,248351,41913,48022,52465,10943,5962,32093,56953,18375,1240,1523,713,14899,120060,23271,13106,35743,3331,970226,193295,35147,302991,29491,141148,361318,297876,14316,1848,47278,1179657,679244,147050,4903,244175,17638,4248,82399,1663,80736,574471
6071,2171603,1081214,1090389,154707,156947,164029,331736,281377,264742,130702,114827,153354,72061,25753,33.6,1662442,1599324,313895,251168,788308,811016,113024,138144,2066455,105148,1320579,178755,5550,19292,1715,37,1071,217,157436,13656,40549,46824,4747,16415,12941,22304,6908,1179,2489,2024,1216,383485,25047,14406,18589,1968,1410943,217900,43999,187242,13007,414805,1171925,981589,20368,8233,161735,999678,604263,170058,7899,152494,6321,3280,55363,2528,52835,725921
6073,3343364,1682808,1660556,207770,192183,252462,551187,447365,413803,204120,191483,272301,138440,59080,36.1,2695957,2620956,582355,469821,1313204,1307752,209120,260701,3168965,174399,2373583,171408,4175,20446,988,86,736,116,401745,41670,67377,162284,19977,20130,55935,34372,13943,2913,7286,2540,1204,187840,26687,15667,64209,1405,2525178,216367,45359,493938,32624,221864,1135348,1010075,25011,7196,93066,2208016,1506449,159725,13878,392916,12823,5189,117036,2005,115031,1224390
6075,883305,450985,432320,39618,29690,46479,207779,139659,115224,48637,53138,76622,38664,22842,38.3,776750,764621,167289,138128,390214,374407,62510,75618,825765,57540,400727,45886,2178,2308,0,0,0,0,302795,21970,189884,35030,9425,12238,15753,18495,2126,0,0,0,0,71923,6665,3843,25467,469,449105,57673,8756,339207,9027,82933,134664,70955,5043,1770,56896,748641,353507,43953,1187,301051,2085,3259,43599,1667,41932,401478
6077,752660,374647,378013,52947,57407,51560,105657,97658,92256,41740,42469,56724,28189,10931,34.5,571146,548344,121700,95844,269957,278387,42392,53452,668119,84541,436288,54996,2282,4560,0,0,0,0,120792,20524,10298,35924,3457,1594,7122,41873,4351,0,0,0,0,47132,5283,42964,10269,1671,511462,69851,58504,143682,10942,54812,315571,286091,4370,610,24500,437089,233360,52745,1281,118346,4023,1028,26306,537,25769,245561
6079,284010,143754,140256,13213,12615,30716,32991,30489,30268,18654,20083,35423,15668,6503,39.6,240351,234335,70096,57594,118287,116048,26764,30830,272337,11673,248227,5123,1020,1731,0,0,0,0,10265,517,2391,3049,617,1456,1087,1148,235,0,0,0,0,6756,1731,2180,3711,64,258246,7867,4232,15650,1705,8619,64774,57709,562,350,6153,219236,194417,4709,1366,9749,235,714,8046,313,7733,122971
6081,769545,381684,387861,43019,43705,40911,114903,110968,106201,51485,48096,69894,35376,18768,39.9,628294,611068,152539,124038,299865,311203,54381,69657,720680,48865,385286,16374,1667,3089,0,0,0,0,226445,20487,98173,75432,7194,6566,3656,14937,8787,209,1221,1611,5746,80699,4800,2767,21159,518,427169,25964,8736,256121,15971,90565,187110,113446,3569,1483,68612,582435,295149,15601,1604,224111,8478,4817,32675,1208,31467,279468
6083,446527,223408,223119,27464,26578,47576,59576,50626,48111,25552,24900,37583,21181,9638,34.0,358433,347196,82955,68402,172828,174368,30733,37669,426363,20164,349976,9371,861,6202,0,0,0,0,24922,2487,7541,7347,2619,1065,1862,2001,500,0,0,0,0,35392,1555,3470,7475,68,367122,12753,11881,34484,2376,40245,204686,183339,2515,1097,17735,241841,195842,9100,2380,23802,129,834,9754,198,9556,158315
6085,1937570,982419,955151,114873,110532,120084,313724,279888,266453,120114,108338,145646,78089,37517,37.2,1560706,1513835,324601,261252,765037,748798,116329,144923,1837620,99950,859705,49486,2260,8791,415,99,261,57,721307,188861,212404,87047,27001,32255,134705,39034,6751,1200,2563,1088,1900,191580,7729,11732,46956,1218,942586,63216,26182,785222,17173,210812,490505,407165,11589,3087,68664,1447065,599193,46971,2953,717418,5970,4434,70126,3735,66391,678530
6087,274255,134866,139389,13667,14699,26705,33697,31830,33369,18002,18526,29453,12061,3835,37.9,227759,221638,56790,45349,107985,113653,21079,24270,261200,13055,201567,2874,875,954,0,0,0,0,13521,1209,3962,2765,2036,605,792,2152,388,0,0,0,0,41896,1603,2532,3734,130,212757,5198,4574,18641,1762,45501,93439,83396,1395,201,8447,180816,155302,2721,436,12915,119,618,8705,347,8358,106718
6089,180040,88679,91361,9933,11842,10406,22402,20206,20670,12905,13791,21481,11594,3952,41.5,145037,141456,45457,37027,68699,72757,16941,20086,172328,7712,153562,2080,585,4384,0,0,0,0,5654,981,501,626,141,482,1380,1543,341,0,0,0,0,6307,1160,3914,851,0,160377,3596,8371,7381,1058,7172,18560,14681,439,48,3392,161480,142589,2035,3662,5654,332,410,6798,269,6529,79187
6095,446610,222472,224138,26794,26912,27916,65529,56418,55683,30130,30533,42750,19036,8811,38.5,357799,347379,86721,70597,171427,175952,31322,39275,414975,31635,237882,59795,2532,2524,0,0,0,0,70209,5665,5373,47758,2343,1652,1935,5483,4869,312,1326,2709,522,39696,8226,2692,10597,362,263761,72516,7316,86477,7774,43303,119970,93551,5560,984,19875,326640,166525,57841,2079,67945,4514,2563,25173,504,24669,158815
6097,499942,243952,255990,24591,27576,27975,62547,63735,63949,36261,36355,60222,25828,11980,42.4,413471,401685,118728,98030,193986,207699,43522,54508,474360,25582,369293,8049,1765,5039,0,0,0,0,21637,2545,4041,4260,1986,1960,2846,3999,1176,0,0,0,0,69166,3645,4893,6250,104,391092,13048,13672,30671,3961,75637,135779,114330,2598,553,18298,364163,313990,7319,2321,20826,935,1139,17633,825,16808,205247
6099,549815,272319,277496,38528,40377,37796,78160,71804,64510,33245,28570,43137,20813,8557,34.5,418513,401014,89855,72507,196314,204700,31958,40549,525755,24060,434015,16865,1625,5011,0,0,0,0,28148,6388,2920,5438,2976,218,2518,7690,4616,634,892,979,2111,37100,1477,4045,7963,286,453797,20522,12284,40705,7057,43938,258334,236033,3292,298,18711,291481,225566,15920,2862,27668,4358,1314,13793,375,13418,182305
6101,96807,47630,49177,6653,7334,5618,14323,11577,11212,5268,6474,7747,4847,2269,35.7,74492,71824,18537,14863,34977,36847,6562,8301,89830,6977,66617,2001,318,888,0,0,0,0,13831,0,0,0,0,0,0,0,1399,0,0,0,0,5094,1223,1586,720,0,71990,4126,3359,16439,2794,6435,30526,27001,309,155,3061,66281,43853,2001,672,13831,1399,267,4258,292,3966,34475
6107,465861,234322,231539,35499,40991,32982,65271,59236,51088,22936,24067,31035,15293,6294,31.4,339624,322871,66605,52622,160035,162836,23626,28996,448229,17632,332150,8947,1922,4550,0,0,0,0,17675,2944,1364,6339,957,541,179,5351,711,0,0,0,0,84196,1187,5506,1424,286,345894,10971,12319,22126,1195,92355,303657,292418,1488,505,9246,162204,130322,6064,1387,16569,693,1396,5773,235,5538,150217
6111,850967,420907,430060,49716,54227,57191,114056,106498,111368,61658,50837,76060,37631,18528,38.4,679810,656509,160620,132219,322092,334417,59007,73212,811861,39106,685974,14696,1512,5106,0,0,0,0,64523,13703,11268,19050,3959,4947,7230,4366,1632,245,425,664,298,39930,5704,9185,10342,0,720716,23321,17543,79842,4488,48334,366098,328867,2650,1270,33311,484869,382254,14111,2066,63355,1437,791,20855,539,20316,290984
6113,220408,107008,113400,12882,12582,31778,28702,25985,23215,11640,11078,15764,7868,3545,31.1,178782,173510,33631,27177,83532,89978,12244,14933,204962,15446,158000,6684,1629,925,0,0,0,0,31615,5581,13112,2683,2359,2285,1277,4318,1102,0,0,0,0,6636,1646,3568,6283,44,172252,9195,5043,40058,2918,8023,70262,59023,876,1104,9259,150146,101602,5527,375,31243,1102,254,10043,167,9876,78527
6115,78041,39819,38222,5920,5294,5223,12263,9488,8455,4392,5607,5796,2558,1029,33.8,59048,56780,12898,9383,28463,28317,4222,5161,72780,5261,60004,2132,717,1513,0,0,0,0,5721,0,0,0,0,0,0,0,1025,0,0,0,0,2385,1581,1603,249,234,64633,4742,3644,6229,1458,3252,22428,0,0,0,0,55613,42283,2090,1010,5626,1025,0,3579,232,3347,28688
8001,511868,258354,253514,36106,36175,32517,83714,75370,63044,31568,24442,33327,15043,4739,34.0,392240,376093,67694,53109,189074,187019,23590,29519,481994,29874,416894,16804,1684,5317,280,145,761,48,18457,1998,1754,2743,637,1338,4188,5799,362,0,0,0,0,24160,5666,10792,6467,272,444940,24447,17715,26475,1228,28751,207046,171224,3344,1117,31361,304822,253015,15758,2443,18387,362,749,14108,505,13603,175623
8005,651215,323168,328047,40002,45381,39638,102156,93114,84990,41200,38444,53847,21450,9712,36.9,516120,498554,107357,85009,244968,253586,37539,47470,618592,32623,469233,73002,4184,5249,526,0,510,633,38778,9956,6844,2126,1436,7530,4261,6625,1526,0,0,0,0,30804,10165,3581,8407,347,496899,88646,10910,50756,3521,36915,126911,83932,7498,1058,34423,524304,388194,68094,2743,38609,1485,1841,23338,627,22711,254250
8013,326078,163621,162457,14478,17138,32819,46112,40454,41905,19776,21883,28746,11421,5866,36.6,271260,263938,58643,46033,132492,131446,21161,24872,313940,12138,286455,3185,1095,1804,0,0,0,0,14360,3298,5130,598,814,1973,783,1764,117,0,0,0,0,8019,1214,1954,5379,76,298159,5782,5467,20327,543,9909,45370,36268,941,593,7568,280708,252290,2697,1361,14360,66,253,9681,544,9137,137465
8014,69267,34710,34557,3761,4230,3043,10986,10576,9828,5133,3131,5724,3085,809,37.5,55648,53400,11698,9618,26682,26718,4156,5462,67569,1698,60869,1103,243,196,0,0,0,0,4951,1341,1066,240,231,345,305,1423,0,0,0,0,0,450,0,0,0,0,62503,1334,302,6006,0,820,8730,0,0,0,0,60537,52849,1103,96,4951,0,40,1498,263,1235,28935
8031,716492,358836,357656,42755,39822,42638,167260,114707,82846,36433,34337,51845,22718,9433,34.6,590285,576793,103977,83996,288230,288563,36805,47191,686944,29548,544519,64199,3478,6686,204,126,494,304,26827,4640,5485,2389,1820,2454,5980,4059,1213,0,0,0,0,43500,8659,4702,7002,704,570665,76852,15005,36033,2330,48315,212562,162891,4425,1638,43608,503930,388778,60726,3508,26332,1109,1604,21873,1139,20734,330884
8035,342776,171478,171298,20193,23925,17236,38066,51438,55309,24119,19583,25884,10289,3749,39.1,266177,253798,50477,39922,125272,128526,18482,21440,332544,10232,305784,5180,965,1497,0,0,0,0,16299,6139,3362,1998,464,1100,1495,1741,87,0,0,0,0,3697,977,1507,5501,86,314710,6430,3651,23122,0,5268,30763,20232,2287,1716,6528,312013,280060,5099,1065,15885,87,1279,8538,636,7902,128744
8041,713856,360752,353104,48241,48035,57329,114785,90568,83879,44027,39489,56961,23642,10794,34.3,560356,541794,114214,91397,273053,268741,41044,50353,669019,44837,568933,45510,2973,5466,798,0,867,226,20891,2460,2708,4482,1257,4225,1830,3929,2548,889,999,115,545,25671,12025,7502,8995,490,611185,62004,16338,34413,6244,34936,124622,79168,10021,2805,32628,589234,490508,43624,2645,20429,1937,890,29201,274,28927,275393
8059,580233,288616,291617,30113,32005,32720,85706,79940,75593,41960,41607,58442,25230,11847,40.3,478957,465715,118125,95519,230356,235359,42948,52571,565579,14654,524901,6402,880,4120,98,90,678,1176,18397,2508,3852,2002,1335,1586,4321,2793,89,0,0,0,0,11670,3768,3633,3021,0,538392,11114,9357,23040,1361,13558,89889,61346,1747,1102,25694,490344,451104,5829,3117,18056,89,1607,10542,445,10097,243016
8069,350518,174084,176434,18305,17871,35528,52464,43058,38390,21485,22277,34255,15220,5527,36.4,288748,281520,67584,55002,139260,142260,25162,29840,337842,12676,320513,3523,736,1972,0,0,0,0,7779,2187,1389,743,527,1033,741,1159,214,0,0,0,0,3841,2114,3597,3260,262,331801,6442,6779,12195,1179,5786,40855,30533,1220,470,8632,309663,288081,3222,1276,7686,214,898,8286,213,8073,151840
8077,153207,74894,78313,8479,11019,9896,18758,18334,17734,10989,10056,16525,8326,3950,41.0,123093,119498,34854,28801,57865,61633,13200,15601,150431,2776,143773,1426,766,2200,0,0,0,0,1956,0,0,0,0,0,0,0,14,0,0,0,0,1062,694,681,387,72,146202,2219,3489,2562,0,1758,22657,13603,1151,336,7567,130550,124158,1160,1374,1956,14,77,1811,87,1724,67215
8101,167529,81804,85725,9603,9595,10044,21666,20602,19705,10331,11946,17912,9020,3900,39.4,134639,130043,38343,30832,62809,67234,13778,17054,161491,6038,137420,3615,635,5493,0,0,0,0,1342,88,170,149,270,352,0,313,79,0,0,0,0,13542,1228,1805,511,0,142788,5351,8049,2790,902,14817,72189,52355,1070,139,18625,95340,86854,3124,1053,926,0,292,3091,102,2989,71451
8123,314305,158125,156180,22829,23008,19518,47414,42688,38072,16632,19588,24051,10092,4080,34.6,240422,231808,49829,38223,115425,116383,17671,20552,304629,9676,284731,4398,681,1447,0,0,0,0,4725,154,484,420,328,205,850,2284,1069,0,0,0,0,8259,971,2975,1276,157,293400,6217,5857,6682,1709,11349,93184,79805,785,681,11913,221121,205376,4143,919,4515,986,205,4977,119,4858,112472
9001,943823,459662,484161,51774,55583,59920,107630,117323,138237,69219,63581,82023,45911,21890,40.8,758754,731833,187586,149824,351628,380205,64953,84871,913246,30577,672515,108358,3869,2417,0,0,0,0,52072,21819,13491,2402,1691,2539,2197,7933,494,0,0,0,0,77390,12540,1728,6481,221,699201,124714,6113,60454,840,85066,190436,20503,55886,4138,109909,753387,576736,100240,1309,51812,244,5243,17803,1521,16282,374480
9003,892697,434366,458331,47757,48336,57215,118211,110083,119693,64672,59206,84582,45558,22534,40.3,730504,705394,187468,152674,338830,366564,65168,87506,859223,33474,632985,125302,4052,2111,0,0,0,0,49780,27203,5907,1632,435,1326,3106,10171,477,0,0,0,0,48568,14495,2516,4216,781,659474,147938,7952,58037,1609,55261,164732,11003,114080,2702,36947,727965,539787,114908,1041,49654,0,2274,20301,1666,18635,380441
9005,181111,89654,91457,7473,9487,10084,18221,19623,26689,15595,16457,22325,11212,4360,47.6,152876,148104,47152,37897,72577,75527,17677,20220,176147,4964,166880,3296,708,284,0,0,0,0,2813,0,0,0,0,0,0,0,0,0,0,0,0,2874,660,805,1522,453,170325,4740,1677,4656,0,4208,12180,520,5157,396,6107,168931,159185,2804,221,2813,0,128,3780,372,3408,88402
9007,162682,78396,84286,6269,9482,10690,18545,18147,23618,12571,13804,18512,9591,4339,45.6,137651,133904,40406,32442,64167,69737,14381,18061,159503,3179,142250,10306,1269,174,0,0,0,0,5421,2564,997,319,290,46,218,987,46,0,0,0,0,1306,774,536,852,0,145304,11256,864,6659,0,2147,10462,705,6347,280,3130,152220,136009,9059,0,5092,0,164,1896,25,1871,76547
9009,857620,412943,444677,43987,43761,58809,115098,100495,114724,59073,60768,83150,43029,22610,40.5,705905,684308,183084,148789,324421,359887,63580,85209,831984,25636,624693,120459,3955,2541,0,0,0,0,35199,12807,7914,1634,1182,3639,2655,5368,0,0,0,0,0,49092,10292,2314,3618,980,644148,136387,6858,41131,1659,55054,159804,18230,89021,3302,49251,697816,532314,110050,987,34946,0,2945,16574,1732,14842,367766
9011,266784,133585,133199,12752,12786,19144,35545,29044,36697,19971,19939,27351,14848,6115,42.4,221413,215051,59891,48314,107319,107732,22128,26186,250118,16666,212183,17171,2545,1346,0,0,0,0,11344,2400,3894,2904,319,803,378,646,0,0,0,0,0,8074,4277,4796,1968,872,226489,26154,9692,13764,0,9895,29186,2145,13564,400,13077,237598,200244,13732,1039,11316,0,542,10725,261,10464,123618
9013,150921,75123,75798,6271,6445,16266,19532,15488,19081,10543,9998,14080,7054,3147,36.7,128217,124718,30641,24281,62053,62665,11473,12808,147197,3724,132634,4158,761,232,0,0,0,0,7604,0,0,0,0,0,0,0,0,0,0,0,0,2569,2000,477,180,0,136358,6167,1278,8344,0,2925,8633,1308,4553,628,2144,142288,127222,4106,200,7604,0,0,3156,0,3156,60041
9015,117027,56804,60223,4941,5999,7718,15109,14370,15903,8876,8870,11037,5188,2701,41.0,98186,94287,23862,18926,46143,48144,8512,10414,113857,3170,103996,2502,546,402,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,5335,784,773,465,74,106552,4157,1447,2267,0,5962,14377,0,0,0,0,102650,96139,2265,308,1622,0,91,2225,0,2225,49828
10001,178550,85805,92745,10932,10379,11898,23990,20496,22390,12665,10803,17338,9494,2980,38.1,141800,137905,36324,29812,65216,72689,13200,16612,169594,8956,116529,45522,1826,1556,0,0,0,0,4144,0,0,0,0,0,0,0,106,0,0,0,0,1737,4504,829,1229,472,124330,52096,3845,6016,0,2301,13193,2631,5215,572,4775,165357,108519,43778,729,4071,30,283,7947,27,7920,73086
10003,559335,271116,288219,32177,31169,36356,81197,69112,74341,39316,35968,51061,25867,10165,38.4,453995,439082,108428,87093,210239,228843,37820,49273,546143,13192,353694,144954,2929,1512,0,0,0,0,31543,14169,6531,2233,471,1356,2134,4649,357,0,0,0,0,14083,5447,774,3011,722,365076,152997,3623,35393,459,16030,57481,25765,17356,653,13707,501854,317314,140207,1415,31468,357,187,10906,790,10116,224481
10005,229286,111003,118283,11226,10280,11299,22212,22785,26156,16745,20768,39496,18896,5459,50.6,192504,187034,77006,63851,89726,97308,29959,33892,225606,3680,189558,27118,1185,1329,0,0,0,0,3336,337,201,643,0,474,0,1681,433,0,0,0,0,3832,1510,494,216,207,192495,29868,2547,3766,633,4174,21301,8386,1900,367,10648,207985,172272,26923,1253,3321,433,788,2995,0,2995,141092
11001,702455,334208,368247,45490,32857,52978,163467,105535,75526,36869,33153,48833,25892,10901,33.9,586358,575241,104885,85626,269152,306089,35230,50396,677288,25167,296747,319777,4282,1932,0,0,0,0,27538,6317,8516,3006,1670,3273,1628,3128,397,0,0,0,0,30897,6672,1054,7586,1967,315977,333496,6722,38036,1160,35616,79249,12161,6146,4776,56166,623206,259371,311654,1281,26959,336,3502,20103,1424,18679,319579
12001,269956,131429,138527,13669,15311,38724,44174,31361,24784,15551,13767,22670,10292,4765,31.7,226370,221244,46052,37727,105945,115299,16643,21084,260417,9539,186822,52720,1816,970,0,0,0,0,17015,4846,4045,2444,401,1321,936,3022,284,0,0,0,0,2606,3967,368,2082,515,195104,58710,2084,19926,482,4033,27741,1964,8956,6341,10480,242215,163687,52182,970,17015,284,364,7713,131,7582,118966
12005,185287,91852,93435,11383,11827,11737,24177,23064,23291,13785,13831,18171,9463,3293,39.6,150290,145599,38857,30927,71722,73877,13935,16992,176272,9015,146936,19301,1844,877,0,0,0,0,3867,0,0,0,0,0,0,0,62,0,0,0,0,5229,3275,1746,1910,1111,154396,23991,4114,6052,0,5885,12426,4978,3851,1153,2444,172861,138706,19301,768,3851,0,2292,7943,73,7870,104325
12009,596849,289611,307238,27832,26799,29728,67701,62355,74409,47826,50148,76295,44346,20627,47.2,500565,487222,169932,141268,235294,251928,64689,76579,572413,24436,491473,57559,4388,1788,0,0,0,0,14941,3755,874,4366,3062,390,1092,1402,611,0,0,0,0,6041,11333,2861,5152,344,512583,71966,5457,23487,838,7872,63961,12898,21432,6442,23189,532888,440810,54913,1452,14251,611,1192,19659,916,18743,280390
12011,1951260,950854,1000406,112814,103428,113746,262268,260683,274458,134723,126706,181134,102847,40544,40.4,1585729,1539034,395180,324525,741462,797572,142626,181899,1884545,66715,1161467,562696,7543,6018,0,0,0,0,72663,25103,18168,5165,1671,4247,9673,8636,1816,0,0,0,0,79885,26116,7372,8434,1652,1217972,603161,18577,90871,3456,93754,593733,37193,99104,125867,331569,1357527,689186,540636,3829,71268,1267,12454,38887,2847,36040,826949
12015,184998,90140,94858,6143,5872,6788,14005,12187,20309,14541,17557,39338,24071,10912,59.8,165477,162791,85186,74321,78415,84376,35863,38458,181253,3745,167034,9781,988,224,0,0,0,0,2517,0,0,0,0,0,0,0,215,0,0,0,0,1482,1769,483,702,0,170263,12199,840,3219,0,1998,13711,4139,4622,788,4162,171287,154240,9781,224,2517,215,1087,3223,0,3223,105164
12017,147929,72104,75825,5753,5928,5444,12180,11427,16150,10063,14447,29459,17563,6810,57.2,128567,125980,63023,53832,61363,64617,26184,27648,144743,3186,136707,4284,1293,430,0,0,0,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,1167,1075,599,793,0,139670,5359,1252,2948,0,1746,8800,1993,3227,1696,1884,139129,129632,3801,430,2043,0,616,2607,0,2607,79988
12019,216072,108064,108008,11561,14074,11622,26583,27784,30493,15819,13089,22608,9568,2576,39.6,171552,165718,43022,34752,80882,84836,15952,18800,205914,10158,168786,24859,2515,35,0,0,0,0,5712,0,0,0,0,0,0,0,0,0,0,0,0,6522,3011,1585,2526,0,178288,28480,2305,10231,2090,7129,22335,5713,8590,2260,5772,193737,155363,23310,35,5553,0,202,9274,301,8973,81807
