,Date,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential,FIPS
196,2020-04-05,-61.0,-17.0,-23.166264407707924,-54.06393571220964,-38.0,8.089000455598207,1131
197,2020-04-11,-61.0,2.4569966365034146,-18.76437303587614,-49.547951784157235,-44.0,8.19382487858579,1131
198,2020-03-29,-28.0,1.0,43.550431026782526,-32.42278765088782,-21.0,8.1845180403737,1133
199,2020-04-05,-42.0,-12.0,25.954835431336978,-39.15442469822436,-27.0,8.686817598829613,1133
200,2020-04-11,-42.0,-12.0,20.585103786561408,-36.46327409467308,-23.0,8.976751106923963,1133
201,2020-03-29,-49.0,-28.0,0.0,0.0,-24.0,14.0,2122
202,2020-04-05,-37.0,-15.0,0.0,0.0,-21.0,14.0,2122
203,2020-04-11,-34.0,-8.0,0.0,0.0,-24.0,14.0,2122
204,2020-03-29,-38.0,-13.0,-35.0,-8.0,-27.0,20.0,4001
205,2020-04-05,-38.0,-8.0,-23.0,-16.0,-30.0,17.0,4001
206,2020-04-11,-80.0,-54.0,-59.0,-35.0,-34.0,16.0,4001
207,2020-03-29,-37.0,-21.0,-14.0,-23.0,-29.0,8.0,4003
208,2020-04-05,-41.0,-22.0,-18.0,-30.0,-34.0,9.0,4003
209,2020-04-11,-41.0,-18.0,-44.0,-35.0,-34.0,11.0,4003
210,2020-03-29,-55.0,-24.0,-25.0,-34.0,-38.0,12.0,4005
211,2020-04-05,-59.0,-27.0,-34.0,-36.0,-41.0,13.0,4005
212,2020-04-11,-65.0,-32.0,-46.0,-42.0,-42.0,18.0,4005
213,2020-03-29,-14.0,16.0,95.0,-29.67687847464724,-28.0,11.0,4007
214,2020-04-05,-21.0,9.0,72.0,-36.457544061244796,-32.0,11.0,4007
215,2020-04-11,-26.0,16.0,41.0,-39.74578275921594,-27.0,12.0,4007
216,2020-03-29,-21.0,14.0,-63.0,-26.032237448110838,-19.0,11.0,4009
217,2020-04-05,-17.0,17.0,-63.0,-33.75532216685561,-24.0,12.0,4009
218,2020-04-11,-29.0,12.0,-25.367294218536763,-38.92680634149067,-19.0,11.0,4009
219,2020-03-29,-37.0,-10.0,-49.170625175174955,-24.837420079566808,-28.0,8.911321301574672,4011
220,2020-04-05,-65.0,-13.0,-48.53128451480251,-33.0950448107571,-30.0,9.279422762622293,4011
221,2020-04-11,-65.0,-13.0,-49.53770425703819,-38.26870384959283,-37.0,9.012946887970008,4011
222,2020-03-29,-61.0,-35.0,-54.0,-50.0,-21.0,11.33110821503918,4012
223,2020-04-05,-64.0,-42.0,-65.0,-54.0,-23.0,11.897498367664246,4012
224,2020-04-11,-62.0,-39.0,-67.0,-51.0,-21.0,14.831429623249171,4012
225,2020-03-29,-40.0,-18.0,-6.0,-44.0,-33.0,10.0,4013
226,2020-04-05,-44.0,-21.0,-26.0,-50.0,-38.0,11.0,4013
