,Retail & recreation,Retail & recreation,Grocery & pharmacy,Grocery & pharmacy,Parks,Parks,Transit stations,Transit stations,Workplaces,Workplaces,Residential,Residential
Date,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05
FIPS,,,,,,,,,,,,
21037,-42.0,-48.0,-4.0,-11.0,,,,,-38.0,-43.0,13.0,13.0
21039,,,,,,,,,,-39.0,,
21041,-20.0,-20.0,-18.0,-10.0,,,,,-9.0,-27.0,,
21043,-26.0,-24.0,-6.0,-1.0,,,-13.0,-22.0,-15.0,-13.0,,
21045,0.0,7.0,5.0,15.0,,,,,-38.0,-43.0,,
21047,-21.0,-27.0,-11.0,-1.0,,,-17.0,-24.0,-36.0,-32.0,16.0,18.0
21049,-27.0,-27.0,-8.0,-4.0,,,,,-34.0,-36.0,12.0,12.0
21051,-2.0,8.0,-12.0,2.0,,,,,-24.0,-22.0,,
21053,,,,,,,,,-29.0,-26.0,,
21055,-37.0,-19.0,-2.0,6.0,,,,,-25.0,-30.0,,
21059,-43.0,-48.0,-16.0,-6.0,39.0,34.0,,,-28.0,-31.0,8.0,9.0
21061,,,,,,,,,-35.0,-38.0,,
21065,-26.0,-15.0,-11.0,-4.0,,,,,-34.0,-35.0,,
21067,-45.0,-46.0,-12.0,-7.0,57.0,21.0,-46.0,-44.0,-39.0,-42.0,10.0,11.0
21069,-10.0,-7.0,0.0,13.0,,,,,-39.0,-40.0,,
21071,-22.0,-17.0,-6.0,-5.0,,,,,-25.0,-9.0,,
21073,-32.0,-35.0,-15.0,-7.0,,,,,-36.0,-39.0,18.0,20.0
21075,-16.0,-24.0,-12.0,6.0,,,,,-22.0,-32.0,,
21077,-6.0,-6.0,58.0,58.0,,,-89.0,-89.0,-34.0,-30.0,,
21079,-49.0,-10.0,9.0,19.0,,,,,-34.0,-34.0,,
21081,-27.0,-30.0,-10.0,-7.0,,,,,-42.0,-39.0,1.0,1.0
21083,-21.0,-30.0,-6.0,4.0,,,,,-32.0,-29.0,10.0,10.0
21085,-13.0,-12.0,8.0,24.0,,,,,-36.0,-33.0,,
21087,,,,,,,,,-30.0,-37.0,,
21089,-33.0,-31.0,-5.0,7.0,,,,,-23.0,-32.0,1.0,1.0
21091,,,,,,,,,-32.0,-41.0,,
21093,-39.0,-40.0,-16.0,-11.0,,,-34.0,-29.0,-38.0,-40.0,8.0,9.0
21095,-14.0,-10.0,3.0,15.0,,,,,-4.0,-11.0,,
21097,86.0,-17.0,-49.0,-14.0,,,,,-33.0,-37.0,,
21099,10.0,2.0,3.0,14.0,,,-15.0,-18.0,-30.0,-33.0,,
21101,-21.0,-42.0,23.0,65.0,,,,,-30.0,-35.0,16.0,15.0
21103,-35.0,-37.0,1.0,23.0,,,-26.0,-23.0,-42.0,-35.0,,
21107,-35.0,-34.0,-18.0,-20.0,,,-37.0,-41.0,-31.0,-34.0,15.0,16.0
21109,,,,,,,,,-38.0,-48.0,,
21111,-44.0,-44.0,-10.0,-6.0,83.0,71.0,-37.0,-36.0,-38.0,-39.0,10.0,10.0
21113,-38.0,-37.0,-24.0,-19.0,,,-7.0,-8.0,-39.0,-37.0,17.0,17.0
21115,-22.0,-40.0,-17.0,62.0,,,,,-22.0,-16.0,,
21117,-35.0,-42.0,-8.0,-9.0,108.0,49.0,-2.0,-4.0,-35.0,-39.0,10.0,11.0
21119,,,,,,,,,-35.0,-32.0,,
21121,-20.0,-17.0,-15.0,13.0,,,,,-24.0,-22.0,,
21123,-26.0,-24.0,-5.0,12.0,,,,,-28.0,-25.0,,
21125,-36.0,-40.0,-14.0,-1.0,61.0,71.0,-22.0,-26.0,-30.0,-31.0,14.0,15.0
21127,-28.0,-28.0,-33.0,-28.0,,,,,-20.0,-22.0,,
21133,-12.0,-25.0,-11.0,0.0,,,,,-32.0,-34.0,,
21135,,,-14.0,-14.0,,,,,-22.0,-20.0,,
21137,-12.0,-12.0,16.0,38.0,,,,,-29.0,-31.0,,
21139,,,4.0,17.0,,,,,-34.0,-28.0,,
21141,-16.0,-17.0,-5.0,12.0,,,,,-23.0,-25.0,,
21143,-33.0,-43.0,,,,,,,-29.0,-29.0,,
21145,-40.0,-46.0,-13.0,-9.0,-24.0,-22.0,-15.0,-25.0,-34.0,-36.0,16.0,16.0
21147,-21.0,-14.0,5.0,15.0,,,,,-33.0,-24.0,,
21149,,,,,,,,,-27.0,-29.0,,
21151,-40.0,-41.0,-15.0,-6.0,,,-8.0,-24.0,-41.0,-41.0,8.0,9.0
21155,-12.0,-24.0,-4.0,3.0,,,,,-34.0,-22.0,,
21157,-24.0,-32.0,7.0,5.0,,,-16.0,-21.0,-30.0,-33.0,9.0,9.0
21161,-23.0,-30.0,,,,,,,-20.0,-22.0,,
21163,-26.0,-20.0,4.0,8.0,,,,,-29.0,-36.0,8.0,8.0
21165,,,,,,,,,-38.0,-41.0,,
21167,-25.0,-26.0,-9.0,-9.0,,,,,-28.0,-30.0,,
21169,,,-16.0,-16.0,,,,,-36.0,-36.0,,
21171,-16.0,-7.0,,,,,,,-33.0,-34.0,,
21173,-28.0,-23.0,-3.0,10.0,,,-8.0,-15.0,-23.0,-30.0,-3.0,-3.0
21175,-59.0,-59.0,,,,,,,-34.0,-34.0,,
21177,-26.0,-27.0,-2.0,15.0,,,,,-30.0,-30.0,,
21179,-29.0,-30.0,-15.0,-8.0,,,,,-35.0,-36.0,17.0,17.0
21181,,,,,,,,,-43.0,-50.0,,
21183,-18.0,-23.0,8.0,29.0,,,-34.0,-48.0,-27.0,-22.0,,
21185,-36.0,-36.0,-6.0,19.0,,,,,-41.0,-42.0,24.0,24.0
21187,,,,,,,,,-41.0,-44.0,,
21191,-4.0,0.0,-19.0,-12.0,,,,,-35.0,-22.0,,
21193,-30.0,-37.0,-12.0,-5.0,,,,,-18.0,-25.0,,
21195,-35.0,-42.0,-12.0,-3.0,,,,,-25.0,-24.0,,
21197,1.0,0.0,-4.0,-2.0,,,,,-37.0,-35.0,,
21199,-34.0,-37.0,-22.0,-11.0,,,,,-36.0,-36.0,15.0,15.0
21203,-53.0,-43.0,-21.0,-4.0,,,,,-24.0,-24.0,,
21205,-26.0,-34.0,1.0,8.0,,,,,-28.0,-28.0,,
21207,-22.0,-20.0,10.0,23.0,,,,,-32.0,-35.0,,
21209,-38.0,-41.0,-23.0,-22.0,,,-25.0,-34.0,-42.0,-43.0,23.0,24.0
21211,-38.0,-39.0,-4.0,-2.0,,,-35.0,-38.0,-45.0,-44.0,18.0,19.0
21213,-22.0,-27.0,-8.0,-2.0,,,-25.0,-38.0,-31.0,-36.0,,
21215,-25.0,-20.0,6.0,6.0,,,,,-40.0,-45.0,,
21217,-33.0,-28.0,-5.0,28.0,,,,,-22.0,-32.0,,
21219,-48.0,-52.0,0.0,15.0,,,,,-32.0,-36.0,,
21221,-27.0,-33.0,-2.0,17.0,,,,,-35.0,-41.0,,
21223,,,,,,,,,-36.0,-40.0,,
21225,-19.0,-23.0,-10.0,6.0,,,,,-44.0,-49.0,,
21227,-42.0,-42.0,-23.0,-19.0,-26.0,-14.0,-22.0,-4.0,-37.0,-36.0,10.0,10.0
21229,-33.0,-29.0,,,,,,,-44.0,-45.0,,
21231,-8.0,-11.0,-21.0,-11.0,,,,,-29.0,-30.0,,
21233,,-34.0,-8.0,10.0,,,,,-25.0,-34.0,,
21235,-33.0,-37.0,3.0,6.0,,,-4.0,-13.0,-26.0,-29.0,-3.0,-3.0
21239,-33.0,-26.0,-17.0,-21.0,,,,,-30.0,-34.0,,
22001,-24.0,-27.0,-5.0,11.0,,,-36.0,-46.0,-21.0,-30.0,15.0,16.0
22003,-34.0,-35.0,-19.0,-10.0,,,,,-33.0,-41.0,,
22005,-45.0,-46.0,-21.0,-7.0,,,,,-34.0,-36.0,15.0,16.0
22007,,,-8.0,-3.0,,,,,-36.0,-27.0,,
22009,-24.0,-16.0,-8.0,-1.0,,,,,-32.0,-33.0,-2.0,-2.0
22011,-29.0,-27.0,-10.0,-7.0,,,,,-31.0,-35.0,3.0,3.0
22013,-41.0,-44.0,-15.0,-8.0,,,,,-32.0,-34.0,,
22015,-49.0,-52.0,-19.0,-15.0,4.0,-8.0,-30.0,-47.0,-37.0,-39.0,12.0,13.0
22017,-36.0,-42.0,-9.0,-7.0,-14.0,-29.0,-31.0,-45.0,-32.0,-37.0,10.0,11.0
22019,-40.0,-40.0,-19.0,-16.0,-6.0,-18.0,-38.0,-46.0,-34.0,-37.0,11.0,12.0
22021,-25.0,-13.0,,,,,,,-29.0,-33.0,,
22023,,,10.0,10.0,,,,,-17.0,-23.0,,
22025,-64.0,-64.0,-20.0,-24.0,,,,,-38.0,-35.0,,
22027,-49.0,-41.0,-18.0,-14.0,,,,,-31.0,-31.0,,
22029,-23.0,-24.0,-16.0,-16.0,,,,,-20.0,-27.0,,
22031,-13.0,-22.0,-16.0,-12.0,,,-35.0,-40.0,-24.0,-31.0,,
22033,-48.0,-46.0,-16.0,-8.0,-26.0,-20.0,-44.0,-46.0,-34.0,-36.0,12.0,12.0
22037,-23.0,-23.0,-9.0,-3.0,,,,,-35.0,-36.0,,
22039,-16.0,-36.0,-4.0,1.0,,,,,-25.0,-27.0,,
22041,-28.0,-25.0,-8.0,3.0,,,,,-22.0,-26.0,,
22043,,,-13.0,17.0,,,,,-20.0,-33.0,,
22045,-26.0,-24.0,-11.0,0.0,-30.0,-34.0,,,-23.0,-26.0,16.0,16.0
22047,-29.0,-24.0,-4.0,0.0,,,-43.0,-45.0,-30.0,-36.0,,
22049,-19.0,-21.0,-8.0,-5.0,,,,,-30.0,-26.0,,
22051,-49.0,-49.0,-20.0,-12.0,-1.0,-12.0,-84.0,-88.0,-44.0,-44.0,14.0,14.0
22053,-40.0,-45.0,-12.0,-7.0,,,-47.0,-56.0,-33.0,-29.0,-1.0,-1.0
22055,-44.0,-45.0,-22.0,-16.0,15.0,14.0,-42.0,-48.0,-31.0,-35.0,11.0,11.0
22057,-23.0,-34.0,-13.0,-10.0,,,-36.0,-48.0,-25.0,-30.0,12.0,17.0
22059,-27.0,-36.0,-9.0,2.0,,,,,-31.0,-25.0,,
22061,-53.0,-60.0,-26.0,-15.0,,,,,-38.0,-40.0,9.0,9.0
22063,-40.0,-39.0,-12.0,-3.0,-13.0,6.0,-16.0,-16.0,-32.0,-34.0,10.0,10.0
22065,-17.0,-14.0,-8.0,6.0,,,-37.0,-47.0,-20.0,-18.0,,
22067,-24.0,-20.0,-8.0,-9.0,,,,,-23.0,-19.0,,
22069,-33.0,-39.0,-24.0,-16.0,,,,,-30.0,-34.0,6.0,6.0
22071,-71.0,-72.0,-35.0,-30.0,-55.0,-52.0,-59.0,-58.0,-54.0,-54.0,16.0,16.0
22073,-41.0,-43.0,-15.0,-10.0,-24.0,-66.0,-27.0,-39.0,-29.0,-28.0,9.0,9.0
22075,-39.0,-35.0,-21.0,-14.0,-31.0,-31.0,,,-25.0,-37.0,,
22077,-15.0,-18.0,-12.0,-3.0,,,,,-16.0,-19.0,,
22079,-40.0,-39.0,-15.0,-8.0,-2.0,-21.0,-55.0,-55.0,-30.0,-29.0,10.0,10.0
22081,-42.0,-58.0,,,,,,,-26.0,-28.0,,
22083,-24.0,-28.0,-10.0,1.0,,,-25.0,-29.0,-16.0,-16.0,,
22085,-16.0,-23.0,-6.0,-15.0,,,,,-23.0,-35.0,,
22087,-31.0,-27.0,1.0,19.0,-21.0,-16.0,,,-35.0,-36.0,23.0,21.0
22089,-39.0,-40.0,-13.0,-9.0,,,-18.0,-16.0,-35.0,-34.0,22.0,23.0
22091,,,-20.0,-20.0,,,,,-35.0,-33.0,,
22093,-46.0,-13.0,-11.0,-4.0,,,,,-17.0,-29.0,,
22095,-34.0,-37.0,-3.0,-1.0,-67.0,-62.0,-51.0,-39.0,-37.0,-39.0,22.0,23.0
22097,-28.0,-36.0,-16.0,1.0,,,-40.0,-50.0,-28.0,-24.0,14.0,15.0
22099,-34.0,-36.0,-14.0,-4.0,-10.0,-10.0,-45.0,-40.0,-29.0,-31.0,19.0,16.0
22101,-31.0,-35.0,-11.0,-3.0,,,-43.0,-46.0,-33.0,-31.0,15.0,15.0
22103,-45.0,-46.0,-19.0,-13.0,3.0,-7.0,-21.0,-17.0,-35.0,-35.0,11.0,12.0
22105,-35.0,-34.0,-6.0,-4.0,-20.0,-34.0,-17.0,-29.0,-32.0,-33.0,10.0,10.0
22109,-43.0,-45.0,-12.0,-6.0,25.0,21.0,-42.0,-39.0,-32.0,-33.0,9.0,10.0
22111,-22.0,-28.0,6.0,13.0,,,,,-31.0,-31.0,,
22113,-21.0,-24.0,-3.0,7.0,,,,,-29.0,-27.0,16.0,16.0
22115,-32.0,-32.0,-21.0,-9.0,,,,,-34.0,-38.0,19.0,19.0
22117,-21.0,-28.0,-1.0,13.0,,,,,-20.0,-15.0,2.0,2.0
22119,-27.0,-31.0,-19.0,-5.0,,,-19.0,-36.0,-31.0,-35.0,13.0,13.0
22121,-42.0,-45.0,1.0,15.0,,,-37.0,-46.0,-36.0,-34.0,,
22123,-23.0,-16.0,-29.0,-2.0,,,,,-22.0,-29.0,,
22125,-54.0,-69.0,-19.0,-19.0,,,,,-45.0,-43.0,,
22127,-25.0,-18.0,0.0,0.0,,,,,-23.0,-24.0,,
23001,-49.0,-49.0,-21.0,-18.0,-26.0,24.0,,,-30.0,-31.0,10.0,10.0
23003,-28.0,-38.0,9.0,-3.0,-4.0,-33.0,,,-18.0,-23.0,16.0,18.0
23005,-60.0,-56.0,-36.0,-35.0,-38.0,28.0,-67.0,-67.0,-37.0,-39.0,13.0,12.0
23007,-53.0,-54.0,-21.0,-32.0,,-42.0,,,-32.0,-33.0,0.0,0.0
23009,-35.0,-39.0,-1.0,-9.0,15.0,-26.0,,,-22.0,-29.0,17.0,23.0
23011,-42.0,-47.0,-19.0,-20.0,-37.0,12.0,-53.0,-53.0,-28.0,-33.0,10.0,10.0
23013,-35.0,-44.0,-24.0,-24.0,,,,,-30.0,-29.0,11.0,11.0
23015,-54.0,-52.0,-15.0,-20.0,,,,,-30.0,-28.0,6.0,6.0
23017,-53.0,-52.0,-27.0,-21.0,-55.0,30.0,,,-38.0,-37.0,18.0,21.0
23019,-45.0,-49.0,-14.0,-20.0,4.0,15.0,-29.0,-41.0,-31.0,-35.0,9.0,9.0
23021,-62.0,-45.0,-8.0,-17.0,,,,,-14.0,-19.0,,
23023,-48.0,-45.0,-11.0,-8.0,,,,,-34.0,-32.0,13.0,13.0
23025,-29.0,-36.0,-15.0,-12.0,-9.0,0.0,,,-22.0,-27.0,17.0,19.0
23027,-44.0,-43.0,-20.0,-22.0,,,,,-27.0,-30.0,13.0,13.0
23029,-42.0,-50.0,-8.0,-19.0,,,,,-24.0,-24.0,,
23031,-55.0,-50.0,-23.0,-19.0,-48.0,10.0,-64.0,-71.0,-36.0,-38.0,12.0,11.0
24001,-39.0,-48.0,-17.0,-22.0,-8.0,-33.0,-32.0,-44.0,-31.0,-32.0,16.0,18.0
24003,-49.0,-51.0,-31.0,-33.0,33.0,41.0,-76.0,-80.0,-42.0,-45.0,13.0,14.0
24005,-46.0,-46.0,-21.0,-17.0,10.0,61.0,-39.0,-33.0,-36.0,-39.0,13.0,13.0
24009,-37.0,-42.0,-33.0,-37.0,33.0,2.0,,,-39.0,-43.0,23.0,26.0
24011,-28.0,-35.0,-21.0,-16.0,,,,,-28.0,-31.0,15.0,18.0
24013,-43.0,-47.0,-35.0,-35.0,10.0,57.0,-50.0,-55.0,-34.0,-37.0,12.0,13.0
24015,-34.0,-36.0,-32.0,-29.0,-34.0,22.0,-57.0,-58.0,-30.0,-32.0,10.0,11.0
24017,-41.0,-44.0,-18.0,-19.0,-42.0,-42.0,-28.0,-34.0,-39.0,-44.0,13.0,15.0
24019,-29.0,-34.0,-6.0,-5.0,,,,,-28.0,-32.0,12.0,15.0
24021,-49.0,-51.0,-30.0,-31.0,19.0,33.0,-35.0,-25.0,-38.0,-41.0,13.0,14.0
24023,-37.0,-47.0,-20.0,-6.0,,,-17.0,-29.0,-37.0,-36.0,-1.0,-1.0
24025,-43.0,-44.0,-30.0,-32.0,50.0,107.0,-62.0,-70.0,-32.0,-36.0,12.0,12.0
24027,-57.0,-59.0,-45.0,-48.0,7.0,38.0,-30.0,-30.0,-47.0,-49.0,16.0,16.0
24029,-43.0,-38.0,-14.0,-18.0,,,,,-33.0,-31.0,,
24031,-51.0,-55.0,-30.0,-35.0,44.0,42.0,-50.0,-53.0,-45.0,-50.0,16.0,17.0
24033,-40.0,-42.0,-26.0,-27.0,37.0,23.0,-50.0,-51.0,-40.0,-44.0,14.0,15.0
24035,-57.0,-57.0,-33.0,-42.0,-36.0,-7.0,,,-40.0,-39.0,21.0,24.0
24037,-40.0,-45.0,-19.0,-24.0,32.0,-6.0,,,-34.0,-38.0,14.0,15.0
24039,-41.0,-21.0,-7.0,-5.0,,,,,-36.0,-34.0,,
24041,-42.0,-45.0,-23.0,-25.0,,,,,-38.0,-38.0,8.0,8.0
24043,-42.0,-44.0,-20.0,-21.0,28.0,34.0,-22.0,-29.0,-32.0,-36.0,10.0,11.0
24045,-46.0,-49.0,-23.0,-24.0,,,-58.0,-64.0,-34.0,-36.0,10.0,12.0
24047,-47.0,-53.0,-21.0,-24.0,-24.0,-35.0,,,-39.0,-44.0,16.0,19.0
25001,-57.0,-48.0,-28.0,-26.0,-38.0,61.0,-67.0,-46.0,-41.0,-39.0,13.0,11.0
25003,-49.0,-44.0,-31.0,-26.0,-36.0,60.0,-68.0,-71.0,-35.0,-35.0,12.0,10.0
25005,-54.0,-47.0,-32.0,-23.0,-44.0,43.0,-54.0,-31.0,-35.0,-35.0,13.0,12.0
25007,-79.0,-80.0,-41.0,-36.0,,,-53.0,-58.0,-51.0,-53.0,,
25009,-58.0,-52.0,-39.0,-28.0,-53.0,32.0,-60.0,-46.0,-44.0,-43.0,16.0,14.0
25011,-58.0,-51.0,-40.0,-31.0,-37.0,-37.0,-39.0,-48.0,-37.0,-37.0,22.0,24.0
25013,-54.0,-49.0,-28.0,-18.0,-46.0,37.0,-56.0,-50.0,-37.0,-37.0,12.0,11.0
25015,-60.0,-55.0,-39.0,-30.0,-45.0,78.0,-65.0,-47.0,-43.0,-42.0,15.0,14.0
25017,-64.0,-58.0,-41.0,-32.0,-62.0,16.0,-73.0,-66.0,-46.0,-46.0,18.0,16.0
25019,-70.0,-70.0,-38.0,-35.0,,,,,-54.0,-57.0,,
25021,-63.0,-56.0,-37.0,-28.0,-57.0,53.0,-61.0,-49.0,-44.0,-43.0,17.0,15.0
25023,-57.0,-46.0,-32.0,-22.0,-34.0,95.0,-54.0,-29.0,-37.0,-35.0,14.0,12.0
25025,-71.0,-67.0,-41.0,-29.0,-68.0,-28.0,-79.0,-78.0,-51.0,-52.0,18.0,17.0
25027,-55.0,-48.0,-36.0,-29.0,-60.0,33.0,-66.0,-60.0,-38.0,-38.0,14.0,12.0
26001,1.0,1.0,,,,,,,-45.0,-50.0,,
26003,-79.0,-79.0,-57.0,-45.0,-54.0,-49.0,,,-56.0,-56.0,,
26005,-49.0,-42.0,-17.0,-10.0,-21.0,-21.0,-36.0,-30.0,-39.0,-39.0,12.0,10.0
26007,-43.0,-38.0,-17.0,-10.0,,,,,-31.0,-36.0,3.0,3.0
26009,-75.0,-73.0,-20.0,-8.0,,,,,-43.0,-40.0,,
26011,-41.0,-28.0,-9.0,13.0,,,,,-36.0,-40.0,,
26013,,,-44.0,-44.0,,,,,-57.0,-57.0,,
26015,-55.0,-42.0,-9.0,-1.0,,,,,-40.0,-37.0,25.0,24.0
26017,-55.0,-54.0,-25.0,-22.0,-23.0,-23.0,,,-37.0,-39.0,11.0,9.0
26019,-44.0,-23.0,-7.0,-3.0,,,,,-39.0,-30.0,,
26021,-50.0,-45.0,-22.0,-13.0,31.0,108.0,-37.0,-40.0,-38.0,-40.0,11.0,10.0
26023,-52.0,-46.0,-36.0,-20.0,,,,,-28.0,-35.0,22.0,20.0
26025,-53.0,-44.0,-24.0,-11.0,-13.0,56.0,-30.0,-37.0,-42.0,-40.0,11.0,9.0
26027,-55.0,-38.0,-15.0,3.0,,,,,-38.0,-35.0,22.0,20.0
26029,-54.0,-46.0,-20.0,-22.0,-34.0,-51.0,,,-40.0,-51.0,,
26031,-45.0,-45.0,-14.0,-7.0,,,,,-37.0,-41.0,,
26033,-63.0,-63.0,-3.0,21.0,-47.0,-50.0,,,-44.0,-38.0,2.0,2.0
26035,-61.0,-48.0,-17.0,-6.0,,,,,-35.0,-32.0,9.0,9.0
26037,-59.0,-56.0,-36.0,-29.0,,,-54.0,-57.0,-38.0,-35.0,28.0,27.0
26039,-55.0,-47.0,-40.0,-34.0,,,,,-39.0,-32.0,,
26041,-47.0,-48.0,-24.0,-22.0,,,,,-29.0,-30.0,9.0,9.0
26043,-38.0,-33.0,-13.0,-13.0,,,,,-27.0,-28.0,0.0,0.0
26045,-59.0,-53.0,-35.0,-29.0,,,,,-38.0,-40.0,12.0,10.0
26047,-60.0,-57.0,-32.0,-25.0,,,,,-49.0,-52.0,1.0,1.0
26049,-55.0,-54.0,-25.0,-21.0,6.0,66.0,-48.0,-50.0,-45.0,-46.0,12.0,11.0
26051,-77.0,-54.0,-6.0,-2.0,,,,,-41.0,-35.0,0.0,0.0
26053,-53.0,-41.0,-35.0,-33.0,,,,,-45.0,-48.0,,
26055,-60.0,-57.0,-30.0,-30.0,-8.0,86.0,-69.0,-71.0,-43.0,-41.0,15.0,23.0
26057,-50.0,-45.0,-31.0,-16.0,,,,,-32.0,-38.0,21.0,19.0
26059,-48.0,-39.0,-22.0,-16.0,,,,,-38.0,-38.0,24.0,22.0
26061,-61.0,-64.0,-27.0,-18.0,-59.0,-24.0,,,-44.0,-44.0,3.0,3.0
26063,-42.0,-38.0,-5.0,-5.0,,,,,-29.0,-38.0,0.0,0.0
26065,-64.0,-59.0,-31.0,-27.0,13.0,115.0,-63.0,-55.0,-41.0,-41.0,14.0,12.0
26067,-52.0,-42.0,-24.0,-16.0,,,-47.0,-42.0,-39.0,-38.0,24.0,22.0
26069,-42.0,-39.0,-5.0,28.0,,,,,-39.0,-37.0,,
26071,-58.0,-34.0,-14.0,-9.0,,,,,-39.0,-41.0,,
26073,-62.0,-57.0,-36.0,-32.0,,,,,-47.0,-43.0,24.0,23.0
26075,-54.0,-49.0,-23.0,-19.0,-7.0,-7.0,-41.0,-43.0,-42.0,-40.0,11.0,10.0
26077,-61.0,-55.0,-34.0,-28.0,15.0,180.0,-56.0,-61.0,-40.0,-40.0,12.0,11.0
26079,-73.0,-50.0,-11.0,-5.0,,,,,-42.0,-45.0,,
26081,-65.0,-58.0,-31.0,-25.0,-26.0,122.0,-68.0,-57.0,-44.0,-44.0,13.0,10.0
26085,-56.0,-43.0,5.0,10.0,,,,,-47.0,-47.0,,
26087,-52.0,-48.0,-30.0,-28.0,-38.0,-22.0,,,-46.0,-47.0,27.0,27.0
26089,-67.0,-64.0,-12.0,-33.0,,,,,-49.0,-46.0,,
26091,-55.0,-48.0,-23.0,-18.0,,,,,-42.0,-44.0,11.0,10.0
26093,-65.0,-62.0,-29.0,-22.0,11.0,34.0,,,-46.0,-47.0,12.0,12.0
26095,-67.0,-67.0,,,,,,,,,,
26097,-71.0,-75.0,-39.0,-37.0,,,,,-52.0,-47.0,,
26099,-59.0,-58.0,-30.0,-27.0,106.0,137.0,-33.0,-24.0,-48.0,-50.0,13.0,13.0
26101,-71.0,-53.0,-17.0,-12.0,,,,,-40.0,-43.0,,
26103,-61.0,-60.0,-39.0,-31.0,-40.0,24.0,,,-37.0,-36.0,21.0,22.0
26105,-48.0,-40.0,-24.0,-7.0,,,,,-43.0,-40.0,7.0,7.0
26107,-46.0,-41.0,-18.0,-10.0,,,,,-37.0,-38.0,20.0,20.0
26109,-47.0,-34.0,-35.0,-18.0,,,,,-23.0,-19.0,,
26111,-55.0,-51.0,-27.0,-26.0,-15.0,12.0,,,-40.0,-38.0,27.0,26.0
26113,-44.0,-37.0,,,,,,,-39.0,-47.0,,
26115,-54.0,-55.0,-30.0,-25.0,52.0,71.0,-21.0,-27.0,-34.0,-36.0,11.0,10.0
26117,-46.0,-33.0,-17.0,-8.0,,,,,-29.0,-30.0,22.0,22.0
26119,-54.0,-54.0,-14.0,-12.0,,,,,-40.0,-40.0,,
26121,-52.0,-46.0,-22.0,-14.0,15.0,30.0,,,-40.0,-45.0,11.0,9.0
26123,-49.0,-34.0,-13.0,17.0,40.0,44.0,,,-34.0,-34.0,23.0,21.0
26125,-65.0,-63.0,-35.0,-33.0,31.0,83.0,-50.0,-47.0,-50.0,-52.0,14.0,13.0
26127,-69.0,-46.0,-5.0,17.0,-26.0,13.0,,,-35.0,-37.0,-1.0,-1.0
26129,-47.0,-39.0,-14.0,0.0,,,,,-45.0,-34.0,,
26131,-46.0,-46.0,,,,,,,,,,
26133,-66.0,-46.0,-5.0,10.0,,,,,-42.0,-34.0,,
26135,-74.0,-28.0,-12.0,-14.0,,,,,-43.0,-50.0,,
26137,-58.0,-62.0,-36.0,-38.0,,,,,-41.0,-46.0,-1.0,-1.0
26139,-57.0,-47.0,-32.0,-27.0,33.0,176.0,-20.0,0.0,-48.0,-48.0,13.0,10.0
26141,-63.0,-64.0,-19.0,-4.0,,,,,-38.0,-41.0,,
26143,-45.0,-35.0,-9.0,30.0,-38.0,-33.0,,,-43.0,-38.0,,
26145,-60.0,-57.0,-24.0,-21.0,-10.0,0.0,-61.0,-59.0,-43.0,-43.0,12.0,11.0
26147,-50.0,-50.0,-30.0,-30.0,38.0,-2.0,-32.0,-32.0,-37.0,-40.0,11.0,11.0
26149,-44.0,-37.0,-31.0,-23.0,,,,,-39.0,-36.0,23.0,22.0
26151,-38.0,-39.0,-8.0,-13.0,,,,,-39.0,-42.0,12.0,12.0
26153,-80.0,-80.0,-37.0,-32.0,-51.0,-49.0,,,-44.0,-42.0,,
26155,-51.0,-44.0,-25.0,-14.0,,,,,-34.0,-37.0,24.0,24.0
26157,-47.0,-43.0,-19.0,-14.0,,,,,-37.0,-37.0,23.0,23.0
26159,-43.0,-39.0,-24.0,-14.0,-9.0,,,,-30.0,-32.0,23.0,21.0
26161,-65.0,-63.0,-48.0,-48.0,53.0,130.0,-49.0,-43.0,-53.0,-54.0,15.0,14.0
26163,-57.0,-55.0,-25.0,-22.0,24.0,69.0,-61.0,-60.0,-45.0,-47.0,13.0,13.0
26165,-52.0,-45.0,-21.0,-11.0,,,,,-37.0,-40.0,12.0,12.0
27001,-63.0,-47.0,-46.0,-35.0,-65.0,-50.0,,,-41.0,-46.0,,
27003,-55.0,-42.0,-34.0,-12.0,12.0,187.0,-45.0,-16.0,-39.0,-38.0,15.0,12.0
27005,-51.0,-60.0,-21.0,62.0,,,,,-35.0,-33.0,16.0,16.0
27007,-52.0,-42.0,-29.0,-13.0,4.0,11.0,,,-36.0,-33.0,18.0,20.0
27009,-58.0,-43.0,-33.0,-5.0,,,,,-31.0,-32.0,18.0,23.0
27011,,,,,,,,,-35.0,-46.0,,
27013,-65.0,-54.0,-38.0,-25.0,-40.0,-26.0,,,-35.0,-33.0,20.0,26.0
27015,-31.0,-20.0,-39.0,-21.0,,,,,-19.0,-21.0,9.0,9.0
27017,-57.0,-43.0,-45.0,-30.0,,,,,-26.0,-25.0,11.0,11.0
27019,-53.0,-39.0,-39.0,-22.0,-41.0,68.0,,,-46.0,-41.0,24.0,30.0
27021,-67.0,-60.0,-22.0,-4.0,-18.0,-16.0,,,-45.0,-40.0,0.0,0.0
27023,-31.0,-19.0,,,,,,,-25.0,-34.0,,
