,Retail & recreation,Retail & recreation,Grocery & pharmacy,Grocery & pharmacy,Parks,Parks,Transit stations,Transit stations,Workplaces,Workplaces,Residential,Residential
Date,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05
FIPS,,,,,,,,,,,,
27025,-72.0,-49.0,-41.0,-15.0,-33.0,-33.0,,,-35.0,-36.0,20.0,26.0
27027,-44.0,-40.0,-25.0,-22.0,,,,,-34.0,-35.0,20.0,29.0
27029,-35.0,-72.0,-34.0,-28.0,,,,,-38.0,-52.0,,
27031,-78.0,-64.0,-47.0,-58.0,,,,,-46.0,-51.0,,
27033,-74.0,-46.0,,,,,,,-24.0,-35.0,,
27035,-55.0,-42.0,-31.0,-17.0,-33.0,-17.0,,,-37.0,-35.0,16.0,22.0
27037,-57.0,-46.0,-37.0,-21.0,-16.0,139.0,-43.0,-14.0,-41.0,-42.0,15.0,12.0
27039,-71.0,-46.0,-35.0,-17.0,,,,,-30.0,-32.0,4.0,4.0
27041,-56.0,-43.0,-38.0,-20.0,-47.0,-47.0,-20.0,-22.0,-35.0,-34.0,17.0,26.0
27043,-59.0,-31.0,-31.0,-10.0,,,,,-18.0,-18.0,,
27045,-74.0,-52.0,-25.0,-7.0,,,,,-28.0,-19.0,,
27047,-47.0,-37.0,-29.0,4.0,,,-20.0,-20.0,-32.0,-26.0,15.0,21.0
27049,-49.0,-22.0,-38.0,-4.0,-20.0,-20.0,,,-39.0,-35.0,18.0,26.0
27051,,,,,,,,,-23.0,-40.0,,
27053,-64.0,-53.0,-37.0,-22.0,-17.0,105.0,-74.0,-71.0,-44.0,-44.0,16.0,13.0
27055,-85.0,-78.0,-30.0,-11.0,,,,,-28.0,-26.0,,
27057,-45.0,-35.0,-32.0,-4.0,,,,,-44.0,-42.0,,
27059,-53.0,-34.0,-40.0,-12.0,-36.0,-36.0,,,-32.0,-33.0,17.0,23.0
27061,-54.0,-47.0,-29.0,-21.0,,,,,-26.0,-32.0,17.0,19.0
27063,-77.0,-77.0,,,,,,,-27.0,-39.0,,
27065,-59.0,-34.0,-39.0,-12.0,,,,,-38.0,-43.0,,
27067,-51.0,-40.0,-25.0,-13.0,,,,,-29.0,-22.0,16.0,22.0
27071,-44.0,-46.0,-32.0,-18.0,,,,,-29.0,-29.0,,
27073,,,,,,,,,-20.0,-24.0,,
27075,-81.0,-43.0,-48.0,-16.0,-50.0,-11.0,,,-31.0,-39.0,,
27077,-71.0,-71.0,,,,,,,,,,
27079,-22.0,-1.0,-22.0,-4.0,,,,,-33.0,-27.0,17.0,19.0
27081,,,,,,,,,-26.0,-38.0,,
27083,-51.0,-43.0,-33.0,-12.0,,,,,-25.0,-27.0,4.0,4.0
27085,-49.0,-29.0,-31.0,-14.0,,,,,-25.0,-26.0,16.0,23.0
27087,,,,,,,,,-52.0,-60.0,,
27089,,,,,,,,,-29.0,-59.0,,
27091,-55.0,-45.0,-27.0,-16.0,,,,,-26.0,-26.0,,
27093,-40.0,-31.0,-49.0,-17.0,,,,,-32.0,-32.0,3.0,3.0
27095,-49.0,-37.0,-30.0,4.0,,,,,-39.0,-35.0,11.0,11.0
27097,-49.0,-34.0,-37.0,-17.0,-61.0,-61.0,,,-27.0,-31.0,13.0,14.0
27099,-48.0,-38.0,-37.0,-7.0,,,,,-25.0,-17.0,18.0,22.0
27101,-35.0,-70.0,,,,,,,-22.0,-31.0,,
27103,-64.0,-47.0,-43.0,-27.0,,,,,-33.0,-35.0,20.0,22.0
27105,-49.0,-33.0,-20.0,-3.0,,,-45.0,-43.0,-22.0,-32.0,,
27107,,,,,,,,,-23.0,-44.0,,
27109,-62.0,-52.0,-35.0,-12.0,-13.0,29.0,-57.0,-44.0,-40.0,-40.0,15.0,11.0
27111,-45.0,-42.0,-15.0,3.0,-2.0,-9.0,,,-30.0,-33.0,15.0,24.0
27113,-39.0,-35.0,-21.0,-23.0,,,,,-40.0,-52.0,,
27115,-56.0,-53.0,-58.0,-11.0,-47.0,-47.0,,,-53.0,-51.0,10.0,10.0
27117,-64.0,-29.0,-20.0,-20.0,,,,,-26.0,-35.0,,
27119,-55.0,-49.0,-28.0,-19.0,,,,,-29.0,-32.0,15.0,15.0
27121,-83.0,-55.0,,,,,,,-33.0,-39.0,,
27123,-64.0,-53.0,-34.0,-17.0,-29.0,92.0,-43.0,-24.0,-42.0,-40.0,15.0,12.0
27125,,,,,,,,,,-32.0,,
27127,-49.0,-41.0,-2.0,-16.0,,,,,-38.0,-38.0,,
27129,-50.0,-77.0,,,,,,,-22.0,-25.0,,
27131,-51.0,-38.0,-28.0,-7.0,-48.0,2.0,-43.0,-27.0,-39.0,-35.0,18.0,24.0
27133,-65.0,-41.0,,,,,,,-26.0,-36.0,,
27135,-73.0,-73.0,-26.0,-23.0,,,,,-49.0,-54.0,,
27137,-64.0,-49.0,-41.0,-17.0,-35.0,58.0,-56.0,-30.0,-37.0,-37.0,14.0,12.0
27139,-55.0,-44.0,-41.0,-24.0,-19.0,107.0,,,-42.0,-39.0,15.0,12.0
27141,-50.0,-30.0,-37.0,-17.0,-42.0,-42.0,,,-38.0,-35.0,20.0,25.0
27143,-32.0,-71.0,,,,,,,-18.0,-14.0,,
27145,-61.0,-48.0,-37.0,-21.0,-53.0,6.0,-62.0,-61.0,-36.0,-35.0,14.0,11.0
27147,-53.0,-38.0,-27.0,-13.0,-60.0,-37.0,-44.0,-51.0,-33.0,-29.0,19.0,25.0
27149,-63.0,-48.0,-26.0,-4.0,,,,,-28.0,-40.0,,
27151,-29.0,-38.0,-27.0,-15.0,,,,,-23.0,-33.0,,
27153,-46.0,-23.0,-20.0,-7.0,,,,,-28.0,-28.0,3.0,3.0
27157,-75.0,-59.0,-25.0,13.0,,,,,-28.0,-19.0,,
27159,-46.0,-40.0,-27.0,-8.0,,,,,-28.0,-26.0,,
27161,-40.0,-25.0,-45.0,-9.0,,,,,-21.0,-21.0,,
27163,-55.0,-44.0,-39.0,-21.0,-8.0,223.0,-38.0,-20.0,-40.0,-39.0,16.0,13.0
27165,-57.0,-51.0,,,,,,,-7.0,-31.0,,
27167,,,,,,,,,-28.0,-35.0,,
27169,-52.0,-40.0,-35.0,-8.0,,,-49.0,-46.0,-23.0,-33.0,20.0,25.0
27171,-55.0,-41.0,-37.0,-20.0,-25.0,25.0,,,-35.0,-34.0,15.0,12.0
27173,-23.0,-57.0,,,,,,,-26.0,-32.0,,
28001,-33.0,-43.0,-10.0,-26.0,,,,,-34.0,-37.0,,
28003,-32.0,-43.0,-9.0,-13.0,,,,,-28.0,-38.0,1.0,1.0
28005,-34.0,-50.0,-13.0,-31.0,,,,,-33.0,-29.0,,
28007,-10.0,-27.0,11.0,-11.0,,,,,-20.0,-29.0,,
28009,,,,,,,,,-23.0,-30.0,,
28011,-15.0,-29.0,1.0,-16.0,,,,,-24.0,-33.0,,
28013,-30.0,-63.0,2.0,-30.0,,,,,-32.0,-35.0,,
28015,,,,,,,,,-33.0,-31.0,,
28017,-18.0,-41.0,-16.0,-25.0,,,,,-35.0,-37.0,,
28021,-22.0,-66.0,,,,,,,-9.0,-11.0,,
28023,-31.0,-18.0,-10.0,-10.0,,,,,-25.0,-30.0,,
28025,-24.0,-43.0,8.0,-3.0,,,-34.0,-44.0,-33.0,-35.0,,
28027,-19.0,-37.0,18.0,-8.0,,,,,-43.0,-43.0,,
28029,-19.0,-35.0,-2.0,-8.0,,,,,-15.0,-19.0,,
28031,-32.0,-43.0,-7.0,-28.0,,,,,-29.0,-35.0,,
28035,-32.0,-49.0,-8.0,-11.0,,,-27.0,-20.0,-30.0,-30.0,13.0,15.0
28039,-28.0,-55.0,9.0,25.0,,,,,-28.0,-22.0,,
28041,,,-10.0,-6.0,,,,,-23.0,-30.0,,
28043,-14.0,-29.0,10.0,-14.0,,,,,-15.0,-26.0,,
28045,-22.0,-36.0,-7.0,-10.0,,,,,-40.0,-43.0,16.0,16.0
28047,-39.0,-48.0,-13.0,-21.0,51.0,4.0,-41.0,-46.0,-44.0,-46.0,10.0,12.0
28049,-28.0,-38.0,0.0,-8.0,10.0,-6.0,-9.0,-21.0,-29.0,-35.0,9.0,11.0
28051,2.0,-55.0,13.0,-6.0,,,,,-30.0,-35.0,,
28053,,,-9.0,9.0,,,,,-30.0,-36.0,,
28057,-33.0,-44.0,14.0,-8.0,,,,,-28.0,-30.0,,
28059,-28.0,-38.0,-9.0,-18.0,19.0,-25.0,-38.0,-50.0,-38.0,-43.0,10.0,12.0
28061,-22.0,-55.0,-3.0,-8.0,,,,,-18.0,-25.0,,
28065,,,6.0,16.0,,,,,-34.0,-41.0,,
28067,-24.0,-40.0,1.0,-15.0,,,,-39.0,-28.0,-34.0,11.0,12.0
28069,,,,,,,,,-26.0,-33.0,,
28071,-46.0,-51.0,-21.0,-28.0,,,,,-35.0,-43.0,10.0,10.0
28073,-52.0,-57.0,-11.0,-14.0,,,-44.0,-44.0,-25.0,-36.0,14.0,17.0
28075,-38.0,-46.0,-14.0,-13.0,8.0,-20.0,-29.0,-37.0,-35.0,-38.0,14.0,17.0
28077,,,4.0,-18.0,,,,,-30.0,-30.0,,
28079,-21.0,-41.0,-23.0,-35.0,,,,,-26.0,-28.0,,
28081,-46.0,-55.0,-12.0,-20.0,,,-26.0,-36.0,-33.0,-37.0,19.0,20.0
28083,-7.0,-25.0,6.0,-7.0,,,,,-15.0,-27.0,,
28085,-22.0,-38.0,-13.0,-18.0,,,,,-25.0,-37.0,,
28087,-33.0,-51.0,8.0,13.0,,,-39.0,-46.0,-28.0,-33.0,13.0,15.0
28089,-33.0,-45.0,-11.0,-24.0,45.0,-36.0,-45.0,-43.0,-37.0,-42.0,21.0,23.0
28091,-17.0,-35.0,-7.0,-12.0,,,,,-15.0,-31.0,,
28093,-14.0,-33.0,4.0,-4.0,,,,,-22.0,-35.0,5.0,5.0
28095,-46.0,-56.0,-7.0,25.0,,,,,-31.0,-36.0,0.0,0.0
28097,-50.0,-58.0,-23.0,-29.0,,,-22.0,-27.0,-17.0,-21.0,,
28099,-23.0,-38.0,-7.0,-20.0,,,,,-27.0,-29.0,,
28101,-19.0,-29.0,-7.0,-13.0,,,,,-16.0,-39.0,,
28103,-5.0,-71.0,10.0,2.0,,,,,-19.0,-21.0,,
28105,-44.0,-54.0,-20.0,-28.0,,,,,-32.0,-41.0,2.0,2.0
28107,-8.0,-32.0,7.0,-11.0,,,-28.0,-40.0,-22.0,-28.0,-3.0,-3.0
28109,-18.0,-30.0,0.0,-1.0,,,-24.0,-34.0,-28.0,-33.0,14.0,16.0
28111,,,-4.0,-21.0,-22.0,-43.0,,,-27.0,-25.0,,
28113,-27.0,-34.0,-9.0,-11.0,,,-28.0,-35.0,-19.0,-23.0,-2.0,-2.0
28115,-28.0,-47.0,-3.0,-21.0,,,,,-29.0,-31.0,-1.0,-1.0
28117,-23.0,-37.0,-3.0,-3.0,,,,,-25.0,-31.0,,
28119,,,,,,,,,-32.0,-41.0,,
28121,-42.0,-54.0,-12.0,-20.0,-9.0,-59.0,-42.0,-42.0,-27.0,-36.0,10.0,15.0
28123,-27.0,-42.0,-1.0,-4.0,,,-9.0,-32.0,-17.0,-29.0,,
28127,-25.0,-42.0,-3.0,-9.0,,,-40.0,-34.0,-20.0,-29.0,,
28129,,,7.0,-35.0,,,,,-21.0,-31.0,,
28131,-18.0,-29.0,-22.0,-26.0,,,,,-28.0,-30.0,,
28133,-9.0,-21.0,25.0,-1.0,,,-20.0,-2.0,-10.0,-17.0,,
28135,,,-6.0,13.0,,,,,-31.0,-31.0,,
28137,-24.0,-31.0,-1.0,-2.0,,,-8.0,-2.0,-28.0,-34.0,,
28139,-26.0,-35.0,-17.0,-14.0,,,,,-25.0,-22.0,,
28141,-2.0,-26.0,8.0,0.0,,,,,-22.0,-22.0,,
28143,-50.0,-50.0,16.0,-12.0,,,,,-44.0,-51.0,,
28145,-25.0,-42.0,-8.0,-16.0,,,-20.0,-26.0,-32.0,-30.0,,
28147,-47.0,-58.0,2.0,-11.0,,,,,-28.0,-32.0,,
28149,-26.0,-39.0,-11.0,-13.0,-20.0,-34.0,,,-28.0,-34.0,15.0,17.0
28151,-22.0,-34.0,5.0,-9.0,,,,,-18.0,-26.0,11.0,14.0
28153,-25.0,-42.0,11.0,-14.0,,,,,-21.0,-22.0,,
28155,-41.0,-44.0,-9.0,-18.0,,,,,-33.0,-40.0,,
28157,,,-8.0,-22.0,,,,,-28.0,-38.0,,
28159,-6.0,-27.0,-6.0,-2.0,,,,,-23.0,-24.0,,
28161,,,-2.0,-8.0,,,,,-28.0,-35.0,,
28163,-19.0,-40.0,11.0,-8.0,,,,,-20.0,-26.0,,
29001,-40.0,-41.0,55.0,57.0,,,,,-20.0,-24.0,-1.0,-1.0
29003,-63.0,-68.0,5.0,12.0,,,,,-32.0,-32.0,,
29007,-29.0,-28.0,-9.0,2.0,,,,,-20.0,-24.0,6.0,6.0
29009,-18.0,-27.0,19.0,14.0,,,,,-26.0,-25.0,9.0,12.0
29011,-18.0,-23.0,,,,,,,-25.0,-25.0,,
29013,-20.0,-27.0,15.0,30.0,,,,,-18.0,-24.0,,
29015,-32.0,-48.0,128.0,136.0,,,,,-24.0,-24.0,,
29017,-50.0,-50.0,-18.0,-9.0,,,,,-35.0,-39.0,,
29019,-55.0,-52.0,-18.0,6.0,65.0,22.0,-58.0,-56.0,-36.0,-35.0,10.0,11.0
29021,-29.0,-28.0,2.0,10.0,,,-5.0,-9.0,-22.0,-22.0,7.0,7.0
29023,-23.0,-29.0,-5.0,1.0,,,,,-20.0,-25.0,10.0,10.0
29025,,,,,,,,,-20.0,-28.0,,
29027,-36.0,-38.0,-1.0,6.0,,,,,-20.0,-22.0,18.0,17.0
29029,-28.0,-38.0,16.0,13.0,,,,,-36.0,-34.0,13.0,15.0
29031,-43.0,-51.0,-20.0,-11.0,0.0,-3.0,,,-33.0,-39.0,12.0,11.0
29033,-28.0,-30.0,,,,,,,-19.0,-19.0,,
29037,-26.0,-32.0,-17.0,-12.0,29.0,20.0,-14.0,-19.0,-33.0,-36.0,9.0,10.0
29039,-15.0,-23.0,-5.0,-12.0,,,,,-28.0,-35.0,,
29041,,,,,,,,,-30.0,-39.0,,
29043,-30.0,-40.0,-10.0,-6.0,-19.0,-62.0,,,-33.0,-37.0,13.0,14.0
29045,,,-10.0,-8.0,,,-46.0,-46.0,-4.0,-11.0,,
29047,-32.0,-35.0,-17.0,-3.0,214.0,118.0,-30.0,-24.0,-38.0,-40.0,10.0,11.0
29049,-76.0,-54.0,-8.0,-10.0,,,,,-31.0,-27.0,,
29051,-44.0,-41.0,-23.0,-3.0,,,,,-29.0,-28.0,19.0,22.0
29053,-27.0,-30.0,-19.0,-2.0,,,-15.0,-20.0,-20.0,-29.0,,
29055,-20.0,-32.0,-7.0,1.0,,,-7.0,-9.0,-17.0,-22.0,,
29057,,,,,,,,,-13.0,-28.0,,
29059,-11.0,-10.0,8.0,17.0,,,,,-16.0,-14.0,,
29061,,,,,,,,,-13.0,-17.0,,
29063,-7.0,-11.0,3.0,3.0,,,,,-18.0,-24.0,,
29065,0.0,-17.0,,,,,,,-5.0,-12.0,,
29067,-5.0,-24.0,-14.0,-21.0,,,,,-21.0,-20.0,,
29069,-15.0,-15.0,10.0,21.0,,,,,-23.0,-21.0,,
29071,-33.0,-40.0,2.0,4.0,61.0,-14.0,-12.0,-23.0,-25.0,-29.0,8.0,9.0
29073,-22.0,-34.0,,,,,,,-25.0,-25.0,,
29075,,,,,,,,,-34.0,-32.0,,
29077,-45.0,-49.0,-30.0,-21.0,43.0,-13.0,-34.0,-39.0,-36.0,-37.0,10.0,11.0
29079,-16.0,-2.0,-7.0,2.0,,,,,-10.0,-12.0,,
29081,-25.0,-81.0,-20.0,-20.0,,,-15.0,-13.0,-20.0,-20.0,,
29083,-9.0,-22.0,2.0,11.0,,,,,-20.0,-17.0,-1.0,-1.0
29085,,,,,,,,,-2.0,-15.0,,
29089,,,,,,,,,-23.0,-27.0,,
29091,-36.0,-37.0,-16.0,3.0,,,-24.0,-26.0,-28.0,-30.0,12.0,15.0
29093,-18.0,-60.0,4.0,10.0,104.0,46.0,,,-9.0,-13.0,,
29095,-43.0,-45.0,-14.0,-11.0,28.0,-8.0,-13.0,-18.0,-36.0,-38.0,10.0,10.0
29097,-26.0,-34.0,-10.0,0.0,42.0,-7.0,-11.0,-14.0,-22.0,-28.0,7.0,8.0
29099,-36.0,-43.0,-16.0,-11.0,94.0,6.0,6.0,17.0,-33.0,-35.0,9.0,11.0
29101,-28.0,-39.0,-5.0,-12.0,,,,,-20.0,-24.0,16.0,21.0
29105,-21.0,-34.0,-2.0,1.0,,,,,-22.0,-31.0,13.0,14.0
29107,-24.0,-31.0,-8.0,-3.0,,,-19.0,-21.0,-24.0,-30.0,13.0,16.0
29109,-5.0,-19.0,-2.0,18.0,,,-17.0,-22.0,-25.0,-22.0,11.0,12.0
29111,-14.0,-27.0,,,,,,,-13.0,-18.0,,
29113,-40.0,-45.0,-14.0,2.0,,,,,-32.0,-31.0,18.0,18.0
29115,-19.0,-32.0,-7.0,-4.0,,,,,-7.0,-25.0,,
29117,-15.0,-11.0,-6.0,11.0,,,,,-25.0,-23.0,,
29119,-9.0,-28.0,9.0,1.0,,,,,-25.0,-25.0,-4.0,-4.0
29121,-29.0,-20.0,-19.0,6.0,,,-30.0,-28.0,-19.0,-15.0,,
29123,-5.0,-19.0,,,,,,,-22.0,-21.0,,
29125,,,,,,,,,-21.0,-17.0,,
29127,-38.0,-35.0,1.0,-1.0,,,-46.0,-38.0,-26.0,-22.0,13.0,11.0
29131,-15.0,-18.0,3.0,13.0,-32.0,-32.0,,,-24.0,-29.0,-3.0,-3.0
29133,-38.0,-48.0,,,,,-13.0,-32.0,-16.0,-24.0,,
29135,-18.0,-22.0,14.0,23.0,,,,,-25.0,-25.0,,
29137,-54.0,-61.0,,,,,,,-24.0,-29.0,,
29139,-54.0,-54.0,-8.0,2.0,,,,,-18.0,-19.0,,
29141,-17.0,-26.0,23.0,21.0,,,,,-33.0,-36.0,,
29143,-22.0,-35.0,-4.0,7.0,,,-12.0,-22.0,-23.0,-19.0,,
29145,-27.0,-41.0,-7.0,-3.0,7.0,40.0,-19.0,-22.0,-26.0,-28.0,13.0,15.0
29147,-30.0,-40.0,-10.0,-17.0,,,,,-16.0,-29.0,,
29149,-2.0,-9.0,4.0,2.0,,,,,-19.0,-26.0,,
29151,-47.0,-74.0,-6.0,-7.0,,,,,-26.0,-31.0,,
29153,,,,,,,,,-17.0,-23.0,,
29155,-37.0,-34.0,5.0,22.0,,,-27.0,-36.0,-26.0,-25.0,,
29157,-33.0,-42.0,-13.0,-16.0,,,,,-33.0,-36.0,,
29159,-27.0,-31.0,7.0,22.0,,,,,-22.0,-23.0,15.0,16.0
29161,-37.0,-46.0,-17.0,-8.0,,,-18.0,-18.0,-27.0,-28.0,16.0,17.0
29163,-28.0,-38.0,-2.0,-11.0,,,,,-26.0,-24.0,,
29165,-46.0,-48.0,15.0,18.0,-19.0,8.0,-80.0,-84.0,-40.0,-40.0,15.0,16.0
29167,-24.0,-31.0,-13.0,4.0,-46.0,-63.0,,,-23.0,-23.0,10.0,12.0
29169,-32.0,-46.0,-9.0,-14.0,,,-45.0,-50.0,-19.0,-23.0,13.0,16.0
29171,,,,,,,,,-28.0,-33.0,,
29173,-54.0,-54.0,,,,,-9.0,-23.0,-22.0,-26.0,,
29175,-31.0,-30.0,-17.0,-8.0,,,,,-18.0,-25.0,1.0,1.0
29177,-14.0,-32.0,1.0,5.0,,,,,-22.0,-24.0,7.0,7.0
29181,-5.0,-5.0,-2.0,-2.0,,,,,-28.0,-30.0,,
29183,-45.0,-50.0,-13.0,-10.0,63.0,-9.0,-16.0,-26.0,-37.0,-41.0,11.0,12.0
29185,-27.0,-14.0,-4.0,8.0,,,,-25.0,-17.0,-26.0,,
29186,-30.0,-41.0,,,,,-3.0,-15.0,-17.0,-28.0,,
29187,-26.0,-43.0,3.0,-6.0,-29.0,-29.0,,,-15.0,-24.0,13.0,15.0
29189,-45.0,-50.0,-21.0,-17.0,87.0,-42.0,-59.0,-65.0,-38.0,-41.0,11.0,13.0
29195,-26.0,-30.0,0.0,1.0,,,,,3.0,-6.0,0.0,0.0
29197,,,,,,,,,,-31.0,,
29201,-34.0,-40.0,0.0,-4.0,,,-19.0,-12.0,-21.0,-28.0,11.0,12.0
29203,,,,,,,,,-29.0,-27.0,,
29205,,,,,,,,,-28.0,-19.0,,
29207,-19.0,-32.0,-5.0,-2.0,,,,,-18.0,-24.0,-2.0,-2.0
29209,-16.0,-20.0,19.0,14.0,,,,,-39.0,-41.0,9.0,9.0
29211,,,,,,,,,-7.0,-11.0,,
29213,-47.0,-54.0,-7.0,-2.0,41.0,-12.0,,,-49.0,-50.0,13.0,16.0
29215,-21.0,-76.0,13.0,97.0,,,,,-23.0,-23.0,,
29217,-21.0,-35.0,13.0,6.0,,,-24.0,-29.0,-14.0,-24.0,,
29219,-25.0,-31.0,-5.0,6.0,,,-4.0,-20.0,-26.0,-32.0,16.0,16.0
29221,-9.0,-9.0,-9.0,20.0,,,,,-14.0,-13.0,,
29223,-21.0,0.0,6.0,9.0,,,,,-29.0,-29.0,,
29225,-1.0,-29.0,-13.0,4.0,,,-38.0,-38.0,-31.0,-34.0,16.0,14.0
29229,-27.0,-35.0,2.0,23.0,,,,,-19.0,-21.0,,
30001,-31.0,-39.0,-11.0,-20.0,,,,,-31.0,-31.0,,
30003,-51.0,-31.0,-7.0,-7.0,,,-13.0,-19.0,-28.0,-31.0,,
30005,,,,,,,,,-41.0,-46.0,,
30007,-62.0,-67.0,-3.0,-5.0,,,,,-33.0,-41.0,,
30009,-63.0,-61.0,-30.0,-21.0,,,,,-45.0,-47.0,,
30013,-48.0,-37.0,-26.0,-14.0,-22.0,-28.0,-70.0,-60.0,-32.0,-32.0,12.0,11.0
30017,-48.0,-35.0,,,,,,,-28.0,-31.0,,
30021,-60.0,-60.0,-7.0,-2.0,,,,,-23.0,-32.0,,
30023,-57.0,-51.0,-26.0,-12.0,,,,,-31.0,-37.0,,
30027,-45.0,-38.0,-31.0,-22.0,,,,,-32.0,-26.0,,
30029,-53.0,-48.0,-29.0,-27.0,-35.0,-44.0,-50.0,-46.0,-42.0,-41.0,10.0,10.0
30031,-63.0,-57.0,-39.0,-34.0,61.0,39.0,-66.0,-67.0,-51.0,-50.0,12.0,12.0
30035,-71.0,-59.0,-28.0,-17.0,,,,,-45.0,-49.0,,
30041,-42.0,-32.0,-4.0,4.0,,,,,-24.0,-30.0,,
30043,-69.0,-64.0,,,,,,,-36.0,-45.0,,
30047,-41.0,-26.0,-22.0,-9.0,,,,,-31.0,-33.0,1.0,1.0
30049,-51.0,-41.0,-34.0,-21.0,19.0,23.0,,,-37.0,-39.0,18.0,21.0
30053,-79.0,-81.0,-29.0,-18.0,,,,,-38.0,-43.0,,
30057,-100.0,-100.0,,,-42.0,-47.0,,,-44.0,-41.0,,
30061,,,-54.0,-61.0,,,,,-38.0,-38.0,,
30063,-55.0,-49.0,-30.0,-18.0,31.0,59.0,-28.0,-30.0,-36.0,-37.0,11.0,10.0
30067,-54.0,-49.0,-29.0,-16.0,,,,,-44.0,-43.0,,
30073,-53.0,-56.0,,,,,,,,,,
30077,,,,,,,,,-30.0,-42.0,,
30081,-49.0,-40.0,-20.0,-8.0,,,,,-39.0,-31.0,11.0,14.0
30083,-36.0,-43.0,-22.0,-15.0,,,,,-41.0,-35.0,,
30085,-25.0,-20.0,-20.0,-20.0,,,,,-42.0,-42.0,,
30087,,,,,,,,,-30.0,-32.0,,
30089,-62.0,-60.0,-27.0,-24.0,,,,,-36.0,-39.0,,
30093,-45.0,-41.0,-15.0,3.0,,,-20.0,-25.0,-37.0,-33.0,13.0,16.0
30095,-47.0,-47.0,,,,,-4.0,-9.0,-33.0,-33.0,,
30099,,,,,,,,,-38.0,-42.0,,
30105,-64.0,-68.0,,,,,,,-28.0,-35.0,,
30111,-49.0,-43.0,-21.0,-8.0,114.0,100.0,-45.0,-58.0,-32.0,-30.0,8.0,8.0
31001,-24.0,-37.0,-14.0,-9.0,,,,,-18.0,-26.0,13.0,17.0
31003,,,,,,,,,,-26.0,,
31013,-20.0,-28.0,-7.0,-2.0,,,,,-14.0,-9.0,,
31019,-39.0,-47.0,-16.0,-17.0,,,-3.0,-17.0,-28.0,-30.0,17.0,19.0
31021,-58.0,-58.0,,,,,,,-18.0,-27.0,,
31023,-53.0,-55.0,,,,,,,-19.0,-30.0,,
31025,-33.0,-45.0,,,-63.0,-63.0,,,-28.0,-33.0,12.0,12.0
31027,,,,,,,,,-19.0,-32.0,,
31031,-70.0,-68.0,,,,,,,-34.0,-34.0,,
31033,-21.0,-29.0,-20.0,-20.0,,,-1.0,-2.0,-26.0,-26.0,,
31035,,,,,,,,,-28.0,-28.0,,
31037,-52.0,-65.0,-10.0,-8.0,,,,,-6.0,-8.0,,
31039,-29.0,-37.0,,,,,,,-24.0,-27.0,,
31041,-33.0,-49.0,-14.0,-11.0,,,,,-14.0,-16.0,,
31043,-10.0,-19.0,7.0,49.0,,,,,-23.0,-16.0,1.0,1.0
31045,-26.0,-38.0,,,,,,,-30.0,-28.0,,
31047,-19.0,-21.0,3.0,0.0,,,,,-12.0,-19.0,-2.0,-2.0
31049,,,,,,,-5.0,-19.0,,,,
31051,,,,,,,,,-25.0,-25.0,,
31053,-21.0,-32.0,-5.0,3.0,,,-2.0,-32.0,-22.0,-23.0,13.0,16.0
31055,-41.0,-43.0,-7.0,-5.0,55.0,20.0,-38.0,-43.0,-30.0,-31.0,9.0,9.0
31059,,,,,,,,,-20.0,-20.0,,
31067,-22.0,-34.0,6.0,9.0,,,,,-21.0,-19.0,1.0,1.0
31079,-35.0,-49.0,-20.0,-27.0,,,-15.0,-29.0,-26.0,-32.0,12.0,18.0
31081,-58.0,-58.0,,,,,-6.0,-13.0,-22.0,-26.0,,
31089,-20.0,-25.0,6.0,-4.0,,,,,-9.0,-14.0,,
31093,,,,,,,,,-21.0,-29.0,,
31095,-13.0,-25.0,,,,,,,-22.0,-24.0,,
31099,,,,,,,,,-29.0,-31.0,,
31101,-31.0,-36.0,-20.0,-22.0,,,14.0,7.0,-26.0,-24.0,,
31105,,,,,,,,,-41.0,-38.0,,
31107,,,,,,,,,-25.0,-32.0,,
31109,-39.0,-43.0,-19.0,-18.0,156.0,83.0,-18.0,-26.0,-26.0,-30.0,8.0,9.0
31111,-29.0,-35.0,-4.0,3.0,,,-8.0,-17.0,-14.0,-21.0,14.0,15.0
31119,-38.0,-42.0,-7.0,-18.0,,,,,-17.0,-19.0,14.0,18.0
31121,-55.0,-30.0,,,,,,,-24.0,-30.0,,
31123,,,,,,,,,-22.0,-27.0,,
31127,-56.0,-58.0,,,,,,,-27.0,-30.0,,
31131,-8.0,-21.0,3.0,51.0,,,,,-16.0,-16.0,,
31137,-20.0,-29.0,-8.0,16.0,,,,,-30.0,-29.0,,
31139,,,,,,,,,-24.0,-24.0,,
31141,-34.0,-38.0,-2.0,0.0,,,-16.0,-27.0,-17.0,-17.0,15.0,19.0
31143,,,,,,,,,-22.0,-17.0,,
31145,-16.0,-24.0,,,,,,,-18.0,-38.0,,
31147,-24.0,-36.0,-2.0,-2.0,,,,,-13.0,-11.0,,
31151,-17.0,-23.0,-10.0,14.0,,,,,-24.0,-22.0,,
31153,-36.0,-39.0,-15.0,-11.0,191.0,112.0,23.0,-1.0,-30.0,-32.0,9.0,10.0
31155,-29.0,-35.0,18.0,20.0,,,,,-27.0,-27.0,,
