,Grocery & pharmacy,Grocery & pharmacy,Grocery & pharmacy
Date,2020-03-29,2020-04-05,2020-04-11
FIPS,,,
53037,-32.0,-26.0,-7.0
53039,-3.0,-2.0,-2.0
53041,-21.0,-8.0,0.0
53043,,,
53045,-25.0,-20.0,-7.0
53047,2.0,7.0,7.0
53049,-24.0,-14.0,-14.0
53051,-6.0,-1.0,-1.0
53053,-22.0,-14.0,-5.0
53055,-32.0,-42.0,-42.0
53057,-25.0,-20.0,-5.0
53059,,,
53061,-30.0,-28.0,-15.0
53063,-20.0,-15.0,1.0
53065,-7.0,1.0,1.0
53067,-28.0,-23.0,-7.0
53071,-21.0,-12.0,-7.0
53073,-34.0,-32.0,-20.0
53075,-25.0,-24.0,-24.0
53077,-13.0,-7.0,8.0
54001,-9.0,-1.0,-1.0
54003,-20.0,-15.0,-6.0
54005,-13.0,8.0,8.0
54007,,,
54009,-10.0,-4.0,-4.0
54011,-20.0,-10.0,-7.0
54019,-9.0,3.0,3.0
54023,9.0,4.0,4.0
54025,-16.0,18.0,-14.0
54027,-1.0,0.0,0.0
54029,-1.0,-8.0,-27.0
54031,-13.0,-14.0,-14.0
54033,-18.0,-11.0,-6.0
54035,-32.0,-18.0,-18.0
54037,-39.0,-44.0,-30.0
54039,-14.0,-3.0,-2.0
54041,-7.0,-18.0,-18.0
54043,,,
54045,-16.0,2.0,2.0
54047,-13.0,13.0,13.0
54049,-21.0,-6.0,4.0
54051,-18.0,-20.0,-20.0
54053,-8.0,11.0,11.0
54055,-16.0,-4.0,3.0
54057,-4.0,-4.0,-4.0
54059,,,
54061,-23.0,-25.0,-19.0
54063,,,
54065,-19.0,-7.0,-7.0
54067,-12.0,7.0,7.0
54069,11.0,8.0,14.0
54073,,,
54075,,,
54077,-5.0,-16.0,-16.0
54079,-16.0,-12.0,-6.0
54081,-24.0,-13.0,-12.0
54083,-9.0,-1.0,-1.0
54085,,,
54087,,,
54089,,,
54091,-32.0,2.0,2.0
54093,-14.0,-14.0,-14.0
54095,,,
54097,-24.0,-19.0,-19.0
54099,-10.0,-6.0,-6.0
54101,,,
54103,-15.0,-8.0,-8.0
54105,,,
54107,-12.0,-3.0,-6.0
54109,,,
55001,-16.0,1.0,1.0
55003,-44.0,-15.0,-15.0
55005,-38.0,-19.0,-5.0
55007,-33.0,-28.0,-28.0
55009,-31.0,-21.0,-1.0
55011,-12.0,-12.0,-12.0
55013,-24.0,0.0,0.0
55015,-29.0,-19.0,1.0
55017,-34.0,-9.0,9.0
55019,-29.0,-7.0,-7.0
55021,-29.0,-15.0,1.0
55023,-26.0,3.0,3.0
55025,-38.0,-29.0,-12.0
55027,-32.0,-13.0,1.0
55029,-28.0,-19.0,-19.0
55031,-40.0,-19.0,-8.0
55033,-35.0,-12.0,-6.0
55035,-35.0,-27.0,-10.0
55037,,,
55039,-36.0,-28.0,-9.0
55041,,,
55043,-24.0,-5.0,12.0
55045,-22.0,-3.0,15.0
55047,-22.0,-5.0,-5.0
55049,-44.0,3.0,3.0
55051,,,
55053,-19.0,85.0,85.0
55055,-28.0,-13.0,13.0
55057,-33.0,-18.0,-1.0
55059,-33.0,-25.0,-6.0
55061,-17.0,-9.0,-9.0
55063,-28.0,-17.0,-10.0
55065,-7.0,10.0,10.0
55067,-30.0,-13.0,-13.0
55069,-36.0,18.0,18.0
55071,-19.0,-14.0,3.0
55073,-32.0,-23.0,-10.0
55075,-25.0,-1.0,-13.0
55077,-25.0,5.0,5.0
55079,-28.0,-16.0,-1.0
55081,-33.0,-19.0,-11.0
55083,-22.0,1.0,1.0
55085,-47.0,-22.0,-22.0
55087,-35.0,-26.0,-7.0
55089,-35.0,-29.0,-10.0
55091,,,
55093,-21.0,0.0,0.0
55095,-26.0,-3.0,10.0
55097,-34.0,-24.0,-5.0
55099,-31.0,-19.0,-19.0
55101,-28.0,-19.0,0.0
55103,,,
55105,-30.0,-18.0,6.0
55107,-39.0,-17.0,-17.0
55109,-35.0,-22.0,-5.0
55111,-29.0,-10.0,-1.0
55113,-37.0,-20.0,-20.0
55115,-35.0,-24.0,-2.0
55117,-28.0,-17.0,8.0
55119,-21.0,10.0,10.0
55121,-28.0,-20.0,-3.0
55123,-28.0,-14.0,-14.0
55125,-28.0,-26.0,-26.0
55127,-28.0,-11.0,12.0
55129,-59.0,-40.0,-40.0
55131,-29.0,-21.0,2.0
55133,-35.0,-21.0,4.0
55135,-26.0,-12.0,13.0
55137,-1.0,7.0,7.0
55139,-32.0,-20.0,-1.0
55141,-31.0,-17.0,-1.0
56001,-27.0,-20.0,-20.0
56003,-7.0,-7.0,-7.0
56005,-2.0,8.0,8.0
56007,-14.0,-23.0,-23.0
56009,-3.0,-9.0,-9.0
56011,,,
56013,-17.0,-5.0,-8.0
56015,-17.0,-13.0,-13.0
56017,-22.0,-20.0,-20.0
56019,-2.0,-2.0,-2.0
56021,-20.0,-13.0,-2.0
56023,-5.0,-16.0,-16.0
56025,-8.0,-7.0,2.0
56029,10.0,12.0,12.0
56031,-5.0,-11.0,-11.0
56033,7.0,5.0,5.0
56035,-24.0,-33.0,-33.0
56037,-9.0,-9.0,13.0
56039,-50.0,-53.0,-53.0
56041,2.0,-11.0,-11.0
56043,-7.0,-23.0,-23.0
56045,-24.0,-19.0,-19.0
