,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,FIPS
1817,0.0,0.0,0,0,0,0,1,31173
1877,0.0,0.0,0,0,0,0,0,31175
1932,0.0,0.0,0,0,0,0,0,31177
1947,0.0,0.0,0,0,0,0,0,31179
1957,0.0,0.0,0,0,0,0,0,31181
1971,0.0,0.0,0,0,0,0,0,31183
2031,0.0,0.0,0,0,0,0,0,31185
2362,0.0,0.0,0,0,0,0,0,32001
74,4.8,3.2,119359,1070,3,27,3,32003
613,0.8,0.4,2918,80,1,1,0,32005
942,0.1,0.1,0,1,0,0,15,32007
2605,0.0,0.0,0,0,0,0,0,32009
2608,0.0,0.0,0,0,0,0,9,32011
770,0.4,0.2,0,3,0,0,15,32013
3075,0.0,0.0,0,0,0,0,11,32015
1104,0.0,0.0,0,0,0,0,0,32017
1150,0.0,0.0,0,0,0,0,0,32019
1277,0.0,0.0,0,0,0,0,0,32021
1385,0.0,0.0,0,0,0,0,1,32023
1468,0.0,0.0,0,0,0,0,1,32027
1766,0.0,0.0,0,0,0,0,1,32029
190,3.2,1.7,46685,730,3,11,2,32031
1978,0.0,0.0,0,0,0,0,1,32033
244,2.7,0.3,14222,202,3,6,0,32510
2148,0.0,0.0,0,0,0,0,0,33001
2291,0.0,0.0,0,0,0,0,0,33003
646,0.7,0.3,3396,53,1,1,0,33005
2445,0.0,0.0,0,0,0,0,0,33007
591,0.9,0.4,7941,155,2,3,1,33009
423,1.7,1.0,22804,129,2,6,0,33011
680,0.6,0.3,7141,37,1,2,0,33013
681,0.6,0.4,4269,58,0,2,0,33015
313,2.3,1.4,18568,389,2,12,2,33017
949,0.1,0.1,147,1,0,0,0,33019
133,3.8,2.9,27039,804,3,14,6,34001
35,6.4,5.9,251232,1552,7,37,15,34003
252,2.7,1.9,27142,271,2,10,3,34005
57,5.2,4.6,145662,930,4,28,7,34007
354,2.1,1.2,7277,206,1,7,2,34009
314,2.3,1.2,10664,354,2,11,1,34011
18,7.5,10.0,231451,3022,9,40,21,34013
234,2.8,1.5,35967,356,3,19,2,34015
7,9.1,19.1,1187924,4604,14,33,43,34017
638,0.7,0.4,6488,32,0,2,2,34019
86,4.6,3.9,58713,824,5,19,8,34021
126,4.1,3.0,58041,505,4,15,9,34023
185,3.3,2.4,19931,320,2,10,8,34025
247,2.7,1.9,37102,195,2,10,5,34027
441,1.6,0.8,13032,178,1,7,1,34029
41,6.0,5.6,153217,1317,6,38,9,34031
413,1.8,1.0,5664,150,1,6,1,34033
312,2.3,1.3,27474,224,3,8,5,34035
652,0.7,0.3,1548,49,1,1,1,34037
36,6.4,6.0,154307,1042,5,30,12,34039
473,1.5,0.7,5287,96,1,3,1,34041
92,4.5,2.9,105638,804,5,30,1,35001
2313,0.0,0.0,0,0,0,0,0,35003
2331,0.0,0.0,0,0,0,0,0,35005
2363,0.0,0.0,0,0,0,0,0,35006
753,0.4,0.3,0,2,0,0,0,35007
2486,0.0,0.0,0,0,0,0,0,35009
2515,0.0,0.0,0,0,0,0,0,35011
408,1.8,0.9,20183,186,2,8,0,35013
631,0.8,0.0,2005,38,1,1,0,35015
2741,0.0,0.0,0,0,0,0,0,35017
2779,0.0,0.0,0,0,0,0,0,35019
2824,0.0,0.0,0,0,0,0,0,35021
615,0.8,0.6,0,5,0,0,0,35023
3099,0.0,0.0,0,0,0,0,0,35025
1103,0.0,0.0,0,0,0,0,0,35027
670,0.6,0.3,10430,76,1,5,3,35028
824,0.3,0.2,0,2,0,0,0,35029
743,0.4,0.1,1095,18,1,1,0,35031
1316,0.0,0.0,0,0,0,0,0,35033
1415,0.0,0.0,0,0,0,0,0,35035
1551,0.0,0.0,0,0,0,0,0,35037
465,1.5,0.5,8390,266,3,8,1,35039
1614,0.0,0.0,0,0,0,0,0,35041
585,0.9,0.5,5330,49,1,3,1,35043
574,1.0,0.5,5557,63,2,3,0,35045
710,0.5,0.2,9121,15,0,2,0,35047
180,3.3,2.2,28389,538,5,12,1,35049
1709,0.0,0.0,0,0,0,0,0,35051
1722,0.0,0.0,0,0,0,0,0,35053
466,1.5,0.4,4195,311,3,6,0,35055
1019,0.1,0.0,21,3,0,0,0,35057
1864,0.0,0.0,0,0,0,0,0,35059
605,0.8,0.5,1005,30,1,1,0,35061
52,5.3,4.3,95883,2218,8,21,6,36001
993,0.1,0.0,248,4,0,0,0,36003
2,9.7,29.5,879842,12585,14,37,62,36005
220,2.9,1.8,40213,300,3,16,3,36007
1026,0.0,0.0,2,1,0,0,0,36009
399,1.8,1.6,9721,186,2,12,1,36011
449,1.6,0.8,8911,108,3,6,0,36013
998,0.1,0.0,215,2,0,0,2,36015
2333,0.0,0.0,0,0,0,0,0,36017
815,0.3,0.1,2,24,0,0,0,36019
845,0.3,0.2,21,8,0,0,2,36021
2447,0.0,0.0,0,0,0,0,0,36023
1042,0.0,0.0,7,2,0,0,1,36025
363,2.0,1.5,12202,196,2,5,5,36027
107,4.3,3.8,84023,892,4,23,3,36029
938,0.1,0.1,44,6,0,0,0,36031
2658,0.0,0.0,0,0,0,0,0,36033
633,0.8,0.0,1943,35,1,1,0,36035
2695,0.0,0.0,0,0,0,0,0,36037
1031,0.0,0.0,0,0,0,0,1,36039
2798,0.0,0.0,0,0,0,0,0,36041
1018,0.1,0.0,875,9,0,0,1,36043
2971,0.0,0.0,0,0,0,0,0,36045
1,9.7,34.5,1216216,12632,13,41,64,36047
3122,0.0,0.0,0,0,0,0,0,36049
603,0.9,0.3,2329,85,2,2,0,36051
1167,0.0,0.0,0,0,0,0,0,36053
156,3.5,2.3,87248,558,4,22,3,36055
757,0.4,0.1,1013,8,1,0,1,36057
43,5.9,5.5,139112,1101,5,28,17,36059
0,9.9,52.6,2599093,22918,41,50,63,36061
337,2.2,1.4,12564,218,1,6,0,36063
278,2.5,2.2,19992,279,3,8,1,36065
174,3.3,2.9,77703,417,4,24,3,36067
1017,0.1,0.0,1452,5,0,0,0,36069
602,0.9,0.3,2620,82,1,2,5,36071
1408,0.0,0.0,0,0,0,0,0,36073
818,0.3,0.1,8318,6,0,9,0,36075
1418,0.0,0.0,0,0,0,0,2,36077
479,1.4,1.0,5075,142,1,3,8,36079
4,9.4,23.8,864524,8911,13,41,53,36081
158,3.5,2.2,38859,891,3,11,3,36083
10,8.6,12.3,257810,4786,13,35,30,36085
332,2.2,1.4,16449,198,2,7,9,36087
744,0.4,0.1,1241,19,1,1,0,36089
518,1.2,0.6,8415,200,1,3,0,36091
78,4.7,3.7,40791,1152,3,16,4,36093
1655,0.0,0.0,0,0,0,0,1,36095
1659,0.0,0.0,0,0,0,0,0,36097
1032,0.0,0.0,1375,7,0,1,0,36099
550,1.1,0.0,3552,104,2,2,0,36101
134,3.8,1.7,61720,431,3,25,6,36103
694,0.5,0.0,1707,58,1,2,2,36105
954,0.1,0.0,866,4,0,0,0,36107
178,3.3,2.3,26787,995,8,23,6,36109
588,0.9,0.4,3070,84,2,2,2,36111
481,1.4,0.7,13808,164,3,6,0,36113
644,0.7,0.4,5854,43,0,2,0,36115
915,0.2,0.0,1472,4,0,0,0,36117
21,7.3,8.5,156477,3498,8,29,23,36119
838,0.3,0.1,366,13,0,0,0,36121
2027,0.0,0.0,0,0,0,0,0,36123
814,0.3,0.1,2960,11,0,1,0,37001
844,0.3,0.0,646,17,0,0,0,37003
2063,0.0,0.0,0,0,0,0,0,37005
2077,0.0,0.0,0,0,0,0,0,37007
2090,0.0,0.0,0,0,0,0,0,37009
2107,0.0,0.0,0,0,0,0,0,37011
1061,0.0,0.0,0,2,0,0,0,37013
2162,0.0,0.0,0,0,0,0,0,37015
2170,0.0,0.0,0,0,0,0,0,37017
842,0.3,0.1,317,16,0,1,0,37019
383,1.9,1.0,25108,302,2,8,0,37021
2235,0.0,0.0,0,0,0,0,0,37023
480,1.4,0.7,10420,177,1,5,0,37025
2251,0.0,0.0,0,0,0,0,0,37027
2267,0.0,0.0,0,0,0,0,0,37029
1065,0.0,0.0,0,1,0,0,0,37031
2310,0.0,0.0,0,0,0,0,0,37033
611,0.8,0.3,7142,57,1,3,0,37035
963,0.1,0.0,2292,29,0,0,0,37037
2337,0.0,0.0,0,0,0,0,0,37039
2359,0.0,0.0,0,0,0,0,0,37041
2389,0.0,0.0,0,0,0,0,0,37043
2401,0.0,0.0,0,0,0,0,0,37045
2429,0.0,0.0,0,0,0,0,0,37047
751,0.4,0.2,2550,22,1,1,0,37049
358,2.1,1.5,12792,307,2,6,0,37051
830,0.3,0.1,0,19,0,0,0,37053
1024,0.1,0.0,0,4,0,0,0,37055
867,0.2,0.0,1050,8,0,0,0,37057
2502,0.0,0.0,0,0,0,0,0,37059
2571,0.0,0.0,0,0,0,0,0,37061
117,4.2,2.7,52817,1088,6,15,3,37063
569,1.0,0.6,5429,78,2,3,0,37065
331,2.2,1.3,43339,327,3,15,1,37067
2656,0.0,0.0,0,0,0,0,0,37069
609,0.8,0.5,7351,58,1,4,0,37071
2691,0.0,0.0,0,0,0,0,0,37073
2731,0.0,0.0,0,0,0,0,0,37075
2745,0.0,0.0,0,0,0,0,0,37077
2763,0.0,0.0,0,0,0,0,0,37079
254,2.7,1.6,40046,416,3,12,1,37081
2788,0.0,0.0,0,0,0,0,0,37083
2829,0.0,0.0,0,0,0,0,0,37085
2845,0.0,0.0,0,0,0,0,0,37087
1002,0.1,0.0,1304,7,0,0,0,37089
2859,0.0,0.0,0,0,0,0,0,37091
2873,0.0,0.0,0,0,0,0,1,37093
826,0.3,0.2,0,29,0,0,1,37095
1072,0.0,0.0,159,1,0,0,0,37097
2942,0.0,0.0,0,0,0,0,0,37099
937,0.1,0.1,8427,7,0,2,0,37101
2994,0.0,0.0,0,0,0,0,0,37103
3107,0.0,0.0,0,0,0,0,0,37105
3112,0.0,0.0,0,0,0,0,0,37107
1101,0.0,0.0,0,0,0,0,0,37109
1223,0.0,0.0,0,0,0,0,0,37111
1154,0.0,0.0,0,0,0,0,0,37113
1165,0.0,0.0,0,0,0,0,0,37115
1204,0.0,0.0,0,0,0,0,0,37117
97,4.4,2.7,116365,1115,4,23,3,37119
1286,0.0,0.0,0,0,0,0,0,37121
1309,0.0,0.0,0,0,0,0,0,37123
1007,0.1,0.0,0,0,0,0,0,37125
568,1.0,0.5,7454,73,1,5,0,37127
344,2.1,1.1,21099,212,3,8,1,37129
1373,0.0,0.0,0,0,0,0,0,37131
629,0.8,0.4,3068,68,0,1,0,37133
152,3.5,2.2,45233,1191,7,15,7,37135
809,0.3,0.2,0,60,0,0,0,37137
1442,0.0,0.0,0,0,0,0,0,37139
1453,0.0,0.0,0,0,0,0,0,37141
1460,0.0,0.0,0,0,0,0,0,37143
1469,0.0,0.0,0,0,0,0,0,37145
511,1.3,0.6,13779,79,1,4,1,37147
1507,0.0,0.0,0,0,0,0,0,37149
904,0.2,0.0,1371,11,0,0,0,37151
951,0.1,0.1,0,0,0,0,0,37153
1605,0.0,0.0,0,0,0,0,0,37155
1609,0.0,0.0,0,0,0,0,0,37157
607,0.8,0.5,4734,40,1,3,0,37159
1629,0.0,0.0,0,0,0,0,0,37161
1639,0.0,0.0,0,0,0,0,0,37163
1661,0.0,0.0,0,0,0,0,0,37165
1732,0.0,0.0,0,0,0,0,0,37167
1012,0.1,0.0,6323,2,0,3,0,37169
981,0.1,0.0,3668,3,0,1,0,37171
1780,0.0,0.0,0,0,0,0,0,37173
1831,0.0,0.0,0,0,0,0,0,37175
1853,0.0,0.0,0,0,0,0,0,37177
1020,0.1,0.0,32,4,0,0,0,37179
1881,0.0,0.0,0,0,0,0,0,37181
232,2.8,1.8,74970,742,5,18,1,37183
1913,0.0,0.0,0,0,0,0,0,37185
1931,0.0,0.0,0,0,0,0,0,37187
1937,0.0,0.0,0,0,0,0,2,37189
612,0.8,0.4,4611,57,1,3,0,37191
1987,0.0,0.0,0,0,0,0,0,37193
897,0.2,0.0,0,0,0,0,0,37195
2022,0.0,0.0,0,0,0,0,0,37197
2025,0.0,0.0,0,0,0,0,0,37199
2048,0.0,0.0,0,0,0,0,0,38001
2123,0.0,0.0,0,0,0,0,1,38003
2153,0.0,0.0,0,0,0,0,0,38005
2168,0.0,0.0,0,0,0,0,2,38007
2192,0.0,0.0,0,0,0,0,0,38009
2196,0.0,0.0,0,0,0,0,0,38011
2236,0.0,0.0,0,0,0,0,0,38013
266,2.6,1.4,33499,198,4,11,0,38015
195,3.2,1.9,42957,409,3,10,0,38017
2314,0.0,0.0,0,0,0,0,0,38019
2544,0.0,0.0,0,0,0,0,0,38021
2550,0.0,0.0,0,0,0,0,0,38023
2569,0.0,0.0,0,0,0,0,0,38025
2578,0.0,0.0,0,0,0,0,0,38027
2601,0.0,0.0,0,0,0,0,0,38029
2642,0.0,0.0,0,0,0,0,0,38031
2718,0.0,0.0,0,0,0,0,0,38033
175,3.3,2.1,20634,336,5,8,0,38035
2739,0.0,0.0,0,0,0,0,0,38037
2773,0.0,0.0,0,0,0,0,0,38039
2860,0.0,0.0,0,0,0,0,0,38041
3021,0.0,0.0,0,0,0,0,0,38043
3071,0.0,0.0,0,0,0,0,0,38045
1125,0.0,0.0,0,0,0,0,0,38047
1226,0.0,0.0,0,0,0,0,0,38049
1228,0.0,0.0,0,0,0,0,0,38051
1231,0.0,0.0,0,0,0,0,0,38053
1233,0.0,0.0,0,0,0,0,0,38055
1259,0.0,0.0,0,0,0,0,0,38057
467,1.5,0.7,17488,58,2,8,0,38059
797,0.3,0.2,0,0,0,0,0,38061
1345,0.0,0.0,0,0,0,0,0,38063
1400,0.0,0.0,0,0,0,0,0,38065
1451,0.0,0.0,0,0,0,0,0,38067
608,0.8,0.6,0,0,0,0,0,38069
660,0.7,0.5,0,0,0,0,0,38071
1563,0.0,0.0,0,0,0,0,0,38073
1578,0.0,0.0,0,0,0,0,0,38075
1588,0.0,0.0,0,0,0,0,0,38077
1612,0.0,0.0,0,0,0,0,0,38079
1650,0.0,0.0,0,0,0,0,0,38081
1699,0.0,0.0,0,0,0,0,0,38083
1713,0.0,0.0,0,0,0,0,0,38085
1716,0.0,0.0,0,0,0,0,1,38087
1736,0.0,0.0,0,0,0,0,0,38089
1740,0.0,0.0,0,0,0,0,0,38091
1767,0.0,0.0,0,0,0,0,0,38093
1828,0.0,0.0,0,0,0,0,0,38095
1830,0.0,0.0,0,0,0,0,0,38097
1902,0.0,0.0,0,0,0,0,0,38099
825,0.3,0.2,0,0,0,0,0,38101
1961,0.0,0.0,0,0,0,0,0,38103
794,0.3,0.2,0,0,0,0,0,38105
2049,0.0,0.0,0,0,0,0,0,39001
509,1.3,0.7,10061,61,2,5,0,39003
2091,0.0,0.0,0,0,0,0,0,39005
1094,0.0,0.0,0,0,0,0,0,39007
427,1.7,1.0,5966,273,2,3,0,39009
2102,0.0,0.0,0,0,0,0,0,39011
647,0.7,0.3,4862,45,1,3,0,39013
1057,0.0,0.0,0,0,0,0,0,39015
528,1.2,0.4,7885,102,2,4,0,39017
2292,0.0,0.0,0,0,0,0,0,39019
2320,0.0,0.0,0,0,0,0,0,39021
592,0.9,0.5,3658,55,1,2,0,39023
987,0.1,0.1,343,3,0,0,0,39025
2406,0.0,0.0,0,0,0,0,0,39027
1059,0.0,0.0,130,6,0,0,0,39029
2448,0.0,0.0,0,0,0,0,0,39031
2467,0.0,0.0,0,0,0,0,0,39033
23,7.0,5.1,110142,4229,4,28,5,39035
2501,0.0,0.0,0,0,0,0,0,39037
2522,0.0,0.0,0,0,0,0,0,39039
610,0.8,0.4,8580,80,1,2,0,39041
829,0.3,0.2,0,3,0,0,0,39043
1093,0.0,0.0,0,0,0,0,0,39045
2623,0.0,0.0,0,0,0,0,0,39047
96,4.4,3.1,107604,1055,3,21,2,39049
2673,0.0,0.0,0,0,0,0,0,39051
2682,0.0,0.0,0,0,0,0,0,39053
2693,0.0,0.0,0,0,0,0,0,39055
746,0.4,0.2,6436,44,0,2,0,39057
675,0.6,0.3,3550,30,1,2,0,39059
89,4.5,3.5,130033,1019,5,35,3,39061
2808,0.0,0.0,0,0,0,0,0,39063
2821,0.0,0.0,0,0,0,0,0,39065
2837,0.0,0.0,0,0,0,0,0,39067
2856,0.0,0.0,0,0,0,0,0,39069
2864,0.0,0.0,0,0,0,0,0,39071
2870,0.0,0.0,0,0,0,0,0,39073
2876,0.0,0.0,0,0,0,0,0,39075
2907,0.0,0.0,0,0,0,0,0,39077
2943,0.0,0.0,0,0,0,0,0,39079
914,0.2,0.1,503,6,0,0,0,39081
3044,0.0,0.0,0,0,0,0,0,39083
340,2.2,1.1,36422,262,2,11,0,39085
682,0.6,0.2,9120,20,1,3,0,39087
926,0.1,0.1,747,24,0,0,0,39089
1127,0.0,0.0,0,0,0,0,0,39091
692,0.6,0.3,2620,30,1,1,0,39093
218,3.0,1.6,55292,346,3,25,1,39095
1168,0.0,0.0,0,0,0,0,0,39097
335,2.2,1.2,28270,155,2,18,1,39099
1187,0.0,0.0,0,0,0,0,0,39101
828,0.3,0.1,1348,15,0,1,0,39103
1248,0.0,0.0,0,0,0,0,0,39105
1260,0.0,0.0,0,0,0,0,0,39107
1085,0.0,0.0,0,0,0,0,0,39109
1297,0.0,0.0,0,0,0,0,1,39111
99,4.4,2.9,70677,760,4,28,2,39113
1324,0.0,0.0,0,0,0,0,0,39115
1331,0.0,0.0,0,0,0,0,1,39117
566,1.0,0.5,4471,73,1,2,0,39119
1366,0.0,0.0,0,0,0,0,0,39121
1420,0.0,0.0,0,0,0,0,1,39123
1444,0.0,0.0,0,0,0,0,0,39125
1466,0.0,0.0,0,0,0,0,0,39127
1477,0.0,0.0,0,0,0,0,0,39129
1489,0.0,0.0,0,0,0,0,0,39131
462,1.5,0.8,15450,244,1,7,0,39133
1534,0.0,0.0,0,0,0,0,0,39135
1549,0.0,0.0,0,0,0,0,0,39137
540,1.1,0.5,8425,98,2,5,1,39139
1618,0.0,0.0,0,0,0,0,0,39141
1643,0.0,0.0,0,0,0,0,0,39143
1073,0.0,0.0,0,0,0,0,0,39145
1677,0.0,0.0,0,0,0,0,0,39147
1694,0.0,0.0,0,0,0,0,0,39149
272,2.5,1.4,28921,339,2,11,1,39151
162,3.4,2.0,48697,541,3,18,1,39153
720,0.5,0.2,7000,22,0,3,0,39155
1847,0.0,0.0,0,0,0,0,0,39157
1865,0.0,0.0,0,0,0,0,0,39159
1882,0.0,0.0,0,0,0,0,0,39161
1890,0.0,0.0,0,0,0,0,0,39163
788,0.3,0.1,6395,14,0,2,0,39165
1077,0.0,0.0,0,0,0,0,0,39167
1948,0.0,0.0,0,0,0,0,0,39169
812,0.3,0.2,50,4,0,0,0,39171
796,0.3,0.1,10008,14,0,3,0,39173
2018,0.0,0.0,0,0,0,0,0,39175
2043,0.0,0.0,0,0,0,0,0,40001
2060,0.0,0.0,0,0,0,0,0,40003
2098,0.0,0.0,0,0,0,0,0,40005
2141,0.0,0.0,0,0,0,0,0,40007
2144,0.0,0.0,0,0,0,0,0,40009
2173,0.0,0.0,0,0,0,0,0,40011
674,0.6,0.3,1763,67,1,0,0,40013
2248,0.0,0.0,0,0,0,0,0,40015
2274,0.0,0.0,0,0,0,0,0,40017
890,0.2,0.1,0,1,0,0,0,40019
2338,0.0,0.0,0,0,0,0,0,40021
2357,0.0,0.0,0,0,0,0,0,40023
2364,0.0,0.0,0,0,0,0,0,40025
519,1.2,0.7,14655,113,1,4,0,40027
2410,0.0,0.0,0,0,0,0,0,40029
2433,0.0,0.0,0,0,0,0,0,40031
2451,0.0,0.0,0,0,0,0,0,40033
2456,0.0,0.0,0,0,0,0,0,40035
1037,0.0,0.0,896,4,0,0,0,40037
2491,0.0,0.0,0,0,0,0,0,40039
2527,0.0,0.0,0,0,0,0,0,40041
2538,0.0,0.0,0,0,0,0,0,40043
2593,0.0,0.0,0,0,0,0,0,40045
2686,0.0,0.0,0,0,0,0,0,40047
934,0.1,0.1,44,1,0,0,0,40049
2728,0.0,0.0,0,0,0,0,0,40051
2742,0.0,0.0,0,0,0,0,0,40053
2770,0.0,0.0,0,0,0,0,0,40055
2828,0.0,0.0,0,0,0,0,0,40057
2831,0.0,0.0,0,0,0,0,0,40059
2842,0.0,0.0,0,0,0,0,0,40061
2899,0.0,0.0,0,0,0,0,1,40063
2944,0.0,0.0,0,0,0,0,0,40065
2972,0.0,0.0,0,0,0,0,0,40067
2992,0.0,0.0,0,0,0,0,0,40069
3007,0.0,0.0,0,0,0,0,0,40071
3026,0.0,0.0,0,0,0,0,0,40073
3034,0.0,0.0,0,0,0,0,0,40075
3084,0.0,0.0,0,0,0,0,0,40077
1095,0.0,0.0,0,0,0,0,0,40079
1105,0.0,0.0,0,0,0,0,0,40081
1128,0.0,0.0,0,0,0,0,0,40083
1135,0.0,0.0,0,0,0,0,0,40085
945,0.1,0.1,352,1,0,0,0,40087
1221,0.0,0.0,0,0,0,0,0,40089
1229,0.0,0.0,0,0,0,0,0,40091
1173,0.0,0.0,0,0,0,0,0,40093
1199,0.0,0.0,0,0,0,0,0,40095
1215,0.0,0.0,0,0,0,0,0,40097
1338,0.0,0.0,0,0,0,0,0,40099
1339,0.0,0.0,0,0,0,0,0,40101
1367,0.0,0.0,0,0,0,0,0,40103
1382,0.0,0.0,0,0,0,0,0,40105
1396,0.0,0.0,0,0,0,0,0,40107
296,2.4,1.4,77366,257,2,19,0,40109
1397,0.0,0.0,0,0,0,0,0,40111
772,0.4,0.2,7873,49,0,2,0,40113
1421,0.0,0.0,0,0,0,0,0,40115
1447,0.0,0.0,0,0,0,0,0,40117
1448,0.0,0.0,0,0,0,0,1,40119
1493,0.0,0.0,0,0,0,0,0,40121
1514,0.0,0.0,0,0,0,0,0,40123
1522,0.0,0.0,0,0,0,0,0,40125
1544,0.0,0.0,0,0,0,0,0,40127
1610,0.0,0.0,0,0,0,0,0,40129
1611,0.0,0.0,0,0,0,0,0,40131
1676,0.0,0.0,0,0,0,0,0,40133
1679,0.0,0.0,0,0,0,0,0,40135
1742,0.0,0.0,0,0,0,0,0,40137
1811,0.0,0.0,0,0,0,0,0,40139
1819,0.0,0.0,0,0,0,0,0,40141
265,2.6,1.4,48609,279,2,13,0,40143
1894,0.0,0.0,0,0,0,0,0,40145
1933,0.0,0.0,0,0,0,0,0,40147
1936,0.0,0.0,0,0,0,0,0,40149
2009,0.0,0.0,0,0,0,0,0,40151
2011,0.0,0.0,0,0,0,0,0,40153
620,0.8,0.3,1640,55,1,1,0,41001
215,3.0,1.8,22702,354,6,11,2,41003
67,4.9,3.4,61128,2131,4,21,3,41005
451,1.6,0.7,3881,180,2,4,0,41007
537,1.2,0.4,7786,134,2,2,0,41009
559,1.1,0.4,3637,46,2,2,1,41011
727,0.5,0.1,1157,29,1,0,0,41013
730,0.5,0.1,306,26,1,0,0,41015
369,2.0,1.0,20747,360,3,6,0,41017
525,1.2,0.5,6977,96,2,5,0,41019
2706,0.0,0.0,0,0,0,0,0,41021
771,0.4,0.0,239,33,0,0,0,41023
768,0.4,0.0,480,18,0,1,0,41025
482,1.4,0.2,2542,107,2,1,0,41027
256,2.6,1.3,12965,374,2,5,0,41029
684,0.6,0.1,1544,37,1,2,0,41031
485,1.4,0.7,6761,108,2,3,0,41033
300,2.4,1.3,6288,242,2,5,0,41035
3063,0.0,0.0,0,0,0,0,0,41037
114,4.2,2.8,53123,1199,6,18,3,41039
464,1.5,0.7,4653,127,2,5,1,41041
477,1.4,0.6,10389,93,2,4,0,41043
596,0.9,0.4,3077,39,1,2,0,41045
81,4.6,3.4,43138,1386,5,12,1,41047
925,0.1,0.1,112,2,0,0,0,41049
13,8.6,12.3,221700,7298,9,44,12,41051
280,2.5,1.0,27077,547,3,6,0,41053
1704,0.0,0.0,0,0,0,0,0,41055
513,1.3,0.5,2305,117,2,2,0,41057
573,1.0,0.3,4009,46,2,3,0,41059
496,1.3,0.7,3171,74,1,2,0,41061
706,0.5,0.0,971,61,2,1,0,41063
813,0.3,0.1,481,17,0,0,0,41065
32,6.5,5.3,110983,2578,4,25,6,41067
936,0.1,0.0,6,5,0,0,0,41069
424,1.7,0.8,8886,138,3,4,0,41071
718,0.5,0.3,2090,30,1,1,0,42001
58,5.2,5.2,161554,1717,7,36,9,42003
979,0.1,0.0,315,4,0,1,0,42005
402,1.8,0.9,101479,150,1,22,2,42007
2145,0.0,0.0,0,0,0,0,0,42009
292,2.4,1.6,29718,442,3,8,1,42011
856,0.2,0.1,158,1,0,0,0,42013
739,0.4,0.1,1543,14,1,1,0,42015
261,2.6,1.9,35683,245,1,12,3,42017
697,0.5,0.3,3269,38,1,2,0,42019
371,2.0,1.2,14072,247,3,13,1,42021
2268,0.0,0.0,0,0,0,0,0,42023
930,0.1,0.1,915,13,0,1,0,42025
159,3.5,3.3,17507,1022,6,13,5,42027
316,2.3,1.5,34987,211,2,9,3,42029
2370,0.0,0.0,0,0,0,0,0,42031
759,0.4,0.2,1530,31,1,1,0,42033
2407,0.0,0.0,0,0,0,0,0,42035
1097,0.0,0.0,0,0,0,0,0,42037
593,0.9,0.5,3574,75,1,2,0,42039
535,1.2,0.8,31995,56,1,6,0,42041
295,2.4,2.5,48334,204,4,12,2,42043
29,6.7,8.5,177848,1447,5,37,10,42045
2590,0.0,0.0,0,0,0,0,0,42047
224,2.9,1.8,37862,291,4,16,1,42049
529,1.2,0.5,10119,78,2,7,0,42051
2640,0.0,0.0,0,0,0,0,0,42053
1080,0.0,0.0,28,1,0,0,0,42055
2674,0.0,0.0,0,0,0,0,0,42057
1027,0.0,0.0,373,3,0,0,0,42059
891,0.2,0.1,41,2,0,0,0,42061
450,1.6,0.9,8230,372,2,5,0,42063
957,0.1,0.0,467,2,0,0,0,42065
2999,0.0,0.0,0,0,0,0,0,42067
199,3.1,1.9,36048,376,4,18,0,42069
302,2.4,1.4,71791,233,2,30,1,42071
833,0.3,0.1,688,9,0,0,0,42073
469,1.5,0.7,28121,138,2,8,0,42075
149,3.6,2.1,46419,544,4,15,2,42077
289,2.4,1.4,42524,207,4,24,1,42079
470,1.5,0.7,10817,134,2,4,1,42081
1230,0.0,0.0,0,0,0,0,1,42083
628,0.8,0.4,4353,46,1,3,0,42085
907,0.2,0.1,0,1,0,0,0,42087
556,1.1,0.6,4578,99,1,4,4,42089
88,4.5,4.0,95700,680,3,21,5,42091
1311,0.0,0.0,0,0,0,0,0,42093
206,3.0,1.8,29696,405,3,13,2,42095
1376,0.0,0.0,0,0,0,0,0,42097
1091,0.0,0.0,0,0,0,0,0,42099
8,9.0,20.2,378628,5879,12,52,26,42101
785,0.3,0.1,949,25,0,1,3,42103
1523,0.0,0.0,0,0,0,0,0,42105
500,1.3,0.7,6862,88,1,5,0,42107
1721,0.0,0.0,0,0,0,0,0,42109
902,0.2,0.1,1595,6,0,1,0,42111
735,0.4,0.1,664,19,0,1,0,42113
1776,0.0,0.0,0,0,0,0,0,42115
672,0.6,0.3,1953,43,1,1,0,42117
1866,0.0,0.0,0,0,0,0,0,42119
589,0.9,0.4,3044,41,1,2,0,42121
531,1.2,0.5,3822,88,1,3,0,42123
619,0.8,0.4,59196,72,1,14,1,42125
881,0.2,0.0,272,12,0,0,1,42127
442,1.6,0.7,99375,97,2,26,1,42129
2019,0.0,0.0,0,0,0,0,0,42131
472,1.5,0.9,14225,137,2,4,0,42133
216,3.0,1.7,40367,422,2,14,1,44001
205,3.1,1.9,40375,298,2,13,1,44003
179,3.3,2.4,16495,435,2,13,2,44005
65,5.0,3.9,87714,1078,5,21,3,44007
387,1.9,1.1,10587,194,2,8,1,44009
2037,0.0,0.0,0,0,0,0,0,45001
1049,0.0,0.0,830,1,0,0,0,45003
2066,0.0,0.0,0,0,0,0,2,45005
677,0.6,0.3,4110,32,1,2,0,45007
871,0.2,0.1,0,3,0,0,1,45009
2124,0.0,0.0,0,0,0,0,0,45011
